paraphrases,sentences,ptypes,axes,axes2,scores,scores2
What do you reckon is the color on the donut chart that stands for the biggest chunk of UK debt?,Which color in the donut chart represents the type of UK debt with the largest arc?,compositional-visual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",1,4
How do you think the UK economy might be affected by the type of UK debt that has the largest issue amount?,What implications does the type of UK debt with the largest issue amount have on the UK economy?,open-ended,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,1
"In my opinion, what do you think the median productivity level might be for companies that had around 10 workers in 2015?",What is the 50th percentile of productivity for firms with 10 employees in the year 2015?,lookup-nonvisual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",1,4
"In the 2015 discussion, what is the output worth of the dot that stands for companies with 10 workers at the median?","In the 2015 panel, what is the productivity value of the point representing firms with 10 employees at the 50th percentile?",lookup-visual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",2,5
"Can you tell me if there's a difference in the median productivity level of companies with 10 employees versus those with 20 employees, specifically in 2015?",How does the 50th percentile of productivity for firms with 10 employees compare to that of firms with 20 employees in the year 2015?,compositional-nonvisual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",3,4
"In the 2015 discussion, could you perhaps draw a comparison between the productivity value of the point that stands for companies with a workforce of 10 at the median level, and the productivity value of the point that stands for companies with a workforce of 20 at the same level?","In the 2015 panel, how does the productivity value of the point representing firms with 10 employees at the 50th percentile compare to the productivity value of the point representing firms with 20 employees at the same percentile?",compositional-visual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",4,1
"In my opinion, the way productivity is spread out among different sized companies in 2015 isn't the same. You kind of have to read between the lines to see it.",How does the productivity distribution vary among firms of different sizes in the year 2015?,open-ended,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",1,2
Can you tell me directly which industry has the most job changes on average?,What is the highest average job reallocation value across all industries?,lookup-nonvisual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",4,2
In which sector does the bar chart show the highest bar?,Which industry's bar has the greatest height in the bar chart?,lookup-visual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",3,4
Which field has the highest average job change rate?,Which industry has the maximum average job reallocation value?,compositional-nonvisual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",1,5
Can you tell me your thoughts on which industry's bar seems to be the tallest on the y-axis in the bar chart?,Which industry's bar reaches the highest point on the y-axis in the bar chart?,compositional-visual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,2
What specific elements might be causing the significant job turnover in the industry that has the greatest average job turnover rate?,What factors could contribute to the high job reallocation in the industry with the highest average job reallocation value?,open-ended,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",5,4
What do you reckon is the top number for 'Transport' during that time we picked out?,What is the highest value of the 'Transport' series over the selected period?,lookup-nonvisual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,1
Could you tell me how tall the tallest blue bar for the 'Transport' series is?,What is the height of the tallest blue bar representing the 'Transport' series?,lookup-visual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,3
How does the highest point of the 'Transport' series stack up against the highest points of the other series during the chosen time frame?,What is the maximum value of the 'Transport' series compared to the maximum values of the other series over the selected period?,compositional-nonvisual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",3,2
"Does the highest blue bar, which symbolizes the 'Transport' series, exceed the height of the highest bars of the other color categories?",Is the tallest blue bar representing the 'Transport' series higher than the tallest bars of the other colors?,compositional-visual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",3,4
How does the 'Transport' series' impact on CPI inflation stack up against the other series during the chosen time frame?,How does the contribution of the 'Transport' series to the CPI inflation compare to the contributions of the other series over the selected period?,open-ended,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,5
When was the price changing the most frequently?,In which month was the frequency of price changes the highest?,lookup-nonvisual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",3,3
Can you guess when the point might be at its peak on the y-axis?,In which month does the point reach the highest position on the y-axis?,lookup-visual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,1
What's the peak value for the rate of price fluctuations and when's it happening?,What is the maximum value of the frequency of price changes and in which month does it occur?,compositional-nonvisual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",5,1
"Can you identify the point on the y-axis where the rate of price alterations peaks, and specify the associated month on the x-axis?",At which point on the y-axis is the frequency of price changes the highest and what is the corresponding month on the x-axis?,compositional-visual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",5,4
What's your take on how the ups and downs of prices each month might shape the way we think about pricing?,How does the frequency of price changes month-on-month influence pricing strategies?,open-ended,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",1,1
"What is the proportion of inflation and deflation for the commodity ""X""?","What is the share of price rises and cuts for the consumer item ""X""?",lookup-nonvisual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",4,2
"Where does the product ""X"" stand on the graph in relation to price reductions and increases?","Where is the consumer item ""X"" positioned on the chart in terms of price cuts and price rises?",lookup-visual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,5
What's the product that's seen the most price increases and decreases?,Which consumer item has the highest share of price rises and cuts?,compositional-nonvisual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,5
Could you tell me which product is at the top of both the price reduction and price increase charts?,Which consumer item is positioned at the highest point on both the price cuts and price rises axes?,compositional-visual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",5,2
"How does the cost change for item ""X"" stack up against other items?","How does the share of price rises and cuts for the consumer item ""X"" compare to other items?",open-ended,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",3,3
Could you provide the factual data on the peak value of Ether?,What is the highest price of Ether?,lookup-nonvisual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",4,1
When does the line representing the data from the orange to hotpink spectrum on the graph achieve its maximum value?,At what point does the orange to hotpink line reach its peak in the chart?,lookup-visual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",4,1
"I feel like Ether's highest price is something we should look into, don't you think? And, you know, it would be interesting to see how it relates to the amount that's being traded, wouldn't it?",What is the highest price of Ether and how does it correlate with the volume traded?,compositional-nonvisual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",2,1
When does the line from orange to hot pink get to the top and what's the matching point on the line from blue to red?,At what point does the orange to hotpink line reach its peak and what is the corresponding point on the blue to red line?,compositional-visual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",1,2
"In my opinion, don't you think the amount of Ether that's being traded could possibly be affecting its price?",How does the volume of Ether traded influence its price?,open-ended,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",1,2
"Can you provide clear, factual information on which method of food production results in the highest amount of food emissions?",Which type of food production has the highest value of food emissions?,lookup-nonvisual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",5,4
Can you identify the bar with the greatest length and specify the food production category that its color corresponds to in the context of our specialized chart?,Which bar is the longest and what type of food production does its color represent?,lookup-visual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",4,5
Can you tell me your thoughts on the peak level of emissions produced by food and the specific food production method it's associated with?,What is the maximum value of food emissions and which type of food production does it correspond to?,compositional-nonvisual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",4,1
Can you tell me which line is the biggest and what kind of food making process the color stands for?,Which bar is the longest and what type of food production does its color represent?,compositional-visual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",1,2
What is the effect of the food production method that has the highest food emissions on our plans to decrease greenhouse gas emissions?,How does the type of food production with the highest value of food emissions impact our strategies for reducing greenhouse gas emissions?,open-ended,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",4,5
Do you know how many folks kicked the bucket 'cause of smack last year?,How many deaths were caused by Heroin in 2020?,lookup-nonvisual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",1,1
Can you guess where the Heroin line might be on the y-axis for 2020? I feel like it's pretty high.,What is the position of the Heroin line on the y-axis in the year 2020?,lookup-visual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",1,1
Can you tell me directly which medication has been responsible for the most fatalities throughout history?,Which drug has caused the maximum number of deaths over the years?,compositional-nonvisual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",4,1
Can you identify the line that achieves the maximum value on the y-axis throughout the given years?,Which line reaches the highest position on the y-axis over the years?,compositional-visual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",5,4
What's the way to utilize the data on the mortality rates from various drugs over time to enhance drug prevention and treatment initiatives in Scotland?,How can the information about the number of deaths caused by different drugs over the years be used to improve drug prevention and treatment programs in Scotland?,open-ended,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",3,5
Could you provide me with the exact number of footwear manufacturing facilities currently operating in both Vietnam and Indonesia?,How many shoe factories are there in Vietnam and Indonesia?,lookup-nonvisual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",4,5
Can you count the number of large circles in the sections of the map that represent Vietnam and Indonesia?,How many large circles are located in the areas representing Vietnam and Indonesia on the map?,lookup-visual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",3,5
Can you provide me with the exact count of shoe manufacturing facilities in both Vietnam and Indonesia?,What is the total number of shoe factories in Vietnam and Indonesia?,compositional-nonvisual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",5,3
Can you figure out how many big circles are in the parts of the map that show Vietnam and Indonesia?,What is the total count of large circles located in the areas representing Vietnam and Indonesia on the map?,compositional-visual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",1,2
Could you provide factual reasons as to why Vietnam and Indonesia are potentially preferred locations for shoe manufacturing facilities?,Why might Vietnam and Indonesia be popular locations for shoe factories?,open-ended,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",4,5
Can you guess which state comes out on top when you add up all the 'ValueC'?,Which state has the highest sum of 'ValueC'?,lookup-nonvisual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",1,2
Could you deduce the state that the most extended bar in the diagram is signifying?,Which state is represented by the longest bar in the chart?,lookup-visual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",1,5
What's the highest total you can get from 'ValueC' and what state is it linked to?,What is the maximum sum of 'ValueC' and which state does it correspond to?,compositional-nonvisual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",3,2
"In my opinion, can you tell me which state seems to have the longest bar in the chart and exactly how long that bar appears to be?",Which state is represented by the longest bar in the chart and what is the length of this bar?,compositional-visual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",1,5
How does the state with the most immigrants compared to its population size impact its social and economic conditions?,What implications does the state with the highest percentage of immigrants in relation to its population have on its social and economic aspects?,open-ended,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",3,3
Do you know what the average income per person is for each country in the last year we have data for? I reckon it'd be interesting to see.,What is the GDP per capita of each country in the final year of the dataset?,lookup-nonvisual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",3,2
Can you tell me where each colored line ends up on the y-axis in the last year of the data we got?,What is the position on the y-axis of each colored line in the final year of the dataset?,lookup-visual,"['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",2,5
Which country is the poorest according to the last year's data we have?,Which country has the minimum GDP per capita in the final year of the dataset?,compositional-nonvisual,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']",1,3
Can you identify the color of the line that appears to be at the minimum point on the y-axis in the last year of the data we're examining?,Which colored line is at the lowest position on the y-axis in the final year of the dataset?,compositional-visual,"['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",3,4
What could be the potential factors that led to the substantial economic decline in the nation with the minimum Gross Domestic Product per capita in the concluding year of the data set?,Why might the country with the lowest GDP per capita in the final year of the dataset have experienced such a significant economic downturn?,open-ended,"['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']","['Subjective', 'Objective', 'Subjective language expresses personal opinions, feelings, or judgments, while objective language presents facts or information without bias or personal interpretation.']",4,5
"Can you provide me with the precise count of Grand Slam victories that Rafael Nadal, the professional tennis player, has accumulated?",What is the total number of wins for Rafael Nadal in Grand Slams?,lookup-nonvisual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Non-technical', 'Technical', 'Technical language is often used by experts in a particular field and includes specialized terminology and jargon. Non-technical language, on the other hand, is more accessible to a general audience and avoids the use of complex terms.']",5,5
Can you tell me about the length of the bar that's showing how many Grand Slams Rafael Nadal has won?,How long is the bar representing Rafael Nadal's wins in Grand Slams?,lookup-visual,"['Implicit', 'Explicit', 'Implicit language relies on the context, shared knowledge, and non-verbal cues to convey meaning. It often requires the listener or reader to infer or deduce the intended message. Explicit language, on the other hand, is clear and direct. It leaves little room for interpretation or misunderstanding.']","['Colloquial', 'Standard', 'Colloquial language is informal and used in everyday conversation, while standard language follows established rules and conventions and is used in more formal situations.']",2,2
