Agency Name,Location Name,Address,City,Zip code,County,Congress Dist,Congressional Full Name,Rep Dist,Rep Full Name,Senate Dist,Senator Full Name,Bldg Status,Year Acquired,Year Constructed,Square Footage,Total Floors,Floors Above Grade,Floors Below Grade,Usage Description,Usage Description 2,Usage Description 3
Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,2001,2001,43280,1,1,0,Business,Business,Not provided
Department of Veterans' Affairs,Unassigned,8th & Sangamon Avenue,Springfield,62702,,0,,0,,0,,In Use,2000,2000,3000,1,1,0,Assembly,Assembly,Not provided
Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1996,1996,3600,1,1,0,Storage,Storage,Not provided
Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1996,1996,3384,1,1,0,Storage,Storage,Not provided
Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1996,1996,1872,1,1,0,Storage,Storage,Not provided
Department of Agriculture,Illinois State Fairgrounds - Springfield,8th & Sangamon Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,87,Butler Tim,44,William E. Brady,In Use,1996,1996,1224,1,1,0,Storage,Storage,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,1001 S. Oakland Ave,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2003,1962,2474,1,1,0,Storage,Business,Not provided
Department of Transportation,Administration/Hanley Building,Dirksen Parkway At Ash Street,Springfield,62703,Sangamon,13,Rodney L. Davis,96,Scherer Sue,48,Andy Manar,In Use,2004,2004,12000,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Hamilton County Fish & Wildlife Area,Rr 4,Mcleansboro,62859,Hamilton,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Hamilton County Fish & Wildlife Area,Rr 4,Mcleansboro,62859,Hamilton,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Hamilton County Fish & Wildlife Area,Rr 4,Mcleansboro,62859,Hamilton,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Hamilton County Fish & Wildlife Area,Rr 4,Mcleansboro,62859,Hamilton,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Hamilton County Fish & Wildlife Area,Rr 4,Mcleansboro,62859,Hamilton,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Hamilton County Fish & Wildlife Area,Rr 4,Mcleansboro,62859,Hamilton,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Hamilton County Fish & Wildlife Area,Rr 4,Mcleansboro,62859,Hamilton,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Weldon Springs State Park - DeWitt County,"Rr #2, Box 87",Clinton,61727,DeWitt,13,Rodney L. Davis,101,Mitchell Bill,51,Chapin Rose,In Use,2004,2004,1080,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Weldon Springs State Park - DeWitt County,"Rr #2, Box 87",Clinton,61727,DeWitt,13,Rodney L. Davis,101,Mitchell Bill,51,Chapin Rose,In Use,2004,2004,560,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Weldon Springs State Park - DeWitt County,"Rr #2, Box 87",Clinton,61727,DeWitt,13,Rodney L. Davis,101,Mitchell Bill,51,Chapin Rose,In Use,2000,2000,1867,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Weldon Springs State Park - DeWitt County,"Rr #2, Box 87",Clinton,61727,DeWitt,13,Rodney L. Davis,101,Mitchell Bill,51,Chapin Rose,In Use,2004,2004,132,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Weldon Springs State Park - DeWitt County,"Rr #2, Box 87",Clinton,61727,DeWitt,13,Rodney L. Davis,101,Mitchell Bill,51,Chapin Rose,In Use,2004,2004,106,1,1,0,Business,Business,Not provided
Department of Transportation,Harrisburg Maintenance Storage Facility - Saline County,1700 South Feazel Street,Harrisburg,62946,Saline,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2004,2004,4032,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Rend Lake Fish and Wildlife Area - Jefferson County,"Rr 1,box 338",Bonnie,62812,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2005,2005,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Rend Lake Fish and Wildlife Area - Jefferson County,"Rr 1,box 338",Bonnie,62812,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Rend Lake Fish and Wildlife Area - Jefferson County,"Rr 1,box 338",Bonnie,62812,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2005,2005,144,1,1,0,Unusual,Unusual,Not provided
Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,2003,2003,80,1,1,0,Storage,Storage,Not provided
Department of Human Services,Mabley Developmental Center - Dixon,1120 Washington Ave,Dixon,61021,Lee,16,Adam Kinzinger,90,Demmer Tom,45,Tim Bivins,In Use,2002,2002,80,1,1,0,Storage,Storage,Not provided
Department of Transportation,Spfld-Div Of Aeronautics,1 Langhorne Bond Drive,Springfield,62702,Sangamon,13,Rodney L. Davis,96,Scherer Sue,48,Andy Manar,In Use,2004,1979,17300,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Little Grassy Fish Hatchery - Williamson County,"Rt 1, Box 429",Carbondale,62901,Williamson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,1981,1981,15000,1,1,0,Unusual,Unusual,Business
Department of Natural Resources,Rend Lake Fish and Wildlife Area - Jefferson County,"Rr 1,box 338",Bonnie,62812,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2004,2004,80,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Rend Lake Fish and Wildlife Area - Jefferson County,"Rr 1,box 338",Bonnie,62812,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2004,2004,80,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Rend Lake Fish and Wildlife Area - Jefferson County,"Rr 1,box 338",Bonnie,62812,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2004,2004,80,1,1,0,Assembly,Assembly,Not provided
Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,2006,2006,4521,1,1,0,Residential,Residential,Not provided
Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,2006,2006,4521,1,1,0,Residential,Residential,Not provided
Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,2006,2006,4521,1,1,0,Residential,Residential,Not provided
Department of Human Services,Lincoln Developmental Center - Logan County,861 South State Street,Lincoln,62656,Logan,18,Darin M. LaHood,87,Butler Tim,44,William E. Brady,In Use,2006,2006,4780,1,1,0,Residential,Residential,Not provided
Department of Transportation,Danville Maintenance Storage Facility - Vermilion County,"510 Avenue ""c""",Danville,61832,Vermilion,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,In Use,2004,2004,2400,1,1,0,Storage,Storage,Storage
Department of Transportation,Divernon Salt Dome,I-55 & Route 104,Divernon,62530,Sangamon,2,Robin Kelly,28,Rita Robert,14,"Emil Jones, III",In Use,2004,2004,4073,1,1,0,Storage,Storage,Not provided
Southern Illinois University,Southern Illinois University - Carbondale,374 East Grand Avenue,Carbondale,62901,Jackson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2005,2005,62338,2,2,0,Health Care,Education,Not provided
Department of Veterans' Affairs,Quincy Veterans' Home - Adams County,1707 North 12th Street,Quincy,62301,Adams,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Progress,2010,2010,5200,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Rend Lake Fish and Wildlife Area - Jefferson County,"Rr 1,box 338",Bonnie,62812,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2004,2004,70,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Rend Lake Fish and Wildlife Area - Jefferson County,"Rr 1,box 338",Bonnie,62812,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2004,2004,70,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Rend Lake Fish and Wildlife Area - Jefferson County,"Rr 1,box 338",Bonnie,62812,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2004,2004,70,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Rend Lake Fish and Wildlife Area - Jefferson County,"Rr 1,box 338",Bonnie,62812,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2004,2004,70,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Rend Lake Fish and Wildlife Area - Jefferson County,"Rr 1,box 338",Bonnie,62812,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2004,2004,70,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Rend Lake Fish and Wildlife Area - Jefferson County,"Rr 1,box 338",Bonnie,62812,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Rend Lake Fish and Wildlife Area - Jefferson County,"Rr 1,box 338",Bonnie,62812,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Rend Lake Fish and Wildlife Area - Jefferson County,"Rr 1,box 338",Bonnie,62812,Jefferson,12,Mike Bost,115,Bryant Terri,58,Paul Schimpf,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Anderson Lake Conservation Area - Fulton County,Anderson Lake C.a.,Astoria,61501,Fulton,17,Cheri Bustos,93,Hammond Norine K.,47,Jil Tracy,In Use,1975,1975,768,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Eagle Creek State Park - Shelby County,R.r. #1,Findlay,62534,Shelby,15,John Shimkus,102,Halbrook Brad,51,Chapin Rose,In Use,2004,2004,452,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Eagle Creek State Park - Shelby County,R.r. #1,Findlay,62534,Shelby,15,John Shimkus,102,Halbrook Brad,51,Chapin Rose,In Use,2004,2004,441,1,1,0,Business,Business,Not provided
Department of Natural Resources,Crawford County Fish & Wildlife Area,R.r. #1,Hutsonville,62433,Crawford,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,0,0,380,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Crawford County Fish & Wildlife Area,R.r. #1,Hutsonville,62433,Crawford,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,0,0,50,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Crawford County Fish & Wildlife Area,R.r. #1,Hutsonville,62433,Crawford,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,0,0,50,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Crawford County Fish & Wildlife Area,R.r. #1,Hutsonville,62433,Crawford,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,0,0,50,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Crawford County Fish & Wildlife Area,R.r. #1,Hutsonville,62433,Crawford,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,0,0,50,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Crawford County Fish & Wildlife Area,R.r. #1,Hutsonville,62433,Crawford,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,0,0,50,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Crawford County Fish & Wildlife Area,R.r. #1,Hutsonville,62433,Crawford,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Crawford County Fish & Wildlife Area,R.r. #1,Hutsonville,62433,Crawford,15,John Shimkus,110,Phillips Reginald,55,Dale A. Righter,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Chicago State University,Chicago State University - Cook County,95th & King Dirve,Chicago,60628,Cook,1,Bobby L. Rush,34,"Sims, Jr. Elgie R.",17,Donne E. Trotter,In Progress,2010,2010,30000,2,2,0,Education,Education,Not provided
Department of Transportation,Springfield Sign Shop,700 Lincoln Avenue,Springfield,62702,Sangamon,13,Rodney L. Davis,96,Scherer Sue,48,Andy Manar,In Use,1998,1998,7200,1,1,0,Storage,Storage,Not provided
Office of the Secretary of State,Capitol Complex,1st And Capitol,Springfield,62704,Sangamon,13,Rodney L. Davis,96,Scherer Sue,48,Andy Manar,In Use,1971,1971,3300,2,1,1,Industrial,Industrial,Not provided
Department of Military Affairs,Galesburg Readiness Center - Knox County,362 North Linwood Road,Galesburg,61401,Knox,17,Cheri Bustos,74,Swanson Daniel,37,Chuck Weaver,In Use,2007,2007,48000,1,1,0,Assembly,Assembly,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Progress,2011,2011,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Progress,2011,2011,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Nauvoo State Park - Hancock County,Kimball Street,Nauvoo,62354,Hancock,18,Darin M. LaHood,94,Frese Randy E.,47,Jil Tracy,In Progress,2011,2011,144,1,1,0,Unusual,Unusual,Not provided
Department of Transportation,West City Maintenance Yard - Franklin County,1101 Route 14 West,West City,62812,Franklin,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2005,2005,2922,1,1,0,Storage,Storage,Not provided
Department of Transportation,Belgrade Maintenance Storage Facility - Massac County,2813 Il 145,Brookport,62910,Massac,15,John Shimkus,118,Phelps Brandon W.,59,Dale Fowler,In Use,2005,2005,2922,1,1,0,Storage,Storage,Not provided
Department of Transportation,Troy,7586 U.s. 40,Troy,62294,Madison,15,John Shimkus,108,Meier Charles,54,Kyle McCarter,In Use,2005,2005,4072,1,1,0,Storage,Storage,Not provided
Department of State Police,Chicago District 3 - Cook County,7151 West Forest Preserve Dr.,Chicago,60634,Cook,10,Robert Dold,20,McAuliffe Michael P.,10,John G. Mulroe,In Use,2007,2007,420,1,1,0,Industrial,Unusual,Not provided
Southern Illinois University,Southern Illinois University - East St. Louis,601 James R Thompson Blvd,East St Louis,62201,St. Clair,13,Rodney L. Davis,111,Beiser Daniel V.,56,William R. Haine,In Use,2004,2004,3200,1,1,0,Education,Education,Not provided
Department of Human Services,Howe Developmental Center - Tinley Park,7600 West 183rd Street,Tinley Park,60477,Cook,0,,38,Riley Al,19,Michael E. Hastings,In Use,1974,1974,112,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Rice Lake Conservation Area - Fulton County,R. R. #3,Canton,61520,Fulton,17,Cheri Bustos,91,Unes Michael D.,46,David Koehler,In Use,0,0,0,1,1,0,Industrial,Storage,Not provided
Department of Military Affairs,Marseilles Armory (Training Area) - LaSalle Co.,2515 N. 23rd. Road,Marseilles,61341,LaSalle,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,2005,2005,800,1,1,0,Storage,Storage,Not provided
Department of Military Affairs,Marseilles Armory (Training Area) - LaSalle Co.,2515 N. 23rd. Road,Marseilles,61341,LaSalle,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,2005,2005,360,1,1,0,Assembly,Assembly,Not provided
Department of Military Affairs,Marseilles Armory (Training Area) - LaSalle Co.,2515 N. 23rd. Road,Marseilles,61341,LaSalle,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,2005,2005,275,1,1,0,Unusual,Unusual,Not provided
Illinois Emergency Management Agency,Illinois Emergency Operations Center - Springfield,2200 South Dirksen Parkway,Springfield,62703,Sangamon,13,Rodney L. Davis,96,Scherer Sue,48,Andy Manar,In Use,2005,2005,50000,3,2,1,Business,Business,Not provided
Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2005,2005,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2005,2005,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Pyramid State Park - Perry County,"Rr #1, Box298",Pinckneyville,62274,Perry,12,Mike Bost,116,"Costello, II Jerry",58,Paul Schimpf,In Use,2005,2005,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Snakeden Hollow Fish & Wildlife Area - Knox County,210 W. South St,Victoria,61485,Knox,17,Cheri Bustos,74,Swanson Daniel,37,Chuck Weaver,In Use,1990,1990,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,1991,1991,8300,1,1,0,Residential,Residential,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,1991,1991,400,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,1989,1989,8300,1,1,0,Residential,Residential,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,1989,1989,1200,1,1,0,Residential,Residential,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,1996,1996,3790,1,1,0,Mercantile,Mercantile,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,1999,1999,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2003,2003,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2003,2003,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2003,2003,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2003,2003,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2003,2003,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2003,2003,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2003,2003,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,0,0,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2003,2003,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2003,2003,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2003,2003,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2003,2003,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2003,2003,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2003,2003,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2000,2000,144,1,1,0,Storage,Storage,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,1981,1987,750,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Wayne Fitzgerrell State Park - Jefferson County,"R. R. #1, Box 73",Whittington,62897,Jefferson,12,Mike Bost,117,Severin Dave,59,Dale Fowler,In Use,2003,2003,150,1,1,0,Storage,Storage,Not provided
Historic Preservation Agency,Lincoln Presidential Center - Springfield,301 North 6th Street,Springfield,62701,Sangamon,13,Rodney L. Davis,96,Scherer Sue,48,Andy Manar,In Use,2005,2005,244705,4,4,0,Storage,Storage,Not provided
Department of Natural Resources,Hidden Springs State Forest - Shelby County,"R.r. #1, Box 200",Strasburg,62465,Shelby,15,John Shimkus,102,Halbrook Brad,51,Chapin Rose,In Use,1975,1975,1680,1,1,0,Residential,Residential,Not provided
Department of Natural Resources,Sam Dale Lake CA,R.r.#1,Johnsonville,62850,Wayne,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2004,2004,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Sam Dale Lake CA,R.r.#1,Johnsonville,62850,Wayne,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2004,2004,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Sam Dale Lake CA,R.r.#1,Johnsonville,62850,Wayne,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2004,2004,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Sam Dale Lake CA,R.r.#1,Johnsonville,62850,Wayne,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2004,2004,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Sam Dale Lake CA,R.r.#1,Johnsonville,62850,Wayne,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2004,2004,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Sam Dale Lake CA,R.r.#1,Johnsonville,62850,Wayne,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2004,2004,104,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Sam Dale Lake CA,R.r.#1,Johnsonville,62850,Wayne,15,John Shimkus,109,Reis David B.,55,Dale A. Righter,In Use,2004,2004,104,1,1,0,Unusual,Unusual,Not provided
Department of Transportation,Princeton Maintenance Storage Facility,R.r. 5,Princeton,61356,Bureau,16,Adam Kinzinger,74,Swanson Daniel,37,Chuck Weaver,In Use,2005,2005,3072,1,1,0,Storage,Storage,Not provided
Western Illinois University,WIU Quad Cities Campus - Moline,3300 River Drive,Moline,61265,Rock Island,17,Cheri Bustos,71,McCombie Tony,36,Neil Anderson,In Use,2003,1971,9960,2,2,0,Business,Business,Not provided
Department of Natural Resources,Middle Fork Fish & Wildlife Area - Vermilion Co.,"Rr #1, Box 374",Oakwood,61858,Vermilion,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Middle Fork Fish & Wildlife Area - Vermilion Co.,"Rr #1, Box 374",Oakwood,61858,Vermilion,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Middle Fork Fish & Wildlife Area - Vermilion Co.,"Rr #1, Box 374",Oakwood,61858,Vermilion,15,John Shimkus,104,Hays Chad,52,Scott M. Bennett,In Use,2004,2004,144,1,1,0,Unusual,Unusual,Not provided
Department of Natural Resources,Illinois-Michigan Canal State Park - Grundy County,124 W. Williams,Seneca,61360,Grundy,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1985,1863,800,3,2,1,Unusual,Unusual,Not provided
Department of Natural Resources,Illinois-Michigan Canal State Park - Grundy County,124 W. Williams,Seneca,61360,Grundy,16,Adam Kinzinger,75,Welter David A.,38,Sue Rezin,In Use,1985,1861,10400,4,4,0,Storage,Storage,Not provided
