ID,Name,Mobility,State,Population,Urban,Black,Seg_racial,Seg_income,Seg_poverty,Seg_affluence,Commute,Income,Gini,Share01,Gini_99,Middle_class,Local_tax_rate,Local_gov_spending,Progressivity,EITC,School_spending,Student_teacher_ratio,Test_scores,HS_dropout,Colleges,Tuition,Graduation,Labor_force_participation,Manufacturing,Chinese_imports,Teenage_labor,Migration_in,Migration_out,Foreign_born,Social_capital,Religious,Violent_crime,Single_mothers,Divorced,Married,Longitude,Latitude
4903,Lexington,0.0816599727,TN,44884,0,0.057,0.078,0.011,0.012,0.012,0.341,31853,0.317,6.22,0.255,0.616,0.013,1722.0,0.0,0.0,3.92,,1.607,-0.022,,,,0.596,0.32,5.472,0.004,0.013,0.011,0.009,-1.398,0.507,0.002,0.194,0.121,0.611,-88.0600204467773,35.6141738891602
5000,Tupelo,0.0435734168,MS,197774,0,0.241,0.123,0.022,0.019,0.023,0.341,30736,0.457,11.467,0.342,0.517,0.013,1984.0,0.0,0.0,4.352,17.9,-8.12,-0.008,0.01,950.0,-0.129,0.627,0.364,4.838,0.003,0.011,0.011,0.011,-0.694,0.644,0.001,0.246,0.108,0.569,-88.6931762695312,34.0106201171875
5100,Corinth,0.06576325,MS,129508,0,0.079,0.128,0.013,0.016,0.01,0.372,28904,0.426,12.3,0.303,0.546,0.013,2222.0,0.0,0.0,4.329,16.7,-1.45,-0.016,0.008,1080.0,-0.159,0.574,0.336,7.028,0.004,0.011,0.009,0.008,-0.766,0.618,0.001,0.195,0.113,0.599,-88.3704833984375,35.0568542480469
5201,New Albany,0.0546255521,MS,54214,1,0.185,0.088,0.011,0.012,0.01,0.299,27596,0.389,9.491,0.294,0.557,0.01,2149.0,0.0,0.0,4.111,18.4,-1.196,-0.014,0.018,5250.0,0.145,0.577,0.381,4.226,0.003,0.021,0.016,0.017,0.047,0.734,0.002,0.196,0.092,0.6,-88.9695587158203,34.6554679870605
5202,Memphis,0.0281827394,TN,1154338,1,0.432,0.36,0.137,0.129,0.148,0.224,37116,0.586,17.031,0.415,0.449,0.021,2868.0,0.0,0.0,4.768,19.7,-15.57,0.02,0.013,4191.0,-0.132,0.654,0.116,1.263,0.004,0.018,0.017,0.033,-0.71,0.425,0.002,0.322,0.106,0.492,-90.0650634765625,35.0354385375977
5300,West Memphis,0.0320140719,AR,138746,1,0.471,0.199,0.045,0.046,0.052,0.416,25942,0.458,8.066,0.377,0.386,0.015,1540.0,1.0,0.0,4.632,17.2,-14.367,0.024,0.022,1037.0,-0.183,0.549,0.158,4.292,0.003,0.011,0.017,0.009,-1.195,0.476,0.002,0.368,0.097,0.513,-90.5962371826172,34.7605514526367
5401,Bowling Green,0.0642673522,KY,164944,1,0.072,0.123,0.05,0.044,0.056,0.375,31026,0.454,12.093,0.333,0.551,0.013,1675.0,0.2,0.0,5.925,17.3,3.097,-0.008,0.012,2232.0,0.04,0.648,0.245,0.749,0.004,0.015,0.013,0.027,-0.747,0.528,0.001,0.203,0.105,0.574,-86.3613433837891,36.9742088317871
5402,Glasgow,0.0613557659,KY,92394,0,0.037,0.071,0.02,0.014,0.022,0.376,27831,0.439,12.307,0.316,0.522,0.012,1390.0,0.2,0.0,5.62,15.4,-1.207,-0.006,,,,0.586,0.282,1.101,0.004,0.009,0.009,0.008,-0.792,0.497,0.001,0.185,0.108,0.614,-85.7584686279297,36.8960647583008
5500,Columbia,0.0570192672,TN,159374,1,0.104,0.113,0.041,0.039,0.047,0.304,32507,0.381,8.556,0.296,0.543,0.018,2532.0,0.0,0.0,4.217,,-4.083,-0.01,0.013,2663.0,-0.106,0.637,0.305,2.56,0.004,0.022,0.021,0.015,-1.248,0.472,0.002,0.199,0.113,0.591,-87.1828079223633,35.5133590698242
5600,Nashville,0.0572634488,TN,1246338,1,0.153,0.249,0.103,0.093,0.112,0.24,39833,0.517,18.995,0.327,0.506,0.023,2577.0,0.0,0.0,5.088,,-6.695,0.014,0.018,7971.0,-0.001,0.689,0.14,1.499,0.004,0.022,0.016,0.047,-0.397,0.476,0.002,0.223,0.115,0.549,-86.4776077270508,36.0064163208008
5700,Tullahoma,0.0614474267,TN,130610,0,0.055,0.093,0.017,0.018,0.015,0.37,32903,0.423,10.603,0.317,0.553,0.016,1834.0,0.0,0.0,4.669,,-2.54,-0.012,0.015,8383.0,-0.032,0.627,0.277,2.509,0.004,0.017,0.015,0.032,-0.715,0.523,0.001,0.196,0.103,0.608,-86.3036117553711,35.4622421264648
5800,Dickson,0.0715361461,TN,138212,1,0.062,0.083,0.021,0.017,0.024,0.33,31374,0.428,11.897,0.309,0.559,0.017,2132.0,0.0,0.0,4.441,,2.489,-0.013,0.007,7860.0,0.086,0.603,0.26,3.839,0.004,0.018,0.017,0.009,-0.845,0.54,0.002,0.206,0.116,0.608,-87.8451919555664,36.0888633728027
5900,Clarksville,0.0599688478,TN,252059,1,0.179,0.133,0.056,0.054,0.052,0.319,28962,0.383,9.751,0.285,0.605,0.016,1703.0,0.0,0.0,5.298,17.3,-0.633,-0.004,0.024,2147.0,-0.044,0.673,0.193,2.668,0.003,0.046,0.043,0.033,-1.828,0.48,0.002,0.203,0.101,0.608,-87.5625991821289,36.6690673828125
6000,Huntsville,0.0566761531,AL,519583,1,0.174,0.225,0.089,0.081,0.098,0.286,37730,0.443,10.571,0.337,0.482,0.015,2947.0,0.0,0.0,5.14,16.5,-7.679,-0.006,0.012,2761.0,-0.147,0.647,0.228,2.479,0.004,0.018,0.014,0.03,-1.029,0.559,0.002,0.204,0.108,0.595,-86.7002639770508,34.855583190918
6100,Gadsden,0.071056664,AL,304068,1,0.064,0.265,0.031,0.028,0.032,0.328,30842,0.441,10.908,0.332,0.529,0.014,1757.0,0.0,0.0,4.591,17.6,-7.767,0.009,0.01,1449.0,-0.054,0.596,0.296,2.007,0.004,0.011,0.012,0.026,-1.024,0.62,0.002,0.198,0.11,0.611,-86.0703277587891,34.3181457519531
6200,Florence,0.0710671544,AL,230941,1,0.09,0.196,0.037,0.039,0.037,0.33,31581,0.448,11.773,0.33,0.528,0.013,2708.0,0.0,0.0,4.862,16.6,-3.315,-0.007,0.013,1919.0,-0.105,0.575,0.256,1.348,0.003,0.008,0.009,0.015,-0.834,0.609,0.001,0.196,0.102,0.611,-87.5710220336914,35.096565246582
6301,McMinnville,0.0572254322,TN,84309,0,0.022,0.064,0.011,0.01,0.009,0.367,29411,0.426,11.163,0.314,0.56,0.014,1879.0,0.0,0.0,4.085,,-1.519,-0.015,,,,0.614,0.318,4.639,0.003,0.014,0.015,0.024,-1.412,0.541,0.003,0.198,0.123,0.605,-85.6722869873047,35.8743438720703
6302,Cookeville,0.0720288083,TN,98362,0,0.011,0.083,0.028,0.027,0.029,0.38,28510,0.455,11.752,0.337,0.554,0.017,1839.0,0.0,0.0,5.842,,2.41,-0.027,0.02,2222.0,0.191,0.604,0.256,2.683,0.004,0.016,0.015,0.025,-1.326,0.504,0.001,0.178,0.107,0.577,-85.4125366210938,36.3022613525391
6401,Chattanooga,0.0570530631,TN,490863,1,0.134,0.335,0.075,0.073,0.078,0.256,35728,0.502,14.485,0.357,0.508,0.017,2821.0,0.0,0.0,4.825,18.1,-7.888,0.026,0.014,4482.0,-0.055,0.636,0.199,1.114,0.004,0.015,0.014,0.023,-0.409,0.518,0.003,0.228,0.117,0.572,-85.337043762207,35.1550254821777
6402,Crossville,0.0708446875,TN,104194,0,0.01,0.076,0.022,0.026,0.017,0.338,29333,0.426,10.83,0.318,0.515,0.019,1365.0,0.0,0.0,4.418,,0.409,-0.004,0.01,11700.0,0.186,0.545,0.269,2.236,0.004,0.015,0.012,0.014,-1.024,0.434,0.001,0.197,0.112,0.632,-84.981071472168,35.9107475280762
6501,Ellijay,0.064965196,GA,43254,0,0.002,0.11,0.009,0.006,0.011,0.292,31235,0.403,7.137,0.331,0.518,0.018,1556.0,0.0,0.0,5.193,17.0,-3.837,0.021,,,,0.568,0.254,0.597,0.004,0.023,0.017,0.036,-1.19,0.518,0.001,0.158,0.11,0.632,-84.3799591064453,34.6945686340332
6502,Cleveland,0.0668229759,TN,203077,1,0.033,0.075,0.036,0.035,0.036,0.343,30499,0.418,9.445,0.323,0.554,0.017,2213.0,0.0,0.0,4.251,,-4.013,-0.014,0.02,5002.0,-0.013,0.611,0.324,4.575,0.004,0.014,0.012,0.016,-0.643,0.627,0.002,0.184,0.115,0.621,-84.543327331543,35.4968109130859
6600,Rome,0.0484621339,GA,418304,1,0.078,0.181,0.034,0.032,0.033,0.301,31877,0.491,16.237,0.328,0.539,0.025,2610.0,0.0,0.0,5.324,16.3,-4.992,0.035,0.012,5002.0,-0.109,0.634,0.34,1.605,0.003,0.015,0.013,0.066,-1.683,0.524,0.001,0.18,0.108,0.604,-85.1338729858398,34.4316864013672
6700,Tampa,0.060128428,FL,2395997,1,0.099,0.232,0.08,0.063,0.097,0.264,42195,0.534,15.27,0.381,0.507,0.022,2380.0,0.0,0.0,6.228,18.3,-2.514,-0.001,0.009,6791.0,0.026,0.592,0.083,0.622,0.004,0.041,0.025,0.098,-1.04,0.379,,0.252,0.125,0.537,-82.4193954467773,28.1531715393066
6800,Lakeland,0.0520584956,FL,598228,1,0.125,0.171,0.053,0.05,0.055,0.289,36102,0.477,12.185,0.355,0.513,0.016,2265.0,0.0,0.0,5.569,18.4,-7.088,0.025,0.015,6001.0,0.058,0.556,0.086,0.383,0.003,0.048,0.025,0.077,-1.73,0.422,,0.24,0.107,0.58,-81.4550399780273,27.7498950958252
6900,Sarasota,0.0683156624,FL,763795,1,0.058,0.214,0.067,0.051,0.082,0.319,52947,0.541,17.696,0.364,0.519,0.018,2478.0,0.0,0.0,6.457,18.9,-1.082,0.004,0.004,4013.0,-0.03,0.504,0.078,0.624,0.005,0.043,0.023,0.092,-0.533,0.403,,0.23,0.11,0.602,-82.2600936889648,27.1796760559082
7000,Miami,0.0729660839,FL,3955969,1,0.191,0.33,0.105,0.088,0.12,0.198,38110,0.632,18.867,0.444,0.432,0.027,3155.0,0.0,0.0,6.895,21.3,-6.999,0.006,0.009,7491.0,0.039,0.598,0.068,0.887,0.003,0.022,0.027,0.397,-2.141,0.42,,0.258,0.117,0.502,-80.6895523071289,25.5369129180908
7100,Port St. Lucie,0.062430378,FL,1533306,1,0.129,0.248,0.102,0.082,0.122,0.26,55175,0.61,20.816,0.402,0.466,0.027,2839.0,0.0,0.0,6.852,19.4,-5.311,-0.008,0.007,5062.0,-0.06,0.549,0.064,0.475,0.004,0.047,0.03,0.157,-1.433,0.516,,0.226,0.107,0.569,-80.8225402832031,27.1259841918945
7200,Cape Coral,0.0601915196,FL,692265,1,0.056,0.263,0.078,0.059,0.095,0.273,55875,0.574,17.022,0.404,0.494,0.025,3061.0,0.0,0.0,6.896,18.6,-4.293,0.023,0.007,2299.0,-0.055,0.531,0.044,0.169,0.005,0.067,0.026,0.125,-1.24,0.377,,0.215,0.108,0.61,-81.7269973754883,26.4002437591553
7300,Palm Bay,0.0658892095,FL,589177,1,0.082,0.144,0.071,0.06,0.079,0.3,45264,0.469,14.294,0.326,0.544,0.02,2412.0,0.0,0.0,5.628,18.0,9.036,-0.015,0.007,6751.0,0.101,0.561,0.123,1.067,0.004,0.047,0.026,0.068,-0.799,0.414,,0.227,0.119,0.583,-80.7524337768555,28.3434429168701
7400,Orlando,0.0578166097,FL,1697906,1,0.133,0.181,0.083,0.064,0.1,0.212,38370,0.524,14.236,0.382,0.504,0.026,2579.0,0.0,0.0,5.695,19.9,-2.66,0.004,0.012,2759.0,0.13,0.646,0.067,0.462,0.003,0.057,0.034,0.118,-1.756,0.38,,0.231,0.11,0.543,-81.4672393798828,28.5010166168213
7500,Deltona,0.0587789156,FL,563598,1,0.1,0.196,0.048,0.049,0.046,0.303,38459,0.465,11.814,0.347,0.524,0.025,2775.0,0.0,0.0,5.831,17.6,0.434,-0.025,0.009,8990.0,0.054,0.541,0.092,0.539,0.004,0.051,0.028,0.062,-1.39,0.374,,0.249,0.12,0.565,-81.4155960083008,29.2213096618652
7600,Jacksonville,0.0492131598,FL,1176696,1,0.213,0.223,0.088,0.078,0.098,0.229,38502,0.477,13.686,0.34,0.544,0.021,3180.0,0.0,0.0,5.353,19.9,-0.763,0.032,0.007,4409.0,0.02,0.667,0.078,0.353,0.004,0.036,0.028,0.052,-1.441,0.427,0.002,0.252,0.124,0.546,-81.7244110107422,30.4425716400146
7700,Lake City,0.049539458,FL,149695,0,0.206,0.118,0.014,0.017,0.009,0.339,25561,0.415,8.857,0.326,0.499,0.02,2370.0,0.0,0.0,5.592,18.8,-5.551,-0.009,0.013,1180.0,0.098,0.524,0.117,0.201,0.003,0.022,0.013,0.029,-1.774,0.411,,0.246,0.122,0.55,-83.1948776245117,30.1301002502441
7800,Ocala,0.0564204939,FL,377001,1,0.085,0.158,0.026,0.019,0.031,0.273,38731,0.487,12.616,0.361,0.492,0.017,1969.0,0.0,0.0,5.344,17.6,1.125,-0.003,0.005,2370.0,0.025,0.469,0.091,0.535,0.004,0.056,0.024,0.051,-1.831,0.35,,0.246,0.113,0.611,-82.1488647460938,29.1660633087158
7900,Gainesville,0.0496746562,FL,320199,1,0.175,0.137,0.101,0.088,0.114,0.321,28321,0.51,12.516,0.385,0.486,0.02,2672.0,0.0,0.0,5.897,18.2,-1.607,0.016,0.012,1796.0,0.416,0.585,0.049,0.444,0.003,0.033,0.032,0.057,-1.494,0.354,,0.276,0.104,0.461,-82.6522445678711,29.6797657012939
8000,Sumter,0.0349367075,SC,209914,1,0.44,0.134,0.052,0.051,0.05,0.33,29459,0.444,8.648,0.358,0.479,0.016,1518.0,0.0,0.0,5.429,17.2,-8.166,-0.009,0.014,3194.0,-0.204,0.607,0.235,1.195,0.003,0.018,0.021,0.019,-1.854,0.416,0.003,0.286,0.089,0.525,-80.3857803344727,33.9842262268066
8100,Columbia,0.0372132659,SC,722201,1,0.367,0.215,0.088,0.082,0.094,0.28,34438,0.512,11.917,0.393,0.467,0.018,2148.0,0.0,0.0,5.947,15.3,-3.569,-0.007,0.019,7896.0,0.051,0.658,0.132,0.613,0.004,0.023,0.02,0.031,-0.925,0.445,0.002,0.279,0.088,0.523,-80.9798583984375,33.8458404541016
8201,Barnwell,0.0353721455,SC,72733,0,0.551,0.084,0.011,0.013,0.012,0.349,25544,0.438,8.527,0.352,0.416,0.019,1583.0,0.0,0.0,5.594,15.0,-17.549,-0.017,0.041,1372.0,-0.136,0.526,0.248,1.283,0.003,0.01,0.015,0.009,-1.679,0.443,0.003,0.353,0.076,0.494,-81.2760009765625,32.9641990661621
8202,Charleston,0.0444692373,SC,587297,1,0.314,0.157,0.082,0.081,0.079,0.269,34601,0.544,16.485,0.379,0.476,0.02,1796.0,0.0,0.0,5.042,17.1,-3.673,-0.006,0.009,2602.0,0.016,0.639,0.106,0.362,0.004,0.027,0.021,0.032,-2.111,0.396,0.003,0.277,0.093,0.517,-80.1714706420898,33.056827545166
8300,Greenville,0.0469857492,SC,894291,1,0.181,0.176,0.066,0.058,0.076,0.308,35225,0.48,12.338,0.356,0.508,0.014,1580.0,0.0,0.0,5.145,17.0,-1.21,-0.01,0.015,5888.0,0.061,0.641,0.259,1.355,0.004,0.015,0.012,0.033,-1.108,0.558,0.003,0.229,0.092,0.567,-82.5311050415039,34.444034576416
8401,Aiken,0.0410487503,GA,525842,1,0.357,0.165,0.09,0.084,0.097,0.275,33294,0.487,9.765,0.39,0.456,0.02,1911.0,0.0,0.0,5.214,18.2,-6.018,0.011,0.011,2317.0,-0.117,0.623,0.157,0.745,0.003,0.015,0.015,0.029,-1.373,0.432,0.002,0.291,0.104,0.528,-82.2422409057617,33.4064865112305
8402,Washington,0.031144781,GA,35518,1,0.424,0.021,0.019,0.003,0.015,0.341,35155,0.491,11.242,0.379,0.404,0.021,2174.0,0.0,0.0,5.394,16.5,-5.032,0.037,0.028,16250.0,,0.551,0.261,0.662,0.003,0.013,0.016,0.016,-0.773,0.436,0.002,0.316,0.095,0.517,-82.8233413696289,33.6700859069824
8501,Fitzgerald,0.0359147042,GA,27415,0,0.3,0.082,0.016,0.022,0.012,0.458,27671,0.478,7.91,0.399,0.425,0.019,2991.0,0.0,0.0,5.475,15.6,-4.932,0.049,0.036,864.0,0.083,0.587,0.299,2.168,0.003,0.011,0.011,0.027,-1.649,0.533,0.003,0.291,0.105,0.521,-83.2339935302734,31.6627140045166
8502,Cordele,0.0330490395,GA,42098,0,0.434,0.047,0.01,0.01,0.006,0.43,26103,0.496,9.602,0.4,0.391,0.024,2474.0,0.0,0.0,5.945,15.5,-4.966,0.068,,,,0.54,0.181,0.55,0.003,0.009,0.011,0.017,-1.604,0.483,0.004,0.369,0.098,0.517,-83.5846252441406,32.033317565918
8503,Valdosta,0.0318490118,GA,241530,1,0.292,0.169,0.05,0.046,0.054,0.422,27878,0.511,11.761,0.394,0.449,0.02,2161.0,0.0,0.0,5.177,16.5,-3.559,0.041,0.021,1501.0,0.002,0.622,0.168,0.541,0.004,0.013,0.014,0.037,-1.931,0.481,0.002,0.273,0.099,0.534,-83.3960266113281,31.2604084014893
8601,Waycross,0.0445917435,GA,113122,0,0.232,0.113,0.029,0.025,0.032,0.41,26639,0.461,8.311,0.378,0.452,0.02,2426.0,0.0,0.0,5.889,16.0,-2.098,0.047,0.027,1237.0,-0.152,0.574,0.216,1.762,0.003,0.009,0.008,0.037,-2.103,0.502,0.002,0.24,0.104,0.584,-82.57080078125,31.2826557159424
8602,Brunswick,0.0473826714,GA,93044,1,0.239,0.211,0.076,0.063,0.093,0.348,36807,0.535,12.297,0.412,0.465,0.027,2469.0,0.0,0.0,5.777,16.4,-8.216,0.054,0.011,1280.0,-0.206,0.63,0.104,0.695,0.005,0.015,0.016,0.027,-1.655,0.463,0.002,0.268,0.124,0.567,-81.708869934082,31.302375793457
8701,Hinesville,0.0489417985,GA,131279,1,0.337,0.076,0.02,0.025,0.018,0.413,23378,0.378,7.735,0.301,0.555,0.022,1454.0,0.0,0.0,5.188,17.0,-3.211,0.022,0.008,864.0,0.239,0.618,0.127,0.278,0.003,0.037,0.052,0.048,-3.199,0.355,0.002,0.231,0.091,0.579,-81.7807998657227,31.7835903167725
8702,Statesboro,0.0388888903,GA,111346,0,0.325,0.055,0.043,0.051,0.036,0.398,26439,0.492,9.041,0.402,0.419,0.019,2080.0,0.0,0.0,5.27,16.2,-0.486,0.03,0.036,1728.0,0.056,0.586,0.182,1.489,0.003,0.016,0.014,0.029,-2.244,0.404,0.002,0.279,0.086,0.473,-81.9179534912109,32.6167068481445
8800,Savannah,0.0409670919,GA,434615,1,0.325,0.243,0.099,0.095,0.103,0.297,39851,0.553,14.606,0.407,0.471,0.028,2224.0,0.0,0.0,5.81,16.6,-9.082,0.038,0.016,6982.0,-0.021,0.628,0.103,0.187,0.004,0.033,0.029,0.044,-1.703,0.407,0.002,0.269,0.101,0.542,-81.0676116943359,32.2408256530762
8900,Macon,0.0326111726,GA,386870,1,0.36,0.193,0.091,0.098,0.085,0.294,33836,0.501,12.343,0.377,0.465,0.02,2500.0,0.0,0.0,5.704,17.3,-6.074,0.048,0.021,4954.0,-0.08,0.622,0.134,1.132,0.003,0.016,0.014,0.023,-1.07,0.443,0.001,0.302,0.109,0.526,-83.9226989746094,32.5219421386719
9001,Vidalia,0.0480652973,GA,108438,0,0.26,0.08,0.01,0.01,0.009,0.391,26104,0.483,9.534,0.388,0.429,0.022,1837.0,0.0,0.0,5.256,16.3,-1.667,0.027,0.018,3684.0,0.016,0.559,0.194,1.159,0.003,0.006,0.009,0.033,-1.649,0.588,0.002,0.249,0.104,0.557,-82.6852188110352,32.0088043212891
9002,Milledgeville,0.0322265625,GA,83808,0,0.44,0.122,0.034,0.037,0.032,0.36,27862,0.442,7.55,0.367,0.448,0.025,2059.0,0.0,0.0,5.526,16.8,-6.814,0.013,0.036,3161.0,0.127,0.523,0.181,0.762,0.003,0.012,0.015,0.018,-1.909,0.277,0.002,0.333,0.104,0.505,-83.0629272460938,33.156005859375
9003,Dublin,0.0320269689,GA,74610,0,0.399,0.112,0.04,0.04,0.038,0.343,29575,0.529,13.755,0.392,0.442,0.021,1911.0,0.0,0.0,6.142,16.5,-2.796,0.031,0.027,16895.0,0.125,0.569,0.199,0.855,0.002,0.012,0.01,0.01,-1.15,0.501,0.004,0.318,0.105,0.517,-82.7807083129883,32.7125244140625
9100,Atlanta,0.0453297347,GA,3798017,1,0.297,0.317,0.113,0.101,0.125,0.178,44162,0.568,17.257,0.395,0.439,0.028,2885.0,0.0,0.0,6.352,18.1,-7.863,0.026,0.01,6876.0,-0.046,0.709,0.104,0.61,0.004,0.03,0.023,0.109,-1.208,0.443,0.002,0.23,0.102,0.534,-84.2125625610352,33.8539428710938
9200,Griffin,0.0402813293,GA,135136,1,0.283,0.132,0.039,0.039,0.039,0.315,30888,0.445,10.339,0.341,0.509,0.02,1695.0,0.0,0.0,4.83,17.6,-6.834,0.089,0.022,1148.0,-0.076,0.601,0.234,0.812,0.003,0.026,0.019,0.017,-1.46,0.533,0.002,0.267,0.115,0.531,-84.2098388671875,33.1149978637695
9301,Winder,0.0379506648,GA,212223,1,0.18,0.166,0.089,0.104,0.074,0.323,30685,0.505,11.936,0.385,0.473,0.026,2155.0,0.0,0.0,5.547,16.9,-6.911,0.048,0.014,2574.0,0.352,0.664,0.146,1.646,0.003,0.034,0.028,0.056,-1.44,0.352,0.002,0.23,0.088,0.5,-83.3426895141602,33.9783325195312
9302,Toccoa,0.0416666679,GA,89228,0,0.174,0.088,0.012,0.013,0.011,0.407,29484,0.41,8.902,0.321,0.532,0.019,1785.0,0.0,0.0,5.148,15.5,0.165,0.029,0.022,8355.0,0.205,0.602,0.297,1.861,0.004,0.012,0.011,0.015,-1.002,0.63,0.001,0.215,0.096,0.588,-83.0066680908203,34.2676086425781
9400,Gainesville,0.069715701,GA,272150,1,0.058,0.2,0.03,0.028,0.034,0.269,33365,0.468,12.858,0.34,0.53,0.022,1620.0,0.0,0.0,5.735,16.8,-7.318,0.022,0.026,3575.0,-0.095,0.646,0.234,0.816,0.004,0.034,0.021,0.101,-1.545,0.439,0.002,0.156,0.096,0.616,-83.6861419677734,34.4037170410156
9500,Talladega,0.0449032262,AL,148252,0,0.284,0.116,0.018,0.019,0.016,0.339,29631,0.422,7.491,0.347,0.456,0.011,1781.0,0.0,0.0,4.659,17.8,-14.074,-0.004,0.013,2766.0,-0.075,0.553,0.298,0.717,0.003,0.016,0.019,0.006,-1.444,0.528,0.002,0.26,0.105,0.575,-86.1251373291016,33.1638946533203
9600,LaGrange,0.0523430221,GA,457299,1,0.2,0.154,0.062,0.056,0.069,0.294,32720,0.458,11.202,0.346,0.519,0.017,1864.0,0.0,0.0,5.261,18.1,-7.685,0.012,0.015,2245.0,-0.051,0.621,0.23,1.774,0.003,0.027,0.019,0.021,-1.461,0.52,0.002,0.221,0.107,0.57,-85.4132308959961,33.5284309387207
9701,Columbus,0.0349603333,GA,303656,1,0.406,0.235,0.108,0.109,0.102,0.325,31245,0.499,12.764,0.371,0.487,0.018,1550.0,0.0,0.0,5.365,17.4,-9.339,0.025,0.016,1618.0,-0.1,0.635,0.17,0.725,0.003,0.028,0.033,0.037,-2.078,0.45,0.004,0.312,0.114,0.494,-84.7794570922852,32.6434173583984
9702,Americus,0.0344074294,GA,65826,1,0.493,0.074,0.014,0.011,0.009,0.409,27083,0.519,13.18,0.387,0.422,0.02,1976.0,0.0,0.0,5.941,17.0,-10.217,0.073,0.03,1465.0,0.037,0.575,0.219,3.407,0.002,0.01,0.015,0.023,-1.582,0.39,0.003,0.36,0.092,0.475,-84.4287796020508,32.257884979248
9800,Auburn,0.0342648029,AL,150911,1,0.363,0.277,0.105,0.125,0.087,0.38,27283,0.526,12.003,0.406,0.446,0.014,2967.0,0.0,0.0,5.021,17.0,-14.15,-0.019,0.02,3970.0,0.268,0.581,0.157,2.686,0.003,0.035,0.028,0.025,-2.13,0.311,0.002,0.304,0.083,0.445,-85.6117477416992,32.3696784973145
9900,Tallahassee,0.0470258147,FL,426634,1,0.285,0.162,0.122,0.109,0.133,0.275,30838,0.5,11.16,0.388,0.48,0.019,3204.0,0.0,0.0,6.107,17.7,2.693,-0.008,0.012,1485.0,0.193,0.621,0.042,0.332,0.004,0.022,0.023,0.037,-0.96,0.373,,0.283,0.108,0.479,-84.7893295288086,30.4377670288086
10000,Panama City,0.0581574887,FL,172606,1,0.113,0.132,0.046,0.045,0.047,0.358,32715,0.467,12.045,0.346,0.521,0.022,3107.0,0.0,0.0,5.882,18.4,4.031,-0.024,0.012,1942.0,0.028,0.593,0.065,0.143,0.005,0.035,0.028,0.034,-2.044,0.411,,0.243,0.133,0.564,-85.3004837036133,30.0905723571777
10101,Bainbridge,0.0393333323,GA,43992,0,0.37,0.082,0.016,0.009,0.014,0.39,29034,0.516,11.659,0.399,0.395,0.019,1876.0,0.0,0.0,5.082,16.5,,0.04,0.023,1280.0,-0.196,0.577,0.21,1.665,0.003,0.01,0.013,0.018,-2.109,0.481,0.003,0.311,0.109,0.522,-84.7773666381836,31.0324802398682
10102,Thomasville,0.0328861959,GA,66396,0,0.355,0.098,0.02,0.022,0.017,0.389,29591,0.571,13.908,0.432,0.408,0.018,2160.0,0.0,0.0,5.375,16.3,-5.13,0.018,0.03,3106.0,0.098,0.596,0.18,0.951,0.003,0.017,0.012,0.024,-1.75,0.538,0.002,0.301,0.111,0.528,-84.0003814697266,30.9123077392578
10200,Albany,0.0276326872,GA,181765,1,0.484,0.242,0.091,0.085,0.098,0.35,30170,0.536,10.708,0.429,0.403,0.023,2728.0,0.0,0.0,5.742,17.5,-4.581,0.046,0.017,1469.0,-0.057,0.597,0.159,0.716,0.003,0.011,0.013,0.016,-1.224,0.398,0.004,0.36,0.101,0.494,-84.1598281860352,31.53928565979
10301,Eufaula,0.022954924,GA,61458,0,0.502,0.041,0.02,0.018,0.017,0.388,25284,0.524,11.334,0.411,0.354,0.018,1931.0,0.0,0.0,5.587,15.9,-17.626,0.01,0.016,7250.0,-0.048,0.497,0.256,2.428,0.002,0.01,0.016,0.013,-1.448,0.416,0.002,0.369,0.092,0.474,-84.9840850830078,31.6915855407715
10302,Dothan,0.0582822077,AL,223605,1,0.213,0.142,0.05,0.046,0.055,0.361,32268,0.498,12.707,0.37,0.485,0.011,2187.0,0.0,0.0,4.822,17.2,-11.823,0.006,0.013,1580.0,-0.097,0.608,0.159,0.744,0.003,0.018,0.018,0.02,-1.4,0.632,0.002,0.248,0.107,0.589,-85.4327774047852,31.4178009033203
10400,Meridian,0.0467728749,MS,157091,0,0.344,0.216,0.053,0.059,0.042,0.333,29016,0.477,9.726,0.38,0.45,0.014,1496.0,0.0,0.0,4.355,17.4,-9.971,0.014,0.019,973.0,-0.067,0.577,0.198,10.031,0.003,0.011,0.013,0.006,-0.386,0.642,0.001,0.307,0.101,0.52,-88.8334197998047,32.5009651184082
10501,Columbus,0.0360278524,MS,95083,1,0.453,0.134,0.046,0.043,0.047,0.362,29115,0.536,12.123,0.415,0.416,0.012,2065.0,0.0,0.0,5.113,19.3,-13.643,0.0,0.011,2656.0,0.055,0.576,0.248,1.606,0.002,0.013,0.02,0.01,-0.966,0.524,0.002,0.332,0.085,0.524,-88.3316268920898,33.3776626586914
10502,Starkville,0.0399361029,MS,105093,0,0.401,0.077,0.015,0.016,0.012,0.437,26131,0.486,9.504,0.391,0.428,0.012,1979.0,0.0,0.0,4.802,17.6,-14.345,0.007,0.029,3215.0,0.286,0.583,0.232,4.571,0.002,0.011,0.015,0.017,-0.427,0.545,0.001,0.318,0.079,0.479,-88.9440841674805,33.4253387451172
