year,Industry,entryRate,growRate,exitRate,shrinkRate,entryReallocate,growReallocate,exitReallocate,shrinkReallocate,totalReallocate,Period,period2
2013,z. Others,0.055007188,0.057641575,0.127187912,0.091903428,0.012429832,0.067361668,0.027666399,0.057738573,0.165196472,Post-GFC,2
2013,Other service,0.069584606,0.090850507,0.172588898,0.113675908,0.030674847,0.098159509,0.049079755,0.042944785,0.220858896,Post-GFC,2
2013,Manufacturing,0.083725992,0.090627143,0.136255261,0.089815613,0.009330406,0.070801317,0.027716795,0.053512623,0.161361142,Post-GFC,2
2013,Retail,0.102937713,0.107580259,0.145698964,0.089123306,0.013277007,0.057936029,0.022631261,0.026855763,0.12070006,Post-GFC,2
2013,Transport,0.119982496,0.107053348,0.121354975,0.077753909,0.016632017,0.089397089,0.022869023,0.03950104,0.168399168,Post-GFC,2
2013,Hospitality,0.115662772,0.131101664,0.220936521,0.141302024,0.048628429,0.125935162,0.054862843,0.046134663,0.275561097,Post-GFC,2
2013,Automotive,0.076367867,0.09016537,0.133246604,0.080395787,0.016797312,0.062709966,0.029115342,0.036954087,0.145576708,Post-GFC,2
2013,Other business,0.139178592,0.108924591,0.10832019,0.068127529,0.05682685,0.127002288,0.055682685,0.055301297,0.29481312,Post-GFC,2
2013,Wholesale,0.083636206,0.094087471,0.126206417,0.080201722,0.022012579,0.07442348,0.033018868,0.038259958,0.167714885,Post-GFC,2
2013,Recreation & culture,0.095409234,0.095409234,0.108553969,0.072383967,0.053738318,0.121495327,0.037383178,0.079439252,0.292056075,Post-GFC,2
2013,IT,0.147929374,0.104685019,0.09856602,0.054910304,0.037089872,0.088445078,0.042796006,0.041369472,0.209700428,Post-GFC,2
2014,Transport,0.183534095,0.097206493,0.108617317,0.069219946,0.030737705,0.049180328,0.020491803,0.026639344,0.12704918,Post-GFC,2
2014,Other service,0.075474282,0.091881193,0.155853209,0.122541453,0.035087719,0.081871345,0.058479532,0.046783626,0.222222222,Post-GFC,2
2014,z. Others,0.058272464,0.056723718,0.107990808,0.085670859,0.021113244,0.060652591,0.024568138,0.034165067,0.14049904,Post-GFC,2
2014,IT,0.143640501,0.1033608,0.090326337,0.058072872,0.040789474,0.076315789,0.038157895,0.047368421,0.202631579,Post-GFC,2
2014,Other business,0.138153713,0.108257748,0.098337907,0.067879126,0.069873596,0.121488764,0.059691011,0.054424157,0.305477528,Post-GFC,2
2014,Construction,0.103016572,0.100071258,0.091571504,0.059487311,0.044636909,0.10326449,0.077948035,0.053964024,0.279813458,Post-GFC,2
2014,Wholesale,0.074738702,0.091352137,0.12458771,0.079969018,0.019153226,0.064012097,0.056451613,0.037298387,0.176915323,Post-GFC,2
2014,Manufacturing,0.08564724,0.087844441,0.132361088,0.084557977,0.015488595,0.053224444,0.022247254,0.035482963,0.126443255,Post-GFC,2
2014,Recreation & culture,0.095390518,0.088946359,0.104770586,0.074574187,0.044444444,0.103030303,0.038383838,0.058585859,0.244444444,Post-GFC,2
2014,Automotive,0.074404468,0.084486508,0.128681922,0.082830879,0.023516237,0.064949608,0.0268757,0.027995521,0.143337066,Post-GFC,2
2014,Retail,0.084212586,0.114018445,0.141367402,0.09387185,0.01256208,0.045574058,0.016944201,0.028629857,0.103710196,Post-GFC,2
2014,Hospitality,0.10901699,0.137075243,0.212184466,0.142408981,0.053927315,0.114888628,0.057444314,0.044548652,0.27080891,Post-GFC,2
2015,Hospitality,0.107679426,0.133871881,0.159510126,0.199154227,0.049272116,0.086226204,0.054871221,0.061590146,0.251959686,Post-GFC,2
2015,IT,0.141362482,0.090592548,0.077472478,0.066580871,0.039751553,0.09068323,0.033540373,0.059627329,0.223602484,Post-GFC,2
2015,z. Others,0.062048261,0.05351267,0.090871699,0.087602301,0.016904583,0.061232156,0.024042074,0.04620586,0.148384673,Post-GFC,2
2015,Other service,0.070833282,0.089631345,0.106881478,0.163065149,0.034482759,0.097701149,0.057471264,0.057471264,0.247126437,Post-GFC,2
2015,Transport,0.17256388,0.096744738,0.093290112,0.073932034,0.03777336,0.087475149,0.043737575,0.039761431,0.208747515,Post-GFC,2
2015,Construction,0.109416453,0.08959806,0.078800453,0.067866167,0.041749503,0.07620941,0.043737575,0.058316766,0.220013254,Post-GFC,2
2015,Other business,0.13226712,0.104128004,0.080856006,0.077862203,0.054955839,0.115145568,0.065423618,0.062479555,0.29800458,Post-GFC,2
2015,Retail,0.088268919,0.102130661,0.11555447,0.119578846,0.011270781,0.042828966,0.015779093,0.041138349,0.111017188,Post-GFC,2
2015,Wholesale,0.072730765,0.087311843,0.108231761,0.091502811,0.02276176,0.066262013,0.030854831,0.040971168,0.160849772,Post-GFC,2
2015,Manufacturing,0.087084962,0.081232114,0.112256516,0.100169246,0.01381509,0.049946865,0.017800213,0.053134963,0.134697131,Post-GFC,2
2015,Recreation & culture,0.094744937,0.08084081,0.086531659,0.08786465,0.061052632,0.107368421,0.035789474,0.065263158,0.269473684,Post-GFC,2
2015,Automotive,0.078481753,0.081355561,0.100753766,0.10586817,0.016375546,0.068777293,0.027292576,0.038209607,0.150655022,Post-GFC,2
2016,Recreation & culture,0.085223875,0.084037718,0.092789362,0.080060604,0.063339731,0.115163148,0.030710173,0.071017274,0.280230326,Post-GFC,2
2016,Other business,0.141784725,0.114350557,0.091232121,0.062316718,0.079350766,0.100991885,0.059513075,0.053802224,0.29365795,Post-GFC,2
2016,Manufacturing,0.081583013,0.085186258,0.118786364,0.088379083,0.013885108,0.046828206,0.01824122,0.046555949,0.125510482,Post-GFC,2
2016,Automotive,0.081841767,0.083817299,0.123780169,0.088411006,0.014242116,0.068158698,0.029501526,0.028484232,0.140386572,Post-GFC,2
2016,z. Others,0.083270599,0.06068636,0.091785694,0.082517791,0.024433428,0.054532578,0.018767705,0.038597734,0.136331445,Post-GFC,2
2016,Construction,0.11091043,0.092832591,0.091637307,0.059787292,0.042288557,0.081467662,0.043532338,0.046641791,0.213930348,Post-GFC,2
2016,IT,0.121317772,0.096118847,0.088944851,0.057021628,0.040745052,0.073341094,0.037252619,0.044237485,0.195576251,Post-GFC,2
2016,Wholesale,0.068507139,0.085198162,0.121053929,0.083138194,0.032496307,0.052683407,0.028557361,0.043820778,0.157557853,Post-GFC,2
2016,Retail,0.103150095,0.100443018,0.130878372,0.101041567,0.012065095,0.044893378,0.019921437,0.026936027,0.103815937,Post-GFC,2
2016,Other service,0.063290668,0.09858858,0.13961651,0.125675944,0.033707865,0.078651685,0.056179775,0.056179775,0.224719101,Post-GFC,2
2016,Transport,0.168421904,0.105206381,0.106500897,0.063566121,0.021400778,0.062256809,0.040856031,0.027237354,0.151750973,Post-GFC,2
2016,Hospitality,0.114315626,0.13863143,0.18640539,0.154607345,0.04670913,0.134819533,0.06581741,0.041401274,0.288747346,Post-GFC,2
2017,Other service,0.06970835,0.098216388,0.135078521,0.123328251,0.031746032,0.084656085,0.052910053,0.047619048,0.216931217,Post-GFC,2
2017,Retail,0.115763579,0.111638841,0.120744725,0.09770474,0.017127072,0.042265193,0.016574586,0.033425414,0.109392265,Post-GFC,2
2017,Recreation & culture,0.084480989,0.097013191,0.097226258,0.078544173,0.059459459,0.09009009,0.034234234,0.086486486,0.27027027,Post-GFC,2
2017,Transport,0.091065246,0.162269519,0.102391369,0.072465713,0.043396226,0.062264151,0.030188679,0.039622642,0.175471698,Post-GFC,2
2017,Construction,0.097962425,0.101480176,0.092097396,0.059744836,0.038190364,0.078143361,0.045240893,0.05346651,0.215041128,Post-GFC,2
2017,Other business,0.104130178,0.149581928,0.088932801,0.066498386,0.056603774,0.118722787,0.07256894,0.069375907,0.317271408,Post-GFC,2
2017,Automotive,0.074680961,0.088369147,0.121152763,0.086691846,0.019417476,0.089536138,0.033441208,0.029126214,0.171521036,Post-GFC,2
2017,IT,0.104512624,0.108309155,0.084171862,0.05936066,0.03030303,0.080808081,0.038159371,0.068462402,0.217732884,Post-GFC,2
2017,z. Others,0.070510519,0.071015182,0.0999298,0.079856494,0.023956194,0.092402464,0.022245038,0.051334702,0.189938398,Post-GFC,2
2017,Hospitality,0.118370115,0.139053735,0.178438963,0.162542306,0.051,0.089,0.05,0.051,0.241,Post-GFC,2
2017,Wholesale,0.067771538,0.087453718,0.11837653,0.085602424,0.021022456,0.077878643,0.023411371,0.056856187,0.179168657,Post-GFC,2
2017,Manufacturing,0.074407137,0.093664325,0.123270003,0.088019149,0.018841784,0.055139928,0.01967304,0.037960654,0.131615406,Post-GFC,2
2018,Manufacturing,0.079108552,0.090230874,0.117187964,0.091673096,0.014933333,0.0528,0.025333333,0.0408,0.133866667,Post-GFC,2
2018,Other business,0.106246955,0.127098045,0.089215545,0.06899718,0.052228215,0.099063298,0.064433721,0.072381493,0.288106727,Post-GFC,2
2018,Other service,0.070307176,0.094606148,0.130453639,0.134059453,0.02617801,0.073298429,0.047120419,0.052356021,0.19895288,Post-GFC,2
2018,Construction,0.096546162,0.100775289,0.094586472,0.065737015,0.03990878,0.087799316,0.05986317,0.057582668,0.245153934,Post-GFC,2
2018,Wholesale,0.073707283,0.083069332,0.118405523,0.087843534,0.023448276,0.056091954,0.048735632,0.042298851,0.170574713,Post-GFC,2
2018,Transport,0.143236254,0.136141463,0.093207144,0.073100722,0.02027027,0.048986486,0.025337838,0.04222973,0.136824324,Post-GFC,2
2018,Recreation & culture,0.085416587,0.089662973,0.097571029,0.078352057,0.069444444,0.102430556,0.038194444,0.076388889,0.286458333,Post-GFC,2
2018,Automotive,0.077276045,0.088457839,0.116997486,0.092664048,0.018065887,0.060573858,0.035069075,0.034006376,0.147715197,Post-GFC,2
2018,IT,0.110446024,0.101601437,0.083325322,0.061188555,0.034292035,0.094026549,0.03539823,0.05420354,0.217920354,Post-GFC,2
2018,z. Others,0.063398173,0.078965967,0.10124797,0.074088695,0.034762833,0.066601689,0.023391813,0.074723847,0.199480182,Post-GFC,2
2018,Retail,0.124378466,0.117672859,0.114509837,0.099188158,0.013484929,0.043892121,0.020624008,0.040983607,0.118984664,Post-GFC,2
2018,Hospitality,0.121844767,0.140112425,0.16995092,0.170126407,0.055037313,0.078358209,0.055970149,0.066231343,0.255597015,Post-GFC,2
2019,Automotive,0.074118965,0.105152423,0.110446635,0.091968349,0.022110553,0.051256281,0.03718593,0.042211055,0.152763819,Post-GFC,2
2019,Manufacturing,0.075469477,0.100335551,0.111744275,0.092023312,0.011755486,0.048066876,0.021421108,0.045454545,0.126698015,Post-GFC,2
2019,Other service,0.076320676,0.103381713,0.121646386,0.132495235,0.030612245,0.066326531,0.096938776,0.06122449,0.255102041,Post-GFC,2
2019,Hospitality,0.130812016,0.147733109,0.164348235,0.16457771,0.046428571,0.080357143,0.063392857,0.046428571,0.236607143,Post-GFC,2
2019,Wholesale,0.072464791,0.102378454,0.110280176,0.088083039,0.021495327,0.051401869,0.027570093,0.05,0.15046729,Post-GFC,2
2019,IT,0.090008109,0.120611466,0.079036149,0.064460262,0.028301887,0.07966457,0.045073375,0.052410901,0.205450734,Post-GFC,2
2019,Recreation & culture,0.084694964,0.101781479,0.087972213,0.086917144,0.04437401,0.077654517,0.039619651,0.095087163,0.256735341,Post-GFC,2
2019,Other business,0.096777106,0.134484924,0.084291282,0.07525421,0.047084588,0.098822885,0.061593211,0.05940323,0.266903915,Post-GFC,2
2019,Transport,0.182218687,0.124836321,0.101645965,0.071235391,0.027826087,0.073043478,0.026086957,0.034782609,0.16173913,Post-GFC,2
2019,Construction,0.094254798,0.111906904,0.085963522,0.069151567,0.035579515,0.064690027,0.057142857,0.053908356,0.211320755,Post-GFC,2
2019,z. Others,0.074258822,0.08757841,0.085886437,0.074261955,0.039794608,0.049101412,0.045250321,0.039794608,0.17394095,Post-GFC,2
2019,Retail,0.114070229,0.13680341,0.107316288,0.099204958,0.014354067,0.033758639,0.130249867,0.038277512,0.216640085,Post-GFC,2
