code,municipality,department,tables,total_tables,voters,total_voters,votes_by_candidate,votes_blank,vote_null,votes_unmarked,iván duque,gustavo petro,dane
7322,Tota,Boyaca,12,12,2042,4090,1962,44,26,10,1576,386,15822
7001,Tunja,Boyaca,313,313,81550,121599,76125,3989,1387,49,28712,47413,15001
7324,Tunungua,Boyaca,4,4,804,1364,780,17,5,2,545,235,15832
7325,Turmeque,Boyaca,15,15,2931,5611,2746,120,57,8,1471,1275,15835
7328,Tuta,Boyaca,21,21,4697,7544,4441,164,81,11,2392,2049,15837
7331,Tutaza,Boyaca,5,5,1081,1811,1028,29,21,3,579,449,15839
7334,Umbita,Boyaca,15,15,3324,5648,3224,73,26,1,2390,834,15842
7337,Ventaquemada,Boyaca,30,30,6067,10928,5757,186,116,8,2971,2786,15861
7139,Villa De Leiva,Boyaca,30,30,7618,11132,7129,404,73,12,4204,2925,15407
7340,Viracacha,Boyaca,7,7,1540,2497,1490,27,23,0,1151,339,15879
7346,Zetaquira,Boyaca,11,11,2281,3932,2234,39,7,1,1523,711,15897
9004,Aguadas,Caldas,54,54,10512,18555,9944,345,186,37,8896,1048,17013
9007,Anserma,Caldas,80,80,15709,27803,14678,612,369,50,11995,2683,17042
9013,Aranzazu,Caldas,34,34,5977,11177,5670,192,96,19,5136,534,17050
9022,Belalcazar,Caldas,30,30,5294,10163,5021,167,90,16,3978,1043,17088
9034,Chinchina,Caldas,107,107,24446,44739,22063,1579,710,94,16046,6017,17174
9037,Filadelfia,Caldas,27,27,4921,9301,4695,152,63,11,4077,618,17272
9049,La Dorada,Caldas,148,148,28452,56458,26400,1110,894,48,19211,7189,17380
9052,La Merced,Caldas,18,18,2804,5552,2609,136,46,13,2178,431,17388
9001,Manizales,Caldas,862,862,196887,325422,174972,16117,5409,389,103834,71138,17001
9055,Manzanares,Caldas,45,45,8107,15318,7778,205,103,21,6792,986,17433
9058,Marmato,Caldas,21,21,3023,6889,2765,128,120,10,2131,634,17442
9061,Marquetalia,Caldas,32,32,6185,11415,5925,159,78,23,5089,836,17444
9067,Marulanda,Caldas,9,9,1219,2535,1136,51,24,8,993,143,17446
9076,Neira,Caldas,51,51,10987,19574,10088,532,303,64,8036,2052,17486
9078,Norcasia,Caldas,16,16,2779,5866,2529,147,90,13,1945,584,17495
9079,Pacora,Caldas,34,34,6746,11865,6337,260,121,28,5762,575,17513
9082,Palestina,Caldas,41,41,7048,14945,6574,274,185,15,4860,1714,17524
9085,Pensilvania,Caldas,48,48,9154,16240,8733,250,130,41,7704,1029,17541
9103,Riosucio,Caldas,103,103,22399,38548,20942,910,466,81,14425,6517,17614
9106,Risaralda,Caldas,30,30,5232,10526,4950,165,98,19,4177,773,17616
9109,Salamina,Caldas,42,42,7622,15158,7043,398,144,37,5616,1427,17653
9115,Samana,Caldas,47,47,8930,15937,8537,220,132,41,7458,1079,17662
9120,San Jose,Caldas,14,14,2556,4976,2426,86,33,11,1940,486,17665
9124,Supia,Caldas,60,60,11942,21861,10771,518,575,78,8552,2219,17777
9127,Victoria,Caldas,25,25,4321,8295,4012,177,117,15,3344,668,17867
9130,Villamaria,Caldas,105,105,24438,40633,21866,1783,747,42,13878,7988,17873
9133,Viterbo,Caldas,38,38,7315,13111,6932,245,100,38,5867,1065,17877
44002,Albania,Caqueta,12,12,1973,3964,1889,57,23,4,1519,370,18029
44004,Belen De Los Andaquies,Caqueta,20,20,3833,7662,3657,106,61,9,2689,968,18094
44003,Cartagena Del Chaira,Caqueta,52,52,6421,19085,5959,329,107,26,2731,3228,18150
44012,Curillo,Caqueta,21,21,2676,7431,2530,98,35,13,1835,695,18205
44005,El Doncello,Caqueta,43,43,7165,15504,6761,269,110,25,4540,2221,18247
44006,El Paujil,Caqueta,32,32,4648,11767,4425,153,53,17,2552,1873,18256
44001,Florencia,Caqueta,312,312,64646,119908,61182,2470,766,228,40590,20592,18001
44007,La Montañita,Caqueta,31,31,4437,11010,3943,98,48,348,1730,2213,18410
44016,Milan,Caqueta,20,20,2036,6462,1975,42,14,5,1306,669,18460
44017,Morelia,Caqueta,10,10,1709,3696,1657,39,13,0,1293,364,18479
44009,Puerto Rico,Caqueta,52,52,7619,18932,7089,378,125,27,4775,2314,18592
44020,San Jose Del Fragua,Caqueta,26,26,4328,9089,4104,140,73,11,2666,1438,18610
44010,San Vicente Del Caguan,Caqueta,94,94,12898,32825,12198,528,141,31,7758,4440,18753
44022,Solano,Caqueta,24,24,2136,7726,2029,65,28,14,894,1135,18756
44024,Solita,Caqueta,15,15,1930,5584,1774,97,54,5,1343,431,18785
44040,Valparaiso,Caqueta,16,16,2164,5941,2028,96,34,6,1468,560,18860
46040,Aguazul,Casanare,78,78,18940,27336,17585,798,528,29,12689,4896,85010
46120,Chameza,Casanare,5,5,1191,1668,1161,23,7,0,902,259,85015
46320,Hato Corozal,Casanare,30,30,4506,7202,4397,77,20,12,3749,648,85125
46480,La Salina,Casanare,3,3,458,784,432,22,3,1,117,315,85136
46520,Mani,Casanare,33,33,6639,10343,6338,204,83,14,5047,1291,85139
46540,Monterrey,Casanare,33,33,7151,11211,6727,286,132,6,4943,1784,85162
46560,Nunchia,Casanare,26,26,4105,6277,3979,78,33,15,3488,491,85225
46640,Orocue,Casanare,24,24,4111,7646,3957,105,41,8,3097,860,85230
46680,Paz De Ariporo (moreno),Casanare,69,69,15520,24150,14990,378,135,17,12747,2243,85250
46700,Pore,Casanare,19,19,4685,6972,4560,86,34,5,3978,582,85263
46760,Recetor,Casanare,5,5,795,1208,763,24,5,3,574,189,85279
46800,Sabanalarga,Casanare,9,9,1670,2720,1605,53,11,1,1238,367,85300
46815,Sacama,Casanare,4,4,719,1509,688,22,5,4,257,431,85315
46830,San Luis De Palenque,Casanare,20,20,3723,5956,3612,78,29,4,3186,426,85325
46840,Tamara,Casanare,15,15,2700,4421,2622,46,25,7,2227,395,85400
46850,Tauramena,Casanare,45,45,11089,16317,10434,449,192,14,7987,2447,85410
46865,Trinidad,Casanare,30,30,5625,9331,5431,111,65,18,4653,778,85430
46880,Villanueva,Casanare,57,57,13738,21468,12834,542,336,26,9580,3254,85440
46001,Yopal,Casanare,296,296,71263,109645,67350,2882,985,46,47447,19903,85001
11004,Almaguer,Cauca,37,37,6060,12434,5935,36,53,36,865,5070,19022
11005,Argelia,Cauca,54,54,9683,17806,9419,130,124,10,758,8661,19050
11006,Balboa,Cauca,44,44,6837,15752,6660,94,67,16,894,5766,19075
11007,Bolivar,Cauca,118,118,13998,30646,13649,141,172,36,3051,10598,19100
11010,Buenos Aires,Cauca,47,47,7586,16018,6998,267,249,72,3531,3467,19110
11013,Cajibio,Cauca,70,70,11028,23818,10370,305,292,61,4607,5763,19130
11016,Caldono,Cauca,62,62,12517,21573,12153,190,134,40,2976,9177,19137
11019,Caloto,Cauca,55,55,11138,18375,10485,363,268,22,3149,7336,19142
11022,Corinto,Cauca,52,52,10863,17951,10291,332,205,35,3127,7164,19212
11025,El Tambo,Cauca,122,122,15034,34542,14150,436,312,136,7603,6547,19256
11027,Florencia,Cauca,13,13,2610,4591,2519,42,32,17,692,1827,19290
11029,Guachene,Cauca,39,39,8333,12942,7804,182,328,19,1640,6164,19300
11028,Guapi,Cauca,63,63,7514,18748,7309,54,62,89,1286,6023,19318
11031,Inza,Cauca,50,50,9112,16775,8856,122,98,36,2807,6049,19355
11034,Jambalo,Cauca,25,25,5428,8414,5273,53,69,33,448,4825,19364
11037,La Sierra,Cauca,25,25,4462,8930,4265,91,83,23,1941,2324,19392
11040,La Vega,Cauca,48,48,6694,14936,6487,96,78,33,2026,4461,19397
11043,Lopez (micay),Cauca,51,51,4257,12677,4163,50,21,23,1783,2380,19418
11046,Mercaderes,Cauca,46,46,6290,13728,6119,84,51,36,1205,4914,19450
11049,Miranda,Cauca,58,58,12420,19839,11711,382,299,28,3105,8606,19455
11052,Morales,Cauca,56,56,9392,19348,8990,222,138,42,4379,4611,19473
11053,Padilla,Cauca,19,19,3994,6721,3717,96,176,5,875,2842,19513
11055,Paez (belalcazar),Cauca,63,63,10076,19705,9711,149,174,42,2956,6755,19517
11058,Patia (el Bordo),Cauca,79,79,10405,25265,9974,239,168,24,3040,6934,19532
11060,Piamonte,Cauca,21,21,2263,5259,2184,43,30,6,884,1300,19533
11061,Piendamo,Cauca,84,84,14530,27903,13701,549,234,46,7780,5921,19548
11001,Popayan,Cauca,620,620,137597,237019,129882,5433,2135,147,49254,80628,19001
11064,Puerto Tejada,Cauca,82,82,18284,32658,17297,551,415,21,2793,14504,19573
11067,Purace (coconuco),Cauca,26,26,4414,8806,4255,86,60,13,1680,2575,19585
11070,Rosas,Cauca,25,25,4482,8703,4264,105,97,16,2257,2007,19622
11073,San Sebastian,Cauca,22,22,3273,6958,3175,41,36,21,1161,2014,19693
11079,Santa Rosa,Cauca,16,16,1909,3937,1867,23,17,2,746,1121,19701
11076,Santander De Quilichao,Cauca,191,191,42050,77147,39424,1495,1042,89,15262,24162,19698
11082,Silvia,Cauca,67,67,12935,22475,12482,241,167,45,2528,9954,19743
11085,Sotara (paispamba),Cauca,23,23,3885,7186,3709,90,72,14,1580,2129,19760
11087,Suarez,Cauca,49,49,7139,16327,6658,232,211,38,3166,3492,19780
11086,Sucre,Cauca,21,21,3009,5581,2952,33,18,6,269,2683,19785
11088,Timbio,Cauca,72,72,14284,25555,13518,414,315,37,7058,6460,19807
11091,Timbiqui,Cauca,50,50,6899,14597,6810,42,41,6,1126,5684,19809
11094,Toribio,Cauca,51,51,11270,17605,10968,127,136,39,1165,9803,19821
11097,Totoro,Cauca,33,33,6045,11138,5865,91,72,17,1351,4514,19824
11098,Villa Rica,Cauca,36,36,8055,13648,7615,185,239,16,1387,6228,19845
12075,Aguachica,Cesar,189,189,40020,67918,38128,1043,669,180,27469,10659,20011
12150,Agustin Codazzi,Cesar,116,116,21623,46690,21002,358,239,24,11874,9128,20013
12170,Astrea,Cesar,40,40,7576,14414,7442,67,50,17,4388,3054,20032
12180,Becerril,Cesar,43,43,7628,16138,7400,125,89,14,2750,4650,20045
12200,Bosconia,Cesar,74,74,13537,27683,13232,190,104,11,7286,5946,20060
12300,Chimichagua,Cesar,75,75,11023,23862,10817,132,61,13,6821,3996,20175
12375,Chiriguana,Cesar,60,60,11031,21729,10810,113,96,12,5424,5386,20178
12225,Curumani,Cesar,74,74,12845,26201,12404,259,163,19,6456,5948,20228
12410,El Copey,Cesar,61,61,10938,22748,10660,139,131,8,4809,5851,20238
12415,El Paso,Cesar,59,59,12022,21621,11773,118,117,14,3990,7783,20250
12450,Gamarra,Cesar,31,31,5199,10429,5043,106,39,11,3504,1539,20295
12525,Gonzalez,Cesar,15,15,1802,4005,1677,80,40,5,1254,423,20310
12600,La Gloria,Cesar,34,34,6053,10906,5900,89,53,11,3911,1989,20383
12608,La Jagua De Ibirico,Cesar,72,72,15097,26803,14507,334,243,13,5108,9399,20400
12825,La Paz,Cesar,57,57,9745,19832,9515,158,60,12,6483,3032,20621
12625,Manaure Balcon Del Cesar (mana,Cesar,23,23,4249,7556,4158,58,31,2,2382,1776,20443
12650,Pailitas,Cesar,41,41,7570,14490,7243,180,130,17,4323,2920,20517
12700,Pelaya,Cesar,37,37,7121,13937,6892,118,97,14,4985,1907,20550
12720,Pueblo Bello,Cesar,50,50,7484,18132,7285,100,69,30,3156,4129,20570
12750,Rio De Oro,Cesar,47,47,8409,15423,8110,190,91,18,6080,2030,20614
12800,San Alberto,Cesar,52,52,9991,18439,9596,246,140,9,5599,3997,20710
12850,San Diego,Cesar,41,41,7621,14603,7395,145,73,8,4662,2733,20750
12875,San Martin,Cesar,46,46,9569,15450,9091,253,209,16,5730,3361,20770
12900,Tamalameque,Cesar,31,31,4951,10229,4870,47,29,5,2656,2214,20787
12001,Valledupar,Cesar,764,764,151722,291104,145975,4034,1632,81,75650,70325,20001
17004,Acandi,Choco,28,28,3345,8701,3229,73,32,11,2009,1220,27006
17006,Alto Baudo (pie De Pato),Choco,48,48,4252,9928,4139,17,15,81,305,3834,27025
17002,Atrato (yuto),Choco,27,27,3484,8789,3309,57,102,16,1078,2231,27050
17007,Bagado,Choco,26,26,2564,8052,2492,28,36,8,921,1571,27073
17008,Bahia Solano (mutis),Choco,24,24,2773,7798,2642,71,45,15,1484,1158,27075
17010,Bajo Baudo (pizarro),Choco,37,37,2790,10395,2740,20,18,12,1110,1630,27077
17011,Bojaya (bellavista),Choco,29,29,2069,7212,2026,18,20,5,532,1494,27099
17015,Carmen Del Darien,Choco,21,21,2306,6271,2260,20,23,3,500,1760,27150
17014,Certegui,Choco,15,15,1931,4365,1857,23,41,10,980,877,27160
17013,Condoto,Choco,37,37,3992,10454,3793,80,105,14,1627,2166,27205
17017,EL Canton Del San Pablo (man.,Choco,16,16,1962,4997,1881,32,44,5,1097,784,27135
17016,El Carmen,Choco,19,19,3125,6024,2943,129,42,11,2118,825,27245
17038,El Litoral Del San Juan,Choco,27,27,2862,7405,2844,10,6,2,166,2678,27250
17019,Istmina,Choco,64,64,8004,21369,7539,257,165,43,3135,4404,27361
17022,Jurado,Choco,13,13,803,3020,782,14,7,0,393,389,27372
17025,Lloro,Choco,28,28,3074,8401,2956,49,54,15,1673,1283,27413
17012,Medio Atrato (bete),Choco,20,20,2060,6048,2020,17,21,2,649,1371,27425
17026,Medio Baudo (puerto Meluk),Choco,32,32,3202,8171,3159,19,14,10,1951,1208,27430
17027,Medio San Juan,Choco,26,26,2901,7412,2795,39,49,18,570,2225,27450
17028,Novita,Choco,21,21,2110,5285,2013,37,47,13,1277,736,27491
17031,Nuqui,Choco,19,19,1763,5509,1717,29,14,3,436,1281,27495
17001,Quibdo,Choco,221,221,35549,79928,33648,832,951,118,11717,21931,27001
17032,Rio Iro,Choco,16,16,1387,4151,1326,24,31,6,722,604,27580
17035,Rio Quito (paimado),Choco,23,23,3220,6739,3101,49,68,2,1407,1694,27600
17034,Riosucio,Choco,65,65,6309,19470,6118,97,80,14,1945,4173,27615
17037,San Jose Del Palmar,Choco,22,22,1211,4100,1127,45,27,12,527,600,27660
17040,Sipi,Choco,10,10,980,2580,951,7,18,4,180,771,27745
17043,Tado,Choco,41,41,5645,12855,5327,92,185,41,2988,2339,27787
17048,Unguia,Choco,25,25,2988,8276,2873,81,26,8,1548,1325,27800
17060,Union Panamericana (las Animas,Choco,16,16,2238,5265,2130,49,45,14,1244,886,27810
88120,Alemania,Consulados,23,23,2627,12875,2480,144,3,0,585,1895,27810
88130,Argelia,Consulados,7,7,6,3615,6,0,0,0,4,2,27810
88155,Argentina,Consulados,41,41,7644,20490,7380,244,20,0,1756,5624,27810
88160,Aruba,Consulados,14,14,2256,8000,2224,31,1,0,1893,331,27810
88135,Arzerbaiyan,Consulados,7,7,16,3622,16,0,0,0,12,4,27810
88165,Australia,Consulados,36,36,6325,21831,5946,373,5,1,2038,3908,27810
88170,Austria,Consulados,9,9,479,4554,450,29,0,0,141,309,27810
88190,Belgica,Consulados,10,10,1119,6082,1064,55,0,0,417,647,27810
88415,Belice,Consulados,1,1,23,33,19,4,0,0,8,11,27810
88215,Bolivia,Consulados,8,8,412,4607,399,13,0,0,272,127,27810
88220,Brasil,Consulados,40,40,2069,18755,1972,95,2,0,690,1282,27810
88250,Canada,Consulados,106,106,14267,58226,13527,721,17,2,7995,5532,27810
88305,Chile,Consulados,49,49,6715,25893,6377,312,25,1,3267,3110,27810
88315,China Republica Popular,Consulados,28,28,425,15203,386,39,0,0,215,171,27810
88320,Chipre,Consulados,1,1,26,56,26,0,0,0,14,12,27810
88275,Corea Del Sur,Consulados,7,7,99,3769,91,8,0,0,37,54,27810
88285,Costa Rica,Consulados,20,20,3451,12513,3320,119,11,1,2582,738,27810
88290,Cuba,Consulados,8,8,204,3963,196,8,0,0,64,132,27810
88140,Curazao,Consulados,10,10,723,5441,703,17,3,0,551,152,27810
88325,Dinamarca,Consulados,1,1,89,143,83,6,0,0,27,56,27810
88330,Ecuador,Consulados,94,94,7675,55082,7296,240,106,33,5038,2258,27810
88335,Egipto,Consulados,7,7,39,3751,34,5,0,0,13,21,27810
88340,El Salvador,Consulados,7,7,246,4122,228,18,0,0,170,58,27810
88350,Emiratos Arabes Unidos,Consulados,9,9,1140,5466,1099,37,4,0,925,174,27810
88355,España,Consulados,248,248,24799,151954,23587,1112,90,10,14072,9515,27810
88360,Estados Unidos,Consulados,647,647,107904,354748,105058,2753,82,11,91385,13673,27810
88375,Finlandia,Consulados,7,7,129,3813,122,7,0,0,39,83,27810
88380,Francia,Consulados,35,35,5072,18524,4778,277,16,1,1589,3189,27810
88115,Ghana,Consulados,7,7,14,3618,12,2,0,0,4,8,27810
88405,Grecia,Consulados,1,1,43,78,43,0,0,0,28,15,27810
88410,Guatemala,Consulados,9,9,616,4733,575,40,1,0,485,90,27810
88440,Honduras,Consulados,7,7,206,4112,191,15,0,0,153,38,27810
88455,India,Consulados,7,7,24,3670,21,3,0,0,12,9,27810
88460,Indonesia,Consulados,7,7,35,3674,29,6,0,0,17,12,27810
88465,Inglaterra,Consulados,40,40,5345,20530,5102,234,8,1,2997,2105,27810
88470,Irlanda,Consulados,1,1,111,192,100,11,0,0,39,61,27810
88490,Israel,Consulados,9,9,325,4722,309,16,0,0,238,71,27810
88495,Italia,Consulados,29,29,2247,15091,2132,103,11,1,1225,907,27810
88500,Jamaica,Consulados,8,8,78,3868,76,2,0,0,71,5,27810
88505,Japon,Consulados,10,10,243,4531,227,16,0,0,129,98,27810
88515,Kenia,Consulados,7,7,26,3670,24,2,0,0,11,13,27810
88535,Libano,Consulados,8,8,101,4444,100,1,0,0,95,5,27810
88540,Luxemburgo,Consulados,1,1,64,86,55,9,0,0,29,26,27810
88560,Malasia,Consulados,7,7,53,3713,49,4,0,0,34,15,27810
88580,Marruecos,Consulados,7,7,21,3635,20,1,0,0,6,14,27810
88590,Mexico,Consulados,45,45,5005,23531,4763,236,5,1,2559,2204,27810
88620,Nicaragua,Consulados,7,7,95,3894,87,8,0,0,59,28,27810
88635,Noruega,Consulados,7,7,179,3908,167,12,0,0,37,130,27810
88625,Nueva Zelandia,Consulados,8,8,600,4468,559,41,0,0,187,372,27810
88435,Paises Bajos,Consulados,17,17,1098,10019,1047,48,2,1,447,600,27810
88655,Panama,Consulados,55,55,6184,32232,5925,247,8,4,4698,1227,27810
88665,Paraguay,Consulados,8,8,198,3997,188,9,1,0,134,54,27810
88670,Peru,Consulados,21,21,2034,11665,1914,114,6,0,1286,628,27810
88675,Polonia,Consulados,7,7,111,3789,110,0,1,0,41,69,27810
88680,Portugal,Consulados,8,8,282,4213,262,20,0,0,117,145,27810
88683,Puerto Rico,Consulados,10,10,659,5034,630,27,1,1,419,211,27810
88370,Republica De Filipinas,Consulados,7,7,66,3713,63,3,0,0,36,27,27810
88688,Republica De Singapur,Consulados,7,7,128,3816,112,16,0,0,70,42,27810
88685,Republica Dominicana,Consulados,12,12,1001,5821,937,60,4,0,702,235,27810
88690,Republica Socialista Devietnam,Consulados,7,7,22,3641,21,1,0,0,7,14,27810
88700,Rusia,Consulados,7,7,133,4095,130,3,0,0,34,96,27810
88745,Sudafrica,Consulados,8,8,100,3810,93,7,0,0,53,40,27810
88755,Suecia,Consulados,9,9,593,5506,567,26,0,0,206,361,27810
88760,Suiza,Consulados,15,15,1833,7954,1744,89,0,0,799,945,27810
88765,Tailandia,Consulados,7,7,44,3698,40,4,0,0,22,18,27810
88785,Trinidad Y Tobago,Consulados,7,7,77,3806,67,10,0,0,45,22,27810
88770,Turquia,Consulados,8,8,68,3762,64,4,0,0,18,46,27810
88805,Uruguay,Consulados,8,8,323,4193,305,17,1,0,128,177,27810
88815,Venezuela,Consulados,496,496,33175,304008,32826,206,94,49,27519,5307,27810
13004,Ayapel,Cordoba,93,93,14063,32450,13779,161,107,16,8973,4806,23068
13007,Buenavista,Cordoba,50,50,7985,17420,7755,137,80,13,3522,4233,23079
13009,Canalete,Cordoba,47,47,7144,16102,7032,59,35,18,3470,3562,23090
13010,Cerete,Cordoba,190,190,39945,73045,38966,653,297,29,18144,20822,23162
13016,Chima,Cordoba,37,37,6737,13107,6659,41,29,8,3454,3205,23168
13019,Chinu,Cordoba,112,112,21563,36920,21130,282,130,21,14025,7105,23182
13013,Cienaga De Oro,Cordoba,111,111,24002,43696,23507,273,177,45,8873,14634,23189
13014,Cotorra (bongo),Cordoba,43,43,7930,14621,7795,95,36,4,4073,3722,23300
13020,La Apartada (frontera),Cordoba,35,35,5830,12769,5624,113,70,23,2179,3445,23350
13022,Lorica,Cordoba,243,243,44288,86010,43488,478,290,32,21750,21738,23417
13023,Los Cordobas,Cordoba,42,42,7326,14788,7182,87,44,13,4335,2847,23419
13024,Momil,Cordoba,38,38,7715,13955,7599,81,26,9,4254,3345,23464
13025,Montelibano,Cordoba,144,144,29321,56437,28512,514,262,33,8596,19916,23466
13001,Monteria,Cordoba,823,823,163781,314508,159169,3245,1235,132,89344,69825,23001
13027,Moñitos,Cordoba,53,53,8258,18449,8106,78,56,18,4379,3727,23500
13028,Planeta Rica,Cordoba,130,130,25483,53217,24721,486,229,47,12033,12688,23555
13031,Pueblo Nuevo,Cordoba,75,75,12426,24280,12172,150,78,26,6775,5397,23570
13033,Puerto Escondido,Cordoba,55,55,8538,18257,8419,73,32,14,4473,3946,23574
13032,Puerto Libertador,Cordoba,74,74,13091,26482,12652,291,114,34,3362,9290,23580
13034,Purisima,Cordoba,39,39,6972,13656,6835,86,32,19,4388,2447,23586
13037,Sahagun,Cordoba,220,220,40794,79486,39965,496,273,60,19455,20510,23660
13040,San Andres De Sotavento,Cordoba,80,80,14994,28695,14707,107,152,28,7427,7280,23670
13043,San Antero,Cordoba,61,61,11708,21641,11482,137,72,17,6402,5080,23672
13046,San Bernardo Del Viento,Cordoba,78,78,11647,26700,11422,125,76,24,3961,7461,23675
13049,San Carlos,Cordoba,56,56,9080,19990,8897,96,67,20,5184,3713,23678
13052,San Jose De Ure,Cordoba,25,25,3626,7790,3542,42,37,5,1042,2500,23682
13055,San Pelayo,Cordoba,99,99,18321,36045,18036,185,80,20,8870,9166,23686
13058,Tierralta,Cordoba,162,162,26844,62740,26128,411,261,44,13446,12682,23807
13060,Tuchin,Cordoba,64,64,12562,22221,12324,73,141,24,7029,5295,23815
13061,Valencia,Cordoba,77,77,11856,25601,11570,179,87,20,7013,4557,23855
15004,Agua De Dios,Cundinamarca,26,26,5401,9726,5055,227,113,6,2949,2106,25001
15007,Alban,Cundinamarca,14,14,2916,5146,2752,105,54,5,2118,634,25019
15010,Anapoima,Cundinamarca,33,33,7204,11918,6927,224,50,3,5403,1524,25035
15013,Anolaima,Cundinamarca,31,31,6432,11449,6131,217,75,9,4635,1496,25040
15217,Apulo,Cundinamarca,18,18,4085,6906,3944,88,45,8,3158,786,25599
15016,Arbelaez,Cundinamarca,24,24,5841,9076,5538,227,67,9,4068,1470,25053
15019,Beltran,Cundinamarca,7,7,1088,2113,1059,14,11,4,826,233,25086
15022,Bituima,Cundinamarca,8,8,1345,2793,1293,35,9,8,1012,281,25095
15025,Bojaca,Cundinamarca,17,17,4390,6257,3991,218,169,12,2496,1495,25099
15029,Cabrera,Cundinamarca,10,10,1896,3466,1852,27,14,3,643,1209,25120
15030,Cachipay,Cundinamarca,25,25,5268,9106,4993,205,65,5,3495,1498,25123
15031,Cajica,Cundinamarca,126,126,33205,46894,30410,2136,639,20,16750,13660,25126
15034,Caparrapi,Cundinamarca,33,33,5454,10377,5290,105,51,8,4589,701,25148
15037,Caqueza,Cundinamarca,38,38,8782,14476,8340,303,131,8,5629,2711,25151
15040,Carmen De Carupa,Cundinamarca,17,17,3486,6090,3301,138,38,9,2584,717,25154
15052,Chaguani,Cundinamarca,10,10,1865,3687,1813,36,16,0,1497,316,25168
15055,Chia,Cundinamarca,220,220,63095,91865,57677,4461,924,33,34102,23575,25175
15058,Chipaque,Cundinamarca,20,20,4856,7570,4663,136,50,7,3353,1310,25178
15061,Choachi,Cundinamarca,31,31,7324,11475,6969,281,71,3,5451,1518,25181
15064,Choconta,Cundinamarca,40,40,9087,14834,8460,398,207,22,6064,2396,25183
15043,Cogua,Cundinamarca,37,37,9895,14054,9163,498,228,6,4673,4490,25200
15046,Cota,Cundinamarca,69,69,15899,25452,14773,921,196,9,8973,5800,25214
15049,Cucunuba,Cundinamarca,14,14,2907,4704,2686,147,64,10,2098,588,25224
15067,El Colegio,Cundinamarca,57,57,12306,20978,11822,326,149,9,8064,3758,25245
15070,El Peñon,Cundinamarca,13,13,2334,4344,2279,37,15,3,2072,207,25258
15072,El Rosal,Cundinamarca,42,42,11682,15842,10701,601,377,3,8008,2693,25260
15076,Facatativa,Cundinamarca,234,234,61881,91630,55934,3672,2229,46,29167,26767,25269
15079,Fomeque,Cundinamarca,26,26,6091,9526,5870,160,59,2,4882,988,25279
15085,Fosca,Cundinamarca,16,16,3153,5388,3081,56,15,1,2624,457,25281
15088,Funza,Cundinamarca,166,166,45535,66679,41703,2516,1273,43,20105,21598,25286
15091,Fuquene,Cundinamarca,12,12,2503,3934,2369,96,37,1,1214,1155,25288
15094,Fusagasuga,Cundinamarca,270,270,62892,103565,59104,2721,947,120,37835,21269,25290
15097,Gachala,Cundinamarca,15,15,2475,5148,2380,57,32,6,1794,586,25293
15100,Gachancipa,Cundinamarca,27,27,7099,10090,6393,407,291,8,3088,3305,25295
15103,Gacheta,Cundinamarca,25,25,4965,9080,4732,149,69,15,3800,932,25297
15106,Gama,Cundinamarca,8,8,1720,3014,1656,51,11,2,1417,239,25299
15109,Girardot,Cundinamarca,213,213,47891,82360,44960,1984,909,38,28370,16590,25307
15132,Granada,Cundinamarca,16,16,3576,5873,3423,94,56,3,1941,1482,25312
15112,Guacheta,Cundinamarca,24,24,4798,8598,4340,297,154,7,3131,1209,25317
15115,Guaduas,Cundinamarca,65,65,12651,22198,11773,609,233,36,8520,3253,25320
15118,Guasca,Cundinamarca,29,29,7139,10855,6539,436,151,13,4155,2384,25322
15121,Guataqui,Cundinamarca,7,7,1037,2311,996,26,11,4,654,342,25324
15124,Guatavita,Cundinamarca,14,14,3328,5088,3045,216,64,3,2291,754,25326
15127,Guayabal De Siquima,Cundinamarca,11,11,2465,3855,2346,91,24,4,1806,540,25328
15128,Guayabetal,Cundinamarca,13,13,2871,4526,2757,71,37,6,2231,526,25335
15130,Gutierrez,Cundinamarca,7,7,1583,2633,1548,24,8,3,1014,534,25339
15133,Jerusalen,Cundinamarca,7,7,1308,2594,1276,24,5,3,1009,267,25368
15136,Junin,Cundinamarca,16,16,2881,5370,2759,76,41,5,2217,542,25372
15139,La Calera,Cundinamarca,59,59,13961,21862,12920,821,205,15,6657,6263,25377
15142,La Mesa,Cundinamarca,67,67,14304,24618,13546,589,153,16,9328,4218,25386
15145,La Palma,Cundinamarca,24,24,3992,8564,3829,98,52,13,2955,874,25394
15148,La Peña,Cundinamarca,16,16,3549,5791,3453,57,30,9,3181,272,25398
15151,La Vega,Cundinamarca,35,35,8065,12851,7665,289,100,11,5946,1719,25402
15154,Lenguazaque,Cundinamarca,19,19,4226,6916,3929,187,101,9,3325,604,25407
15157,Macheta,Cundinamarca,17,17,3599,6157,3454,103,37,5,3005,449,25426
15160,Madrid,Cundinamarca,157,157,43155,62604,39280,2478,1357,40,20373,18907,25430
15163,Manta,Cundinamarca,11,11,2511,4080,2423,71,14,3,2001,422,25436
15166,Medina,Cundinamarca,23,23,3909,6765,3737,125,43,4,3176,561,25438
15169,Mosquera,Cundinamarca,184,184,47890,68024,44135,2692,1031,32,21255,22880,25473
15172,Nariño,Cundinamarca,7,7,1286,2638,1246,28,12,0,750,496,25483
15175,Nemocon,Cundinamarca,25,25,6444,9489,5957,278,195,14,3032,2925,25486
