metabolite,sample_id,flux,description
ser_L_m,Healthy7,1e-06,L-serine
ala_D_m,Healthy7,1e-06,D-alanine
ala_L_m,Healthy7,1e-06,L-alanine
asp_L_m,Healthy7,1e-06,L-aspartate(1-)
cys_L_m,Healthy7,1e-06,L-cysteine
glyc3p_m,Cancer5,0.058538148000000005,Glycerol 3-phosphate
cytd_m,Cancer5,0.0464914188,Cytidine
dcyt_m,Cancer5,0.057257624300000004,Deoxycytidine
cgly_m,Cancer5,0.1,L-cysteinylglycine
amp_m,Cancer5,0.0999999963,AMP
nmn_m,Cancer5,0.1000000003,NMN
26dap_M_m,Cancer5,0.0999999976,"meso-2,6-Diaminoheptanedioate"
orn_m,Cancer5,0.10000000490000001,Ornithine
csn_m,Cancer5,7.32928e-05,cytosine
acnam_m,Cancer5,0.09993852900000001,N-acetylneuraminate
gam_m,Cancer5,0.099625348,D-Glucosamine
acgam_m,Cancer5,0.0998767141,N-acetyl-D-glucosamine
acmana_m,Cancer5,0.09987671490000001,N-acetyl-D-mannosamine
dgsn_m,Cancer5,0.015181473300000001,Deoxyguanosine
gsn_m,Cancer5,0.0132172034,Guanosine
metsox_S_L_m,Cancer5,0.0776097434,L-Methionine Sulfoxide
adn_m,Cancer5,0.0829711501,Adenosine
dad_2_m,Cancer5,0.0853178332,2-deoxyadenosine
ptrc_m,Cancer5,0.000264427,Putrescine
uri_m,Cancer5,1e-06,Uridine
pi_m,Cancer5,0.0001220694,hydrogenphosphate
asn_L_m,Cancer5,0.022500000000000003,L-asparagine
lys_L_m,Cancer5,0.015,L-lysinium(1+)
gln_L_m,Cancer5,0.018000000000000002,L-glutamine
arg_L_m,Cancer5,0.0150000023,L-argininium(1+)
his_L_m,Cancer5,0.014999998700000001,L-histidine
ade_m,Cancer5,7.350660000000001e-05,Adenine
gua_m,Cancer5,7.291760000000001e-05,Guanine
tyr_L_m,Cancer5,0.0419346421,L-tyrosine
ura_m,Cancer5,1e-06,uracil
ile_L_m,Cancer5,0.01459608,L-isoleucine
leu_L_m,Cancer5,0.0145856035,L-leucine
trp_L_m,Cancer5,0.0081819999,L-tryptophan
val_L_m,Cancer5,0.005267153,L-valine
glu_L_m,Cancer5,0.0056346492,L-glutamate(1-)
met_L_m,Cancer5,0.007789318700000001,L-methionine
pro_L_m,Cancer5,0.006507766900000001,L-proline
fol_m,Cancer5,0.0007996555,Folate
fe3_m,Cancer5,0.0018625014,Fe3+
fe2_m,Cancer5,0.0013458160000000001,Fe2+
k_m,Cancer5,0.0016017928000000002,potassium
cl_m,Cancer5,0.0016019006,Chloride
zn2_m,Cancer5,0.0016018869000000002,Zinc
ca2_m,Cancer5,0.0016018733,calcium(2+)
cu2_m,Cancer5,0.0016018695,Cu2+
mn2_m,Cancer5,0.0016018697000000001,Mn2+
cobalt2_m,Cancer5,0.0016018441,Co2+
mg2_m,Cancer5,0.0016018802,magnesium
pnto_R_m,Cancer5,0.0006511405,(R)-Pantothenate
12dgr180_m,Cancer5,4.1984e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydam_m,Cancer5,0.0009580631,Pyridoxamine
spmd_m,Cancer5,0.0003807849,Spermidine
thm_m,Cancer5,0.0003772844,Thiamin
pheme_m,Cancer5,0.00035965190000000004,Protoheme
sheme_m,Cancer5,0.00035190380000000004,Siroheme
ocdcea_m,Cancer5,1e-06,octadecenoate (n-C18:1)
q8_m,Cancer5,1e-06,Ubiquinone-8
2dmmq8_m,Cancer5,1e-06,2-Demethylmenaquinone 8
4abz_m,Cancer5,0.000193873,4-Aminobenzoate
indole_m,Cancer5,3.4623900000000006e-05,Indole
gthox_m,Cancer5,5.7180600000000006e-05,Oxidized glutathione
thymd_m,Cancer5,1e-06,Thymidine
amylose300_m,Cancer5,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
galmannan_m,Cancer5,1.4100000000000002e-05,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,Cancer5,1.3100000000000002e-05,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
starch1200_m,Cancer5,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
adocbl_m,Cancer5,1e-06,Adenosylcobalamin
xyl_D_m,Cancer5,1e-06,aldehydo-D-xylose
mqn7_m,Cancer5,1.5079e-05,Menaquinone 7
pydx_m,Cancer5,0.00018596430000000002,Pyridoxal
pydxn_m,Cancer5,0.00018596120000000002,Pyridoxine
ncam_m,Cancer5,7.29456e-05,Nicotinamide
no2_m,Cancer5,0.0010927292,Nitrite
gly_m,Cancer5,0.00012072870000000001,Glycine
phe_L_m,Cancer5,0.0024578191,L-phenylalanine
thr_L_m,Cancer5,0.0003515939,L-threonine
ser_L_m,Cancer5,0.00018025810000000001,L-serine
ala_D_m,Cancer5,0.000180664,D-alanine
ala_L_m,Cancer5,0.00018066700000000002,L-alanine
asp_L_m,Cancer5,0.0003479625,L-aspartate(1-)
cys_L_m,Cancer5,0.0001811871,L-cysteine
glyc3p_m,Healthy8,0.0655044117,Glycerol 3-phosphate
cytd_m,Healthy8,0.0710954922,Cytidine
dcyt_m,Healthy8,0.0768995707,Deoxycytidine
cgly_m,Healthy8,0.1,L-cysteinylglycine
amp_m,Healthy8,0.1000001747,AMP
nmn_m,Healthy8,0.09999993800000001,NMN
26dap_M_m,Healthy8,0.10000084470000001,"meso-2,6-Diaminoheptanedioate"
orn_m,Healthy8,0.0999992737,Ornithine
csn_m,Healthy8,0.0017792449,cytosine
acnam_m,Healthy8,0.0984939813,N-acetylneuraminate
gam_m,Healthy8,0.0919454343,D-Glucosamine
acgam_m,Healthy8,0.09707917640000001,N-acetyl-D-glucosamine
acmana_m,Healthy8,0.09707919420000001,N-acetyl-D-mannosamine
dgsn_m,Healthy8,0.056011890800000005,Deoxyguanosine
gsn_m,Healthy8,0.0412031161,Guanosine
metsox_S_L_m,Healthy8,0.0841838275,L-Methionine Sulfoxide
adn_m,Healthy8,0.077262913,Adenosine
dad_2_m,Healthy8,0.0818817434,2-deoxyadenosine
ptrc_m,Healthy8,0.00017818990000000002,Putrescine
uri_m,Healthy8,1e-06,Uridine
pi_m,Healthy8,0.0027993214,hydrogenphosphate
asn_L_m,Healthy8,0.022500000000000003,L-asparagine
lys_L_m,Healthy8,0.015,L-lysinium(1+)
gln_L_m,Healthy8,0.018000000000000002,L-glutamine
arg_L_m,Healthy8,0.0150000207,L-argininium(1+)
his_L_m,Healthy8,0.015,L-histidine
ade_m,Healthy8,0.0018069476000000001,Adenine
gua_m,Healthy8,0.0016900896,Guanine
tyr_L_m,Healthy8,0.0047596581,L-tyrosine
ura_m,Healthy8,1e-06,uracil
ile_L_m,Healthy8,0.0096637808,L-isoleucine
leu_L_m,Healthy8,0.004727385000000001,L-leucine
trp_L_m,Healthy8,0.0081818382,L-tryptophan
val_L_m,Healthy8,0.0061375710000000005,L-valine
glu_L_m,Healthy8,0.007122518600000001,L-glutamate(1-)
met_L_m,Healthy8,0.0091368157,L-methionine
pro_L_m,Healthy8,0.008604875,L-proline
fol_m,Healthy8,0.0006409941,Folate
fe3_m,Healthy8,0.0018633818000000002,Fe3+
fe2_m,Healthy8,0.0012783424,Fe2+
k_m,Healthy8,0.0015694105,potassium
cl_m,Healthy8,0.0015654887,Chloride
zn2_m,Healthy8,0.0015540246,Zinc
ca2_m,Healthy8,0.0015581470000000002,calcium(2+)
cu2_m,Healthy8,0.0015579027000000001,Cu2+
mn2_m,Healthy8,0.0015580111,Mn2+
cobalt2_m,Healthy8,0.0015579429,Co2+
mg2_m,Healthy8,0.0015582761,magnesium
pnto_R_m,Healthy8,0.0002163856,(R)-Pantothenate
12dgr180_m,Healthy8,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydam_m,Healthy8,0.0011875466,Pyridoxamine
spmd_m,Healthy8,0.0002686666,Spermidine
thm_m,Healthy8,0.0002547029,Thiamin
pheme_m,Healthy8,0.00026437090000000003,Protoheme
sheme_m,Healthy8,0.0002168705,Siroheme
ocdcea_m,Healthy8,1e-06,octadecenoate (n-C18:1)
q8_m,Healthy8,4.66184e-05,Ubiquinone-8
2dmmq8_m,Healthy8,1e-06,2-Demethylmenaquinone 8
4abz_m,Healthy8,1e-06,4-Aminobenzoate
indole_m,Healthy8,5.076660000000001e-05,Indole
gthox_m,Healthy8,2.1970700000000003e-05,Oxidized glutathione
thymd_m,Healthy8,1e-06,Thymidine
amylose300_m,Healthy8,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
galmannan_m,Healthy8,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,Healthy8,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
starch1200_m,Healthy8,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
adocbl_m,Healthy8,1e-06,Adenosylcobalamin
xyl_D_m,Healthy8,1e-06,aldehydo-D-xylose
mqn7_m,Healthy8,3.1313e-06,Menaquinone 7
pydx_m,Healthy8,1.81597e-05,Pyridoxal
pydxn_m,Healthy8,1.8268400000000003e-05,Pyridoxine
ncam_m,Healthy8,0.0017249173,Nicotinamide
no2_m,Healthy8,0.0017023346,Nitrite
gly_m,Healthy8,0.0025185329000000003,Glycine
phe_L_m,Healthy8,0.0024227795,L-phenylalanine
thr_L_m,Healthy8,0.0052886923,L-threonine
ser_L_m,Healthy8,0.0037107089,L-serine
ala_D_m,Healthy8,0.0039424503,D-alanine
ala_L_m,Healthy8,0.0039398909000000005,L-alanine
asp_L_m,Healthy8,0.004404389,L-aspartate(1-)
cys_L_m,Healthy8,0.0036838487000000002,L-cysteine
glyc3p_m,Cancer6,0.0968598925,Glycerol 3-phosphate
cytd_m,Cancer6,0.0685983574,Cytidine
dcyt_m,Cancer6,0.07615789910000001,Deoxycytidine
cgly_m,Cancer6,0.1000000005,L-cysteinylglycine
amp_m,Cancer6,0.0999999998,AMP
nmn_m,Cancer6,0.0999999999,NMN
26dap_M_m,Cancer6,0.09999999920000001,"meso-2,6-Diaminoheptanedioate"
orn_m,Cancer6,0.0999999986,Ornithine
csn_m,Cancer6,0.0016819998,cytosine
acnam_m,Cancer6,0.09859948240000001,N-acetylneuraminate
gam_m,Cancer6,0.0957259887,D-Glucosamine
acgam_m,Cancer6,0.09757672340000001,N-acetyl-D-glucosamine
acmana_m,Cancer6,0.097577074,N-acetyl-D-mannosamine
dgsn_m,Cancer6,0.0615430697,Deoxyguanosine
gsn_m,Cancer6,0.0413098286,Guanosine
metsox_S_L_m,Cancer6,0.0850845924,L-Methionine Sulfoxide
adn_m,Cancer6,0.0783276296,Adenosine
dad_2_m,Cancer6,0.0833517208,2-deoxyadenosine
ptrc_m,Cancer6,0.00012599830000000002,Putrescine
uri_m,Cancer6,1e-06,Uridine
pi_m,Cancer6,0.018995149700000002,hydrogenphosphate
asn_L_m,Cancer6,0.022500000000000003,L-asparagine
lys_L_m,Cancer6,0.015,L-lysinium(1+)
gln_L_m,Cancer6,0.0179999999,L-glutamine
arg_L_m,Cancer6,0.015000001300000001,L-argininium(1+)
his_L_m,Cancer6,0.0149999975,L-histidine
ade_m,Cancer6,0.0017211960000000001,Adenine
gua_m,Cancer6,0.001609649,Guanine
tyr_L_m,Cancer6,0.0038959252000000002,L-tyrosine
ura_m,Cancer6,1e-06,uracil
ile_L_m,Cancer6,0.0115452344,L-isoleucine
leu_L_m,Cancer6,0.006797324,L-leucine
trp_L_m,Cancer6,0.0081819942,L-tryptophan
val_L_m,Cancer6,0.0092643811,L-valine
glu_L_m,Cancer6,0.0070000468000000005,L-glutamate(1-)
met_L_m,Cancer6,0.0092718122,L-methionine
pro_L_m,Cancer6,0.008688065,L-proline
fol_m,Cancer6,0.0007612974,Folate
fe3_m,Cancer6,0.0012495153,Fe3+
fe2_m,Cancer6,0.0010609810000000001,Fe2+
k_m,Cancer6,0.0011556158,potassium
cl_m,Cancer6,0.0011556294,Chloride
zn2_m,Cancer6,0.0011556223000000001,Zinc
ca2_m,Cancer6,0.0011556274000000001,calcium(2+)
cu2_m,Cancer6,0.0011556258,Cu2+
mn2_m,Cancer6,0.0011556261000000001,Mn2+
cobalt2_m,Cancer6,0.0011556263,Co2+
mg2_m,Cancer6,0.0011556197000000001,magnesium
pnto_R_m,Cancer6,0.0007704865,(R)-Pantothenate
12dgr180_m,Cancer6,0.0012941316,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydam_m,Cancer6,0.0005642232,Pyridoxamine
spmd_m,Cancer6,0.0007442261,Spermidine
thm_m,Cancer6,0.0007424696,Thiamin
pheme_m,Cancer6,0.0005394376,Protoheme
sheme_m,Cancer6,0.00023026600000000002,Siroheme
ocdcea_m,Cancer6,0.0004824597,octadecenoate (n-C18:1)
q8_m,Cancer6,0.0003067019,Ubiquinone-8
2dmmq8_m,Cancer6,0.0001884858,2-Demethylmenaquinone 8
4abz_m,Cancer6,1.1996000000000002e-05,4-Aminobenzoate
indole_m,Cancer6,4.09544e-05,Indole
gthox_m,Cancer6,2.06688e-05,Oxidized glutathione
thymd_m,Cancer6,1e-06,Thymidine
amylose300_m,Cancer6,7.3893e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
galmannan_m,Cancer6,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,Cancer6,1.3100000000000002e-05,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
starch1200_m,Cancer6,1.16028e-05,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
adocbl_m,Cancer6,1e-06,Adenosylcobalamin
xyl_D_m,Cancer6,1e-06,aldehydo-D-xylose
mqn7_m,Cancer6,5.8141e-06,Menaquinone 7
pydx_m,Cancer6,4.57372e-05,Pyridoxal
pydxn_m,Cancer6,4.59145e-05,Pyridoxine
ncam_m,Cancer6,0.001659565,Nicotinamide
no2_m,Cancer6,0.0015608626,Nitrite
gly_m,Cancer6,0.0026203856,Glycine
phe_L_m,Cancer6,0.0022160672,L-phenylalanine
thr_L_m,Cancer6,0.0074898842000000005,L-threonine
ser_L_m,Cancer6,0.004305248,L-serine
ala_D_m,Cancer6,0.0046674808,D-alanine
ala_L_m,Cancer6,0.0046649063000000004,L-alanine
asp_L_m,Cancer6,0.0039456497000000005,L-aspartate(1-)
cys_L_m,Cancer6,0.0031230366000000002,L-cysteine
glyc3p_m,Healthy1,0.08982240670000001,Glycerol 3-phosphate
cytd_m,Healthy1,0.0754124481,Cytidine
dcyt_m,Healthy1,0.0755778146,Deoxycytidine
cgly_m,Healthy1,0.1,L-cysteinylglycine
amp_m,Healthy1,0.09999996800000001,AMP
nmn_m,Healthy1,0.10000000070000001,NMN
26dap_M_m,Healthy1,0.0850424617,"meso-2,6-Diaminoheptanedioate"
orn_m,Healthy1,0.0999999718,Ornithine
csn_m,Healthy1,0.002792423,cytosine
acnam_m,Healthy1,0.0978554715,N-acetylneuraminate
gam_m,Healthy1,0.09430026970000001,D-Glucosamine
acgam_m,Healthy1,0.0964110133,N-acetyl-D-glucosamine
acmana_m,Healthy1,0.0964112473,N-acetyl-D-mannosamine
dgsn_m,Healthy1,0.0656523083,Deoxyguanosine
gsn_m,Healthy1,0.0619825648,Guanosine
metsox_S_L_m,Healthy1,0.08794585070000001,L-Methionine Sulfoxide
adn_m,Healthy1,0.07648644980000001,Adenosine
dad_2_m,Healthy1,0.0780642555,2-deoxyadenosine
ptrc_m,Healthy1,0.00020213580000000002,Putrescine
uri_m,Healthy1,1e-06,Uridine
pi_m,Healthy1,0.011752746900000001,hydrogenphosphate
asn_L_m,Healthy1,0.022500000000000003,L-asparagine
lys_L_m,Healthy1,0.0029815498000000003,L-lysinium(1+)
gln_L_m,Healthy1,0.018000000000000002,L-glutamine
arg_L_m,Healthy1,0.0149999532,L-argininium(1+)
his_L_m,Healthy1,0.015,L-histidine
ade_m,Healthy1,0.0028013782000000003,Adenine
gua_m,Healthy1,0.0026568533,Guanine
tyr_L_m,Healthy1,0.0055926363,L-tyrosine
ura_m,Healthy1,1e-06,uracil
ile_L_m,Healthy1,0.0076408056,L-isoleucine
leu_L_m,Healthy1,0.0054668514,L-leucine
trp_L_m,Healthy1,0.0081819878,L-tryptophan
val_L_m,Healthy1,0.0067854664000000006,L-valine
glu_L_m,Healthy1,0.0083361662,L-glutamate(1-)
met_L_m,Healthy1,0.0092875575,L-methionine
pro_L_m,Healthy1,0.0091126954,L-proline
fol_m,Healthy1,0.0006125204,Folate
fe3_m,Healthy1,0.0016696565,Fe3+
fe2_m,Healthy1,0.0011613422,Fe2+
k_m,Healthy1,0.0014162672,potassium
cl_m,Healthy1,0.0014155459000000001,Chloride
zn2_m,Healthy1,0.0014155888,Zinc
ca2_m,Healthy1,0.0014155069,calcium(2+)
cu2_m,Healthy1,0.0014154569000000001,Cu2+
mn2_m,Healthy1,0.0014154852,Mn2+
cobalt2_m,Healthy1,0.0014153668,Co2+
mg2_m,Healthy1,0.0014150243,magnesium
pnto_R_m,Healthy1,0.0001093159,(R)-Pantothenate
12dgr180_m,Healthy1,1e-06,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydam_m,Healthy1,0.0010638771,Pyridoxamine
spmd_m,Healthy1,0.0004009571,Spermidine
thm_m,Healthy1,0.00039950200000000004,Thiamin
pheme_m,Healthy1,0.00037613180000000004,Protoheme
sheme_m,Healthy1,0.0001683214,Siroheme
ocdcea_m,Healthy1,1e-06,octadecenoate (n-C18:1)
q8_m,Healthy1,0.000199847,Ubiquinone-8
2dmmq8_m,Healthy1,4.8093e-06,2-Demethylmenaquinone 8
4abz_m,Healthy1,1e-06,4-Aminobenzoate
indole_m,Healthy1,6.67636e-05,Indole
gthox_m,Healthy1,1e-06,Oxidized glutathione
thymd_m,Healthy1,1e-06,Thymidine
amylose300_m,Healthy1,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
galmannan_m,Healthy1,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,Healthy1,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
starch1200_m,Healthy1,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
adocbl_m,Healthy1,1e-06,Adenosylcobalamin
xyl_D_m,Healthy1,1e-06,aldehydo-D-xylose
mqn7_m,Healthy1,2.4155200000000002e-05,Menaquinone 7
pydx_m,Healthy1,2.6672500000000003e-05,Pyridoxal
pydxn_m,Healthy1,2.6698500000000005e-05,Pyridoxine
ncam_m,Healthy1,0.0027370638,Nicotinamide
no2_m,Healthy1,0.0025661457,Nitrite
gly_m,Healthy1,0.0043431343,Glycine
phe_L_m,Healthy1,0.0036731952000000003,L-phenylalanine
thr_L_m,Healthy1,0.0096947735,L-threonine
ser_L_m,Healthy1,0.0077203919,L-serine
ala_D_m,Healthy1,0.0081311493,D-alanine
ala_L_m,Healthy1,0.0081239741,L-alanine
asp_L_m,Healthy1,0.005877427,L-aspartate(1-)
cys_L_m,Healthy1,0.0051158908,L-cysteine
glyc3p_m,Healthy2,0.0875378706,Glycerol 3-phosphate
cytd_m,Healthy2,0.06195317300000001,Cytidine
dcyt_m,Healthy2,0.0585921038,Deoxycytidine
cgly_m,Healthy2,0.1,L-cysteinylglycine
amp_m,Healthy2,0.1000000018,AMP
nmn_m,Healthy2,0.0999999994,NMN
26dap_M_m,Healthy2,0.0837481046,"meso-2,6-Diaminoheptanedioate"
orn_m,Healthy2,0.1000000047,Ornithine
csn_m,Healthy2,0.0037744641,cytosine
acnam_m,Healthy2,0.09659403080000001,N-acetylneuraminate
gam_m,Healthy2,0.0804349555,D-Glucosamine
acgam_m,Healthy2,0.0929480465,N-acetyl-D-glucosamine
acmana_m,Healthy2,0.0930667251,N-acetyl-D-mannosamine
dgsn_m,Healthy2,0.0420216582,Deoxyguanosine
gsn_m,Healthy2,0.0432401786,Guanosine
metsox_S_L_m,Healthy2,0.0804826416,L-Methionine Sulfoxide
adn_m,Healthy2,0.0538204247,Adenosine
dad_2_m,Healthy2,0.052360071,2-deoxyadenosine
ptrc_m,Healthy2,0.0008884787000000001,Putrescine
uri_m,Healthy2,1e-06,Uridine
pi_m,Healthy2,0.028511631000000003,hydrogenphosphate
asn_L_m,Healthy2,0.022500000000000003,L-asparagine
lys_L_m,Healthy2,0.0024819217,L-lysinium(1+)
gln_L_m,Healthy2,0.018000000000000002,L-glutamine
arg_L_m,Healthy2,0.014999991700000001,L-argininium(1+)
his_L_m,Healthy2,0.015,L-histidine
ade_m,Healthy2,0.0036724181000000002,Adenine
gua_m,Healthy2,0.0035633968,Guanine
tyr_L_m,Healthy2,0.0086624974,L-tyrosine
ura_m,Healthy2,1e-06,uracil
ile_L_m,Healthy2,0.0057441169,L-isoleucine
leu_L_m,Healthy2,0.0036049176000000002,L-leucine
trp_L_m,Healthy2,0.0081820042,L-tryptophan
val_L_m,Healthy2,0.0046040762,L-valine
glu_L_m,Healthy2,0.0074564909,L-glutamate(1-)
met_L_m,Healthy2,0.0079767378,L-methionine
pro_L_m,Healthy2,0.0078770025,L-proline
fol_m,Healthy2,0.0026658022,Folate
fe3_m,Healthy2,0.0019220456,Fe3+
fe2_m,Healthy2,0.001816169,Fe2+
k_m,Healthy2,0.0018685584000000001,potassium
cl_m,Healthy2,0.0018685239,Chloride
zn2_m,Healthy2,0.0018685470000000001,Zinc
ca2_m,Healthy2,0.0018685403,calcium(2+)
cu2_m,Healthy2,0.0018685437,Cu2+
mn2_m,Healthy2,0.0018685368000000001,Mn2+
cobalt2_m,Healthy2,0.001868531,Co2+
mg2_m,Healthy2,0.0018685470000000001,magnesium
pnto_R_m,Healthy2,0.0012119782000000001,(R)-Pantothenate
12dgr180_m,Healthy2,0.0024283614,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydam_m,Healthy2,0.0001601267,Pyridoxamine
spmd_m,Healthy2,0.0010407766,Spermidine
thm_m,Healthy2,0.0010364485,Thiamin
pheme_m,Healthy2,0.0007860211000000001,Protoheme
sheme_m,Healthy2,0.000596576,Siroheme
ocdcea_m,Healthy2,1e-06,octadecenoate (n-C18:1)
q8_m,Healthy2,0.00015227750000000001,Ubiquinone-8
2dmmq8_m,Healthy2,1e-06,2-Demethylmenaquinone 8
4abz_m,Healthy2,1e-06,4-Aminobenzoate
indole_m,Healthy2,7.313250000000001e-05,Indole
gthox_m,Healthy2,3.2895800000000004e-05,Oxidized glutathione
thymd_m,Healthy2,1e-06,Thymidine
amylose300_m,Healthy2,1e-06,"amylose (n=300 repeat units, alpha-1,4-glc)"
galmannan_m,Healthy2,1e-06,"Carob galactomannan, Gal:Man ratio 22/78. 220 gal, 780 man assumed"
xyluglc_m,Healthy2,1e-06,"Xyluglucan, PMID:16663672, Fry SC 1989. 600 glc_D, 360 xyl_D, 108 gal, 60 fuc_L, 6 arab_L"
starch1200_m,Healthy2,1e-06,"starch n=1200 repeat units (300 repeat units amylose, 900 repeat units amylopectin, corresponds to potatoe starch)"
adocbl_m,Healthy2,1e-06,Adenosylcobalamin
xyl_D_m,Healthy2,1e-06,aldehydo-D-xylose
mqn7_m,Healthy2,0.0010040969,Menaquinone 7
pydx_m,Healthy2,0.0005911059000000001,Pyridoxal
pydxn_m,Healthy2,0.0005900863,Pyridoxine
ncam_m,Healthy2,0.0036014871,Nicotinamide
no2_m,Healthy2,0.0032787559000000003,Nitrite
gly_m,Healthy2,0.0047318979,Glycine
phe_L_m,Healthy2,0.0047791381,L-phenylalanine
thr_L_m,Healthy2,0.0069203306,L-threonine
ser_L_m,Healthy2,0.0069484435,L-serine
ala_D_m,Healthy2,0.0069591872,D-alanine
ala_L_m,Healthy2,0.0069740316000000005,L-alanine
asp_L_m,Healthy2,0.006386101700000001,L-aspartate(1-)
cys_L_m,Healthy2,0.0068499878,L-cysteine
glyc3p_m,Cancer4,0.0808096225,Glycerol 3-phosphate
cytd_m,Cancer4,0.0587875973,Cytidine
dcyt_m,Cancer4,0.0696159303,Deoxycytidine
cgly_m,Cancer4,0.1,L-cysteinylglycine
amp_m,Cancer4,0.1000000098,AMP
nmn_m,Cancer4,0.1000000011,NMN
26dap_M_m,Cancer4,0.0999999946,"meso-2,6-Diaminoheptanedioate"
orn_m,Cancer4,0.1000000026,Ornithine
csn_m,Cancer4,0.0024056233,cytosine
acnam_m,Cancer4,0.0977446852,N-acetylneuraminate
gam_m,Cancer4,0.0822799657,D-Glucosamine
acgam_m,Cancer4,0.0952638918,N-acetyl-D-glucosamine
acmana_m,Cancer4,0.0952995477,N-acetyl-D-mannosamine
dgsn_m,Cancer4,0.031995490200000004,Deoxyguanosine
gsn_m,Cancer4,0.0253338513,Guanosine
metsox_S_L_m,Cancer4,0.0872734617,L-Methionine Sulfoxide
adn_m,Cancer4,0.053653933200000004,Adenosine
dad_2_m,Cancer4,0.0656077387,2-deoxyadenosine
ptrc_m,Cancer4,0.0005365322,Putrescine
uri_m,Cancer4,1e-06,Uridine
pi_m,Cancer4,0.0050219555,hydrogenphosphate
asn_L_m,Cancer4,0.022500000000000003,L-asparagine
lys_L_m,Cancer4,0.015,L-lysinium(1+)
gln_L_m,Cancer4,0.018000000000000002,L-glutamine
arg_L_m,Cancer4,0.014999980900000001,L-argininium(1+)
his_L_m,Cancer4,0.014999982700000001,L-histidine
ade_m,Cancer4,0.0023625336,Adenine
gua_m,Cancer4,0.0022119487000000003,Guanine
tyr_L_m,Cancer4,0.0050026135,L-tyrosine
ura_m,Cancer4,1e-06,uracil
ile_L_m,Cancer4,0.0066048527,L-isoleucine
leu_L_m,Cancer4,0.0035580847000000002,L-leucine
trp_L_m,Cancer4,0.0081819897,L-tryptophan
val_L_m,Cancer4,0.0057890465000000006,L-valine
glu_L_m,Cancer4,0.006341775500000001,L-glutamate(1-)
met_L_m,Cancer4,0.0076689365,L-methionine
pro_L_m,Cancer4,0.0072732673000000005,L-proline
fol_m,Cancer4,0.0018134224,Folate
fe3_m,Cancer4,0.0021581234,Fe3+
fe2_m,Cancer4,0.0021277831,Fe2+
k_m,Cancer4,0.0021355961,potassium
cl_m,Cancer4,0.0021357779,Chloride
zn2_m,Cancer4,0.0021357927,Zinc
ca2_m,Cancer4,0.0021358258,calcium(2+)
cu2_m,Cancer4,0.0021358135,Cu2+
mn2_m,Cancer4,0.0021358261,Mn2+
cobalt2_m,Cancer4,0.0021357961,Co2+
mg2_m,Cancer4,0.0021358076,magnesium
pnto_R_m,Cancer4,0.0022563945000000003,(R)-Pantothenate
12dgr180_m,Cancer4,0.0004158842,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)"
pydam_m,Cancer4,0.0001346923,Pyridoxamine
spmd_m,Cancer4,0.0006631412,Spermidine
thm_m,Cancer4,0.0006583465,Thiamin
pheme_m,Cancer4,0.0006158346,Protoheme
sheme_m,Cancer4,0.0005507912,Siroheme
ocdcea_m,Cancer4,1e-06,octadecenoate (n-C18:1)
q8_m,Cancer4,1.4159e-06,Ubiquinone-8
2dmmq8_m,Cancer4,4.87597e-05,2-Demethylmenaquinone 8
4abz_m,Cancer4,1e-06,4-Aminobenzoate
indole_m,Cancer4,4.6054600000000005e-05,Indole
