index,level,interaction,composite
830,complex,TRUE,FALSE
831,complex,FALSE,FALSE
832,complex,FALSE,FALSE
833,complex,FALSE,FALSE
834,extracomplex,FALSE,FALSE
835,extracomplex,TRUE,FALSE
836,complex,FALSE,FALSE
837,complex,FALSE,FALSE
838,complex,FALSE,FALSE
839,complex,FALSE,FALSE
840,complex,FALSE,FALSE
841,complex,FALSE,FALSE
842,complex,FALSE,FALSE
843,complex,FALSE,FALSE
844,complex,FALSE,FALSE
845,extracomplex,TRUE,TRUE
846,complex,FALSE,TRUE
847,complex,FALSE,TRUE
848,complex,FALSE,FALSE
849,complex,FALSE,FALSE
850,complex,FALSE,FALSE
851,extracomplex,FALSE,TRUE
852,extracomplex,TRUE,FALSE
853,complex,FALSE,FALSE
854,complex,FALSE,FALSE
855,complex,FALSE,FALSE
856,complex,FALSE,FALSE
857,extracomplex,TRUE,FALSE
858,complex,TRUE,FALSE
859,complex,FALSE,TRUE
860,complex,FALSE,TRUE
861,complex,FALSE,FALSE
862,complex,FALSE,FALSE
863,complex,FALSE,FALSE
864,complex,FALSE,FALSE
865,complex,FALSE,FALSE
866,complex,FALSE,FALSE
867,extracomplex,FALSE,TRUE
868,complex,FALSE,FALSE
869,complex,FALSE,FALSE
870,complex,FALSE,FALSE
871,extracomplex,TRUE,TRUE
872,complex,TRUE,FALSE
873,extracomplex,TRUE,FALSE
874,medium,FALSE,FALSE
875,complex,TRUE,FALSE
876,complex,TRUE,FALSE
877,medium,FALSE,FALSE
878,extracomplex,TRUE,FALSE
879,complex,TRUE,FALSE
880,extracomplex,TRUE,TRUE
881,extracomplex,TRUE,TRUE
882,extracomplex,TRUE,TRUE
883,extracomplex,TRUE,TRUE
884,extracomplex,TRUE,TRUE
885,complex,FALSE,FALSE
886,extracomplex,TRUE,TRUE
887,extracomplex,TRUE,FALSE
888,extracomplex,TRUE,TRUE
889,extracomplex,TRUE,FALSE
890,extracomplex,TRUE,FALSE
891,extracomplex,TRUE,TRUE
892,extracomplex,TRUE,TRUE
893,extracomplex,TRUE,TRUE
894,extracomplex,TRUE,TRUE
895,complex,FALSE,FALSE
896,complex,FALSE,FALSE
897,extracomplex,TRUE,FALSE
898,extracomplex,TRUE,TRUE
899,complex,FALSE,FALSE
900,extracomplex,TRUE,TRUE
901,extracomplex,TRUE,TRUE
902,complex,TRUE,FALSE
903,complex,FALSE,FALSE
904,complex,FALSE,FALSE
905,complex,FALSE,FALSE
906,complex,FALSE,FALSE
907,complex,FALSE,FALSE
908,extracomplex,TRUE,TRUE
909,extracomplex,TRUE,TRUE
910,extracomplex,TRUE,TRUE
911,extracomplex,TRUE,TRUE
912,extracomplex,TRUE,TRUE
913,extracomplex,TRUE,TRUE
914,extracomplex,TRUE,TRUE
915,extracomplex,TRUE,TRUE
916,extracomplex,TRUE,TRUE
917,extracomplex,TRUE,FALSE
918,complex,FALSE,FALSE
919,extracomplex,TRUE,FALSE
920,extracomplex,TRUE,TRUE
921,extracomplex,TRUE,FALSE
922,extracomplex,TRUE,FALSE
923,extracomplex,TRUE,FALSE
924,complex,FALSE,FALSE
925,complex,FALSE,FALSE
926,complex,FALSE,FALSE
927,complex,FALSE,FALSE
928,complex,FALSE,FALSE
929,complex,FALSE,FALSE
930,complex,FALSE,FALSE
931,complex,FALSE,FALSE
932,complex,FALSE,FALSE
933,extracomplex,TRUE,FALSE
934,extracomplex,TRUE,TRUE
935,extracomplex,TRUE,FALSE
936,extracomplex,TRUE,FALSE
937,complex,FALSE,FALSE
938,complex,FALSE,FALSE
939,complex,FALSE,FALSE
940,complex,FALSE,FALSE
941,extracomplex,TRUE,FALSE
942,extracomplex,FALSE,FALSE
943,extracomplex,TRUE,TRUE
944,extracomplex,TRUE,TRUE
945,extracomplex,TRUE,TRUE
946,complex,FALSE,FALSE
947,extracomplex,TRUE,TRUE
948,extracomplex,TRUE,TRUE
949,extracomplex,TRUE,TRUE
950,extracomplex,TRUE,TRUE
951,extracomplex,TRUE,FALSE
952,extracomplex,TRUE,TRUE
953,complex,FALSE,FALSE
954,extracomplex,TRUE,TRUE
955,extracomplex,TRUE,TRUE
956,extracomplex,TRUE,TRUE
957,extracomplex,TRUE,TRUE
958,extracomplex,TRUE,TRUE
959,extracomplex,TRUE,FALSE
960,extracomplex,TRUE,TRUE
961,extracomplex,TRUE,FALSE
962,complex,FALSE,TRUE
963,extracomplex,FALSE,TRUE
964,extracomplex,TRUE,FALSE
965,extracomplex,TRUE,FALSE
966,extracomplex,TRUE,FALSE
967,extracomplex,TRUE,TRUE
968,complex,FALSE,FALSE
969,complex,FALSE,FALSE
970,complex,FALSE,FALSE
971,extracomplex,FALSE,FALSE
972,complex,FALSE,FALSE
973,complex,FALSE,FALSE
974,complex,FALSE,FALSE
975,complex,TRUE,FALSE
976,extracomplex,TRUE,TRUE
977,extracomplex,TRUE,TRUE
978,complex,TRUE,FALSE
979,extracomplex,TRUE,FALSE
980,extracomplex,TRUE,FALSE
981,extracomplex,TRUE,FALSE
982,extracomplex,TRUE,FALSE
983,extracomplex,TRUE,FALSE
984,extracomplex,TRUE,FALSE
985,extracomplex,TRUE,FALSE
986,extracomplex,TRUE,FALSE
987,extracomplex,TRUE,FALSE
988,complex,TRUE,FALSE
989,complex,TRUE,FALSE
990,complex,TRUE,FALSE
991,extracomplex,TRUE,FALSE
992,extracomplex,TRUE,FALSE
993,complex,TRUE,FALSE
994,extracomplex,TRUE,FALSE
995,extracomplex,TRUE,FALSE
996,complex,TRUE,FALSE
997,extracomplex,TRUE,TRUE
998,extracomplex,TRUE,TRUE
999,complex,FALSE,TRUE
1000,extracomplex,TRUE,TRUE
1001,extracomplex,TRUE,TRUE
1002,complex,FALSE,TRUE
1003,extracomplex,TRUE,FALSE
1004,extracomplex,FALSE,TRUE
1005,extracomplex,TRUE,FALSE
1006,extracomplex,TRUE,TRUE
1007,extracomplex,FALSE,TRUE
1008,extracomplex,TRUE,FALSE
1009,extracomplex,FALSE,TRUE
1010,complex,TRUE,FALSE
1011,complex,FALSE,FALSE
1012,complex,FALSE,FALSE
1013,complex,FALSE,FALSE
1014,complex,FALSE,FALSE
1015,complex,FALSE,FALSE
1016,complex,FALSE,FALSE
1017,complex,FALSE,FALSE
1018,complex,FALSE,FALSE
1019,complex,FALSE,FALSE
1020,complex,FALSE,FALSE
1021,complex,FALSE,FALSE
1022,extracomplex,TRUE,FALSE
1023,complex,FALSE,FALSE
1024,complex,FALSE,TRUE
1025,extracomplex,TRUE,TRUE
1026,complex,FALSE,FALSE
1027,extracomplex,TRUE,FALSE
1028,extracomplex,TRUE,TRUE
1029,extracomplex,FALSE,TRUE
1030,extracomplex,TRUE,TRUE
1031,complex,FALSE,FALSE
1032,complex,FALSE,FALSE
1033,complex,FALSE,FALSE
1034,medium,TRUE,FALSE
1035,simple,FALSE,FALSE
1036,complex,FALSE,FALSE
1037,complex,FALSE,FALSE
1038,extracomplex,TRUE,FALSE
1039,extracomplex,TRUE,TRUE
1040,complex,FALSE,FALSE
1041,complex,TRUE,FALSE
1042,complex,TRUE,FALSE
1043,complex,FALSE,FALSE
1044,complex,FALSE,FALSE
1045,complex,FALSE,FALSE
1046,complex,FALSE,FALSE
1047,complex,FALSE,FALSE
1048,complex,FALSE,FALSE
1049,extracomplex,TRUE,TRUE
1050,complex,TRUE,TRUE
1051,extracomplex,TRUE,TRUE
1052,complex,TRUE,TRUE
1053,complex,TRUE,TRUE
1054,complex,TRUE,TRUE
1055,complex,FALSE,TRUE
1056,extracomplex,FALSE,TRUE
1057,complex,FALSE,TRUE
1058,complex,TRUE,TRUE
1059,extracomplex,TRUE,TRUE
1060,extracomplex,TRUE,TRUE
1061,extracomplex,TRUE,TRUE
1062,complex,TRUE,TRUE
1063,extracomplex,TRUE,TRUE
1064,extracomplex,TRUE,TRUE
1065,complex,FALSE,TRUE
1066,complex,TRUE,TRUE
1067,complex,FALSE,TRUE
1068,extracomplex,TRUE,TRUE
1069,complex,FALSE,TRUE
1070,extracomplex,TRUE,FALSE
1071,complex,FALSE,FALSE
1072,extracomplex,FALSE,FALSE
1073,complex,FALSE,FALSE
1074,extracomplex,TRUE,TRUE
1075,extracomplex,TRUE,FALSE
1076,complex,TRUE,FALSE
1077,extracomplex,TRUE,FALSE
1078,complex,FALSE,FALSE
1079,extracomplex,TRUE,TRUE
1080,complex,FALSE,FALSE
1081,complex,FALSE,FALSE
1082,complex,FALSE,FALSE
1083,complex,FALSE,FALSE
1084,complex,FALSE,FALSE
1085,complex,FALSE,FALSE
1086,extracomplex,TRUE,FALSE
1087,complex,FALSE,FALSE
1088,complex,TRUE,TRUE
1089,complex,FALSE,FALSE
1090,complex,FALSE,FALSE
1091,extracomplex,TRUE,FALSE
1092,complex,FALSE,FALSE
1093,complex,TRUE,FALSE
1094,extracomplex,TRUE,FALSE
1095,complex,TRUE,FALSE
1096,complex,TRUE,FALSE
1097,extracomplex,TRUE,FALSE
1098,extracomplex,TRUE,FALSE
1099,extracomplex,TRUE,FALSE
1100,extracomplex,TRUE,FALSE
1101,complex,TRUE,FALSE
1102,extracomplex,TRUE,FALSE
1103,complex,FALSE,TRUE
1104,extracomplex,FALSE,TRUE
1105,extracomplex,FALSE,TRUE
1106,extracomplex,FALSE,TRUE
1107,extracomplex,FALSE,TRUE
1108,extracomplex,TRUE,TRUE
1109,extracomplex,TRUE,TRUE
1110,complex,TRUE,TRUE
1111,extracomplex,TRUE,TRUE
1112,complex,TRUE,FALSE
1113,extracomplex,TRUE,FALSE
1114,extracomplex,TRUE,TRUE
1115,complex,TRUE,FALSE
1116,extracomplex,TRUE,TRUE
1117,extracomplex,TRUE,TRUE
1118,extracomplex,TRUE,TRUE
1119,complex,TRUE,FALSE
1120,extracomplex,TRUE,FALSE
1121,complex,TRUE,FALSE
1122,complex,TRUE,FALSE
1123,complex,FALSE,FALSE
1124,extracomplex,TRUE,TRUE
1125,extracomplex,TRUE,TRUE
1126,complex,FALSE,FALSE
1127,complex,FALSE,FALSE
1128,complex,FALSE,FALSE
1129,complex,FALSE,FALSE
1130,complex,FALSE,FALSE
1131,complex,FALSE,FALSE
1132,complex,FALSE,FALSE
1133,complex,FALSE,FALSE
1134,complex,FALSE,FALSE
1135,complex,FALSE,FALSE
1136,complex,TRUE,FALSE
1137,complex,TRUE,FALSE
1138,complex,FALSE,FALSE
1139,complex,TRUE,FALSE
1140,complex,TRUE,FALSE
1141,complex,FALSE,FALSE
1142,complex,FALSE,FALSE
1143,complex,FALSE,FALSE
1144,medium,FALSE,FALSE
1145,medium,FALSE,FALSE
1146,complex,TRUE,FALSE
1147,medium,FALSE,FALSE
1148,simple,FALSE,FALSE
1149,extracomplex,TRUE,FALSE
1150,medium,FALSE,FALSE
1151,simple,FALSE,FALSE
1152,simple,FALSE,FALSE
1153,complex,FALSE,FALSE
1154,medium,FALSE,FALSE
1155,simple,FALSE,FALSE
1156,medium,FALSE,FALSE
1157,medium,FALSE,FALSE
1158,medium,FALSE,FALSE
1159,medium,FALSE,FALSE
1160,medium,FALSE,FALSE
1161,medium,FALSE,FALSE
1162,medium,FALSE,FALSE
1163,complex,FALSE,FALSE
1164,complex,FALSE,FALSE
1165,extracomplex,FALSE,TRUE
1166,complex,TRUE,FALSE
1167,complex,TRUE,FALSE
1168,complex,TRUE,FALSE
1169,complex,TRUE,FALSE
1170,simple,FALSE,FALSE
1171,medium,FALSE,TRUE
1172,simple,TRUE,FALSE
1173,extracomplex,TRUE,TRUE
1174,extracomplex,FALSE,FALSE
1175,complex,FALSE,FALSE
1176,extracomplex,FALSE,TRUE
1177,complex,FALSE,FALSE
1178,extracomplex,FALSE,TRUE
1179,complex,TRUE,FALSE
1180,medium,FALSE,FALSE
1181,extracomplex,TRUE,TRUE
1182,extracomplex,TRUE,TRUE
1183,complex,FALSE,FALSE
1184,extracomplex,TRUE,FALSE
1185,extracomplex,TRUE,FALSE
1186,complex,FALSE,FALSE
1187,complex,FALSE,FALSE
1188,complex,FALSE,FALSE
1189,complex,FALSE,FALSE
1190,complex,FALSE,FALSE
1191,complex,FALSE,FALSE
1192,complex,FALSE,FALSE
1193,complex,FALSE,FALSE
1194,medium,FALSE,FALSE
1195,complex,FALSE,FALSE
1196,complex,FALSE,FALSE
1197,complex,FALSE,FALSE
1198,extracomplex,TRUE,FALSE
1199,extracomplex,TRUE,TRUE
1200,extracomplex,TRUE,TRUE
1201,extracomplex,TRUE,TRUE
1202,extracomplex,TRUE,FALSE
1203,extracomplex,TRUE,FALSE
1204,extracomplex,TRUE,TRUE
1205,medium,TRUE,FALSE
1206,extracomplex,FALSE,TRUE
1207,extracomplex,TRUE,TRUE
1208,extracomplex,FALSE,TRUE
1209,extracomplex,TRUE,TRUE
1210,extracomplex,TRUE,TRUE
1211,extracomplex,TRUE,TRUE
1212,extracomplex,TRUE,TRUE
1213,complex,TRUE,FALSE
1214,extracomplex,TRUE,TRUE
1215,simple,FALSE,FALSE
1216,medium,FALSE,FALSE
1217,simple,TRUE,FALSE
1218,extracomplex,TRUE,TRUE
1219,extracomplex,TRUE,FALSE
1220,complex,TRUE,FALSE
1221,extracomplex,TRUE,FALSE
1222,complex,TRUE,FALSE
1223,complex,FALSE,FALSE
1224,complex,FALSE,FALSE
1225,complex,FALSE,FALSE
1226,complex,FALSE,FALSE
1227,complex,FALSE,FALSE
1228,complex,FALSE,FALSE
1229,extracomplex,TRUE,FALSE
1230,complex,FALSE,FALSE
1231,complex,FALSE,FALSE
1232,complex,FALSE,FALSE
1233,extracomplex,TRUE,FALSE
1234,extracomplex,TRUE,FALSE
1235,extracomplex,TRUE,TRUE
1236,extracomplex,TRUE,FALSE
1237,complex,FALSE,FALSE
1238,complex,FALSE,FALSE
1239,complex,FALSE,FALSE
1240,medium,FALSE,TRUE
1241,medium,FALSE,FALSE
1242,medium,FALSE,FALSE
1243,medium,FALSE,FALSE
1244,medium,FALSE,FALSE
1245,medium,FALSE,TRUE
1246,complex,FALSE,TRUE
1247,complex,FALSE,TRUE
1248,complex,FALSE,TRUE
1249,complex,FALSE,TRUE
1250,complex,FALSE,TRUE
1251,complex,FALSE,TRUE
1252,complex,FALSE,TRUE
1253,complex,FALSE,TRUE
1254,complex,FALSE,TRUE
1255,complex,FALSE,TRUE
1256,complex,FALSE,TRUE
1257,complex,FALSE,TRUE
1258,complex,FALSE,TRUE
1259,complex,FALSE,TRUE
1260,complex,FALSE,TRUE
1261,complex,FALSE,TRUE
1262,complex,FALSE,TRUE
1263,complex,FALSE,TRUE
1264,complex,FALSE,TRUE
1265,extracomplex,TRUE,TRUE
1266,complex,FALSE,TRUE
1267,complex,FALSE,TRUE
1268,complex,FALSE,TRUE
1269,complex,FALSE,TRUE
1270,extracomplex,FALSE,TRUE
1271,extracomplex,TRUE,FALSE
1272,complex,FALSE,FALSE
1273,complex,FALSE,FALSE
1274,complex,FALSE,FALSE
1275,extracomplex,FALSE,TRUE
1276,extracomplex,TRUE,TRUE
1277,complex,FALSE,TRUE
1278,medium,FALSE,TRUE
1279,extracomplex,TRUE,FALSE
1280,complex,FALSE,FALSE
1281,complex,FALSE,FALSE
1282,extracomplex,FALSE,TRUE
1283,complex,FALSE,FALSE
1284,complex,FALSE,FALSE
1285,extracomplex,TRUE,TRUE
1286,extracomplex,TRUE,FALSE
1287,extracomplex,TRUE,FALSE
1288,extracomplex,TRUE,FALSE
1289,extracomplex,TRUE,FALSE
1290,extracomplex,TRUE,FALSE
1291,extracomplex,TRUE,FALSE
1292,extracomplex,TRUE,FALSE
1293,complex,FALSE,FALSE
1294,extracomplex,TRUE,FALSE
1295,extracomplex,FALSE,TRUE
1296,complex,FALSE,FALSE
1297,extracomplex,TRUE,FALSE
1298,complex,FALSE,FALSE
1299,complex,FALSE,FALSE
1300,complex,FALSE,FALSE
1301,complex,FALSE,TRUE
1302,medium,FALSE,FALSE
1303,extracomplex,FALSE,TRUE
1304,complex,FALSE,FALSE
1305,complex,FALSE,FALSE
1306,medium,FALSE,FALSE
1307,extracomplex,FALSE,TRUE
1308,complex,FALSE,TRUE
1309,complex,FALSE,TRUE
1310,complex,FALSE,FALSE
1311,extracomplex,FALSE,TRUE
1312,complex,FALSE,FALSE
1313,complex,FALSE,FALSE
1314,extracomplex,TRUE,TRUE
1315,extracomplex,FALSE,TRUE
1316,complex,FALSE,TRUE
1317,extracomplex,FALSE,TRUE
1318,extracomplex,FALSE,TRUE
1319,extracomplex,FALSE,TRUE
1320,extracomplex,FALSE,TRUE
1321,extracomplex,FALSE,TRUE
1322,extracomplex,FALSE,TRUE
1323,extracomplex,FALSE,TRUE
1324,extracomplex,FALSE,TRUE
1325,extracomplex,FALSE,TRUE
1326,extracomplex,FALSE,TRUE
1327,extracomplex,FALSE,TRUE
1328,extracomplex,FALSE,TRUE
1329,extracomplex,FALSE,TRUE
1330,extracomplex,FALSE,TRUE
1331,extracomplex,FALSE,TRUE
1332,extracomplex,FALSE,TRUE
1333,extracomplex,FALSE,TRUE
1334,extracomplex,FALSE,TRUE
1335,extracomplex,FALSE,TRUE
1336,extracomplex,FALSE,TRUE
1337,extracomplex,FALSE,TRUE
1338,extracomplex,FALSE,TRUE
1339,extracomplex,FALSE,TRUE
1340,extracomplex,FALSE,TRUE
1341,extracomplex,FALSE,TRUE
1342,extracomplex,FALSE,TRUE
1343,extracomplex,FALSE,TRUE
1344,extracomplex,FALSE,TRUE
1345,extracomplex,FALSE,TRUE
1346,simple,FALSE,FALSE
1347,complex,TRUE,TRUE
1348,complex,TRUE,FALSE
1349,extracomplex,FALSE,TRUE
1350,extracomplex,FALSE,TRUE
1351,complex,FALSE,TRUE
1352,complex,FALSE,FALSE
1353,extracomplex,TRUE,TRUE
1354,extracomplex,TRUE,TRUE
1355,extracomplex,FALSE,TRUE
1356,extracomplex,FALSE,TRUE
1357,extracomplex,TRUE,TRUE
1358,extracomplex,TRUE,TRUE
1359,simple,FALSE,FALSE
1360,medium,FALSE,FALSE
1361,complex,TRUE,FALSE
1362,complex,FALSE,FALSE
1363,complex,FALSE,FALSE
1364,complex,FALSE,FALSE
1365,complex,FALSE,FALSE
1366,medium,FALSE,FALSE
1367,complex,FALSE,TRUE
1368,complex,FALSE,TRUE
1369,medium,FALSE,FALSE
1370,complex,FALSE,FALSE
1371,medium,FALSE,FALSE
1372,medium,FALSE,FALSE
1373,medium,FALSE,FALSE
1374,complex,FALSE,FALSE
1375,medium,FALSE,FALSE
1376,complex,FALSE,FALSE
1377,medium,FALSE,FALSE
1378,medium,FALSE,FALSE
1379,medium,FALSE,FALSE
1380,complex,TRUE,FALSE
1381,simple,FALSE,FALSE
1382,simple,FALSE,FALSE
1383,complex,TRUE,FALSE
1384,medium,FALSE,FALSE
1385,simple,FALSE,FALSE
1386,simple,FALSE,FALSE
1387,simple,FALSE,FALSE
1388,simple,FALSE,FALSE
1389,simple,FALSE,FALSE
1390,extracomplex,TRUE,TRUE
1391,complex,FALSE,TRUE
1392,medium,TRUE,FALSE
1393,complex,FALSE,FALSE
1394,complex,FALSE,FALSE
1395,complex,FALSE,FALSE
1396,medium,FALSE,FALSE
1397,extracomplex,TRUE,TRUE
1398,extracomplex,FALSE,TRUE
1399,medium,FALSE,FALSE
1400,extracomplex,TRUE,TRUE
1401,extracomplex,FALSE,TRUE
1402,medium,FALSE,FALSE
1403,medium,FALSE,FALSE
1404,medium,FALSE,FALSE
1405,complex,FALSE,FALSE
1406,complex,FALSE,FALSE
1407,simple,FALSE,FALSE
1408,extracomplex,TRUE,TRUE
1409,extracomplex,TRUE,TRUE
1410,extracomplex,TRUE,FALSE
1411,complex,FALSE,FALSE
1412,extracomplex,TRUE,TRUE
1413,extracomplex,TRUE,TRUE
1414,extracomplex,TRUE,TRUE
1415,extracomplex,TRUE,TRUE
1416,complex,TRUE,FALSE
1417,medium,FALSE,FALSE
1418,medium,TRUE,FALSE
1419,medium,TRUE,FALSE
1420,medium,TRUE,FALSE
1421,medium,TRUE,FALSE
1422,complex,TRUE,TRUE
1423,extracomplex,TRUE,TRUE
1424,complex,TRUE,TRUE
1425,extracomplex,TRUE,TRUE
1426,extracomplex,TRUE,TRUE
1427,extracomplex,TRUE,FALSE
1428,extracomplex,TRUE,FALSE
1429,complex,TRUE,FALSE
1430,complex,TRUE,FALSE
1431,complex,TRUE,FALSE
1432,complex,TRUE,TRUE
1433,extracomplex,TRUE,TRUE
1434,extracomplex,TRUE,TRUE
1435,extracomplex,TRUE,FALSE
1436,extracomplex,TRUE,FALSE
1437,complex,TRUE,FALSE
1438,complex,TRUE,FALSE
1439,complex,TRUE,FALSE
1440,complex,TRUE,TRUE
1441,extracomplex,TRUE,TRUE
1442,complex,TRUE,TRUE
1443,extracomplex,TRUE,TRUE
1444,medium,FALSE,FALSE
1445,extracomplex,TRUE,TRUE
1446,extracomplex,TRUE,TRUE
1447,complex,TRUE,FALSE
1448,complex,TRUE,FALSE
1449,complex,TRUE,FALSE
1450,complex,TRUE,FALSE
1451,complex,TRUE,FALSE
1452,complex,TRUE,FALSE
1453,complex,TRUE,FALSE
1454,complex,TRUE,FALSE
1455,simple,FALSE,FALSE
1456,medium,FALSE,FALSE
1457,complex,FALSE,FALSE
1458,complex,FALSE,FALSE
1459,extracomplex,FALSE,TRUE
1460,complex,FALSE,TRUE
1461,medium,FALSE,FALSE
1462,medium,FALSE,FALSE
1463,complex,FALSE,TRUE
1464,complex,FALSE,FALSE
1465,extracomplex,FALSE,FALSE
1466,extracomplex,FALSE,FALSE
1467,extracomplex,FALSE,FALSE
1468,extracomplex,FALSE,TRUE
1469,extracomplex,TRUE,TRUE
1470,extracomplex,TRUE,TRUE
1471,complex,TRUE,FALSE
1472,complex,TRUE,FALSE
1473,complex,TRUE,FALSE
1474,complex,TRUE,FALSE
1475,complex,TRUE,FALSE
1476,complex,TRUE,FALSE
1477,complex,TRUE,FALSE
1478,complex,TRUE,FALSE
1479,complex,TRUE,FALSE
1480,complex,TRUE,FALSE
1481,complex,TRUE,FALSE
1482,complex,TRUE,FALSE
1483,complex,TRUE,FALSE
1484,complex,TRUE,FALSE
1485,complex,FALSE,TRUE
1486,extracomplex,FALSE,TRUE
1487,extracomplex,FALSE,TRUE
1488,extracomplex,FALSE,TRUE
1489,extracomplex,FALSE,TRUE
1490,extracomplex,FALSE,TRUE
1491,extracomplex,FALSE,TRUE
1492,complex,FALSE,TRUE
1493,medium,FALSE,FALSE
1494,medium,FALSE,FALSE
1495,medium,FALSE,FALSE
1496,complex,FALSE,TRUE
1497,medium,FALSE,FALSE
1498,complex,FALSE,TRUE
1499,medium,FALSE,FALSE
1500,medium,FALSE,FALSE
1501,simple,FALSE,FALSE
1502,medium,FALSE,FALSE
1503,medium,FALSE,FALSE
1504,complex,FALSE,FALSE
1505,medium,FALSE,FALSE
1506,medium,FALSE,TRUE
1507,medium,FALSE,FALSE
1508,medium,TRUE,FALSE
1509,medium,TRUE,FALSE
1510,complex,TRUE,FALSE
1511,complex,TRUE,FALSE
1512,complex,TRUE,FALSE
1513,complex,TRUE,FALSE
1514,complex,TRUE,FALSE
1515,complex,TRUE,FALSE
1516,complex,TRUE,FALSE
1517,extracomplex,TRUE,TRUE
1518,extracomplex,TRUE,TRUE
1519,extracomplex,TRUE,FALSE
1520,extracomplex,FALSE,FALSE
1521,extracomplex,FALSE,FALSE
1522,extracomplex,TRUE,FALSE
1523,extracomplex,FALSE,FALSE
1524,extracomplex,FALSE,FALSE
1525,extracomplex,TRUE,TRUE
1526,complex,TRUE,FALSE
1527,medium,FALSE,FALSE
1528,medium,FALSE,FALSE
1529,extracomplex,TRUE,TRUE
1530,extracomplex,FALSE,TRUE
1531,complex,TRUE,FALSE
1532,complex,TRUE,FALSE
1533,complex,TRUE,FALSE
1534,extracomplex,TRUE,TRUE
1535,complex,TRUE,FALSE
1536,extracomplex,TRUE,TRUE
1537,complex,FALSE,FALSE
1538,complex,TRUE,FALSE
1539,complex,TRUE,FALSE
1540,complex,TRUE,FALSE
1541,extracomplex,TRUE,TRUE
1542,extracomplex,TRUE,TRUE
1543,extracomplex,TRUE,TRUE
1544,extracomplex,TRUE,TRUE
1545,extracomplex,FALSE,TRUE
1546,medium,FALSE,FALSE
1547,extracomplex,TRUE,TRUE
1548,complex,TRUE,FALSE
1549,extracomplex,TRUE,TRUE
1550,extracomplex,TRUE,FALSE
1551,extracomplex,TRUE,TRUE
1552,extracomplex,TRUE,TRUE
1553,complex,TRUE,TRUE
1554,complex,TRUE,TRUE
1555,complex,TRUE,TRUE
1556,simple,FALSE,FALSE
1557,medium,FALSE,FALSE
1558,medium,FALSE,FALSE
1559,complex,FALSE,FALSE
1560,medium,FALSE,FALSE
1561,extracomplex,TRUE,TRUE
1562,complex,TRUE,FALSE
1563,simple,FALSE,FALSE
1564,complex,FALSE,FALSE
1565,simple,FALSE,FALSE
1566,complex,FALSE,FALSE
1567,simple,FALSE,FALSE
1568,complex,FALSE,FALSE
1569,simple,FALSE,FALSE
1570,simple,FALSE,FALSE
1571,complex,FALSE,FALSE
1572,simple,FALSE,FALSE
1573,complex,FALSE,FALSE
1574,simple,FALSE,FALSE
1575,complex,FALSE,FALSE
1576,simple,FALSE,FALSE
1577,simple,FALSE,FALSE
1578,simple,FALSE,FALSE
1579,medium,FALSE,FALSE
1580,medium,FALSE,FALSE
1581,medium,FALSE,FALSE
1582,complex,FALSE,FALSE
1583,simple,FALSE,FALSE
1584,simple,FALSE,FALSE
1585,medium,FALSE,FALSE
1586,complex,FALSE,FALSE
1587,medium,FALSE,FALSE
1588,complex,FALSE,FALSE
1589,complex,FALSE,FALSE
1590,complex,FALSE,FALSE
1591,complex,FALSE,FALSE
1592,complex,FALSE,FALSE
1593,complex,FALSE,FALSE
1594,complex,FALSE,FALSE
1595,complex,FALSE,FALSE
1596,complex,FALSE,FALSE
1597,complex,FALSE,FALSE
1598,medium,FALSE,FALSE
1599,complex,FALSE,FALSE
1600,complex,FALSE,FALSE
1601,complex,FALSE,FALSE
1602,complex,FALSE,FALSE
1603,complex,FALSE,FALSE
1604,complex,FALSE,FALSE
1605,complex,FALSE,FALSE
1606,complex,FALSE,FALSE
1607,complex,FALSE,FALSE
1608,simple,TRUE,FALSE
1609,complex,TRUE,FALSE
1610,medium,TRUE,FALSE
1611,medium,TRUE,FALSE
1612,medium,TRUE,FALSE
1613,medium,TRUE,FALSE
1614,medium,TRUE,FALSE
1615,medium,TRUE,FALSE
1616,medium,TRUE,FALSE
1617,medium,TRUE,FALSE
1618,medium,TRUE,FALSE
1619,medium,TRUE,FALSE
1620,complex,TRUE,TRUE
1621,complex,TRUE,TRUE
1622,complex,TRUE,TRUE
1623,complex,TRUE,TRUE
1624,complex,TRUE,TRUE
1625,complex,TRUE,TRUE
1626,complex,TRUE,FALSE
1627,medium,FALSE,FALSE
1628,simple,FALSE,FALSE
1629,extracomplex,FALSE,TRUE
1630,extracomplex,FALSE,TRUE
1631,medium,FALSE,FALSE
1632,extracomplex,FALSE,TRUE
1633,simple,FALSE,FALSE
1634,extracomplex,FALSE,TRUE
1635,simple,FALSE,FALSE
1636,simple,FALSE,FALSE
1637,simple,FALSE,FALSE
1638,simple,FALSE,FALSE
1639,simple,FALSE,FALSE
1640,simple,FALSE,FALSE
1641,medium,FALSE,FALSE
1642,simple,FALSE,FALSE
1643,medium,FALSE,FALSE
1644,medium,FALSE,FALSE
1645,medium,FALSE,FALSE
1646,medium,FALSE,FALSE
1647,medium,FALSE,FALSE
1648,medium,FALSE,FALSE
1649,medium,FALSE,TRUE
1650,simple,FALSE,FALSE
1651,medium,FALSE,TRUE
1652,simple,FALSE,FALSE
1653,simple,FALSE,FALSE
1654,medium,FALSE,FALSE
1655,medium,FALSE,FALSE
1656,medium,FALSE,FALSE
1657,medium,FALSE,FALSE
