sentences,axes,ptypes,scores,dnames
How do people generally feel about their neighborhood safety?,Implicit-Explicit,compositional-nonvisual,1,kong|kong_65
What is the highest ratio of positive responses to the question about feeling safe in one's neighborhood?,Non-technical-Technical,compositional-nonvisual,4,kong|kong_65
What's the biggest percentage of people who say they feel safe in their neighborhood?,Colloquial-Standard,compositional-nonvisual,2,kong|kong_65
What do you think is the highest agreement rate we got on the neighborhood safety question?,Implicit-Explicit,compositional-nonvisual,3,kong|kong_65
"Can we find out how many people agreed with the statement ""I feel safe in my neighborhood""?",Subjective-Objective,compositional-nonvisual,3,kong|kong_65
How long do you think the bar is that shows the number of people who feel safe in their neighborhood?,Subjective-Objective,lookup-visual,1,kong|kong_65
"What's the measurement of the bar that corresponds to the proportion of survey participants who selected ""Agree"" in response to the safety in their neighborhood?",Non-technical-Technical,lookup-visual,4,kong|kong_65
Can we determine the length of the bar that represents the percentage of people who feel safe in their neighborhood?,Subjective-Objective,lookup-visual,3,kong|kong_65
Which bar do you think shows the most people feeling safe in their neighborhood?,Subjective-Objective,compositional-visual,1,kong|kong_65
"Which response to ""Do you feel safe in your area?"" has the highest count?",Non-technical-Technical,compositional-visual,2,kong|kong_65
What is the maximum percentage in a specified category for a particular administration?,Colloquial-Standard,lookup-nonvisual,5,kong|kong_68
What's the best percentage we've ever seen in any category for this administration?,Subjective-Objective,lookup-nonvisual,1,kong|kong_68
What's the maximum proportion in a specific category for a certain administration?,Non-technical-Technical,lookup-nonvisual,3,kong|kong_68
What is the maximal percentile in a specified taxonomic group for a particular governing entity?,Non-technical-Technical,lookup-nonvisual,5,kong|kong_68
What is the highest percentage in a given category for a particular administration?,Colloquial-Standard,lookup-nonvisual,4,kong|kong_68
What's the highest percentage in all categories for each time it's been administered?,Colloquial-Standard,compositional-nonvisual,3,kong|kong_68
What is the highest percentage in each category for each instance it's been administered?,Non-technical-Technical,compositional-nonvisual,3,kong|kong_68
"What's the highest percentage for each category, each time it's been done?",Colloquial-Standard,compositional-nonvisual,2,kong|kong_68
"I'm curious, what could be the highest percentage across all categories for each administration?",Subjective-Objective,compositional-nonvisual,2,kong|kong_68
What is the peak percentage in each category for every administration?,Non-technical-Technical,compositional-nonvisual,4,kong|kong_68
Please provide the income rank that experienced the highest percentage change in income.,Implicit-Explicit,lookup-nonvisual,5,kong|kong_69
What income rank has seen a notable change in income?,Subjective-Objective,lookup-nonvisual,4,kong|kong_69
What's the rank for the highest percent change in income?,Colloquial-Standard,lookup-nonvisual,2,kong|kong_69
Could you inform me of the income rank associated with the greatest percentage change in income?,Colloquial-Standard,lookup-nonvisual,4,kong|kong_69
What's the position on the list for the biggest change in how much money people make?,Non-technical-Technical,lookup-nonvisual,1,kong|kong_69
Could you elucidate the income rank that is associated with the most significant percentage alteration in income?,Colloquial-Standard,lookup-nonvisual,5,kong|kong_69
What is the income rank that has experienced the greatest percentage change in income?,Subjective-Objective,lookup-nonvisual,5,kong|kong_69
What is the greatest percentage change in income and to which income rank does it pertain?,Colloquial-Standard,compositional-nonvisual,4,kong|kong_69
What's the biggest change in how much money someone makes and where does that person stand in terms of earnings?,Non-technical-Technical,compositional-nonvisual,1,kong|kong_69
Please provide the maximum percentage change in income and specify the income rank it corresponds to.,Implicit-Explicit,compositional-nonvisual,5,kong|kong_69
What's the largest change in someone's earnings and what's their position in the income scale?,Non-technical-Technical,compositional-nonvisual,2,kong|kong_69
What's the highest percentage change in income and what income rank does it relate to?,Implicit-Explicit,compositional-nonvisual,4,kong|kong_69
What is the greatest percentage fluctuation in income and to which income percentile does it relate?,Non-technical-Technical,compositional-nonvisual,4,kong|kong_69
What's the biggest change in cash we're talking about and who's making that much?,Colloquial-Standard,compositional-nonvisual,1,kong|kong_69
Could you please inform me of the percentage of individuals who are in agreement?,Colloquial-Standard,lookup-nonvisual,5,kong|kong_70
Got any idea how many people are on board with this?,Colloquial-Standard,lookup-nonvisual,2,kong|kong_70
What is the statistical proportion of individuals who express concurrence?,Non-technical-Technical,lookup-nonvisual,5,kong|kong_70
Could you tell me the proportion of individuals who concur?,Colloquial-Standard,lookup-nonvisual,4,kong|kong_70
What's the proportion of people who concur?,Non-technical-Technical,lookup-nonvisual,3,kong|kong_70
Please provide the exact percentage of people who are in agreement.,Implicit-Explicit,lookup-nonvisual,5,kong|kong_70
Please tell me the highest percentage of agreement we have achieved.,Implicit-Explicit,compositional-nonvisual,5,kong|kong_70
What is the upper limit of consensus?,Non-technical-Technical,compositional-nonvisual,4,kong|kong_70
What could possibly be the maximum percentage of agreement?,Subjective-Objective,compositional-nonvisual,3,kong|kong_70
Do you have an idea of the highest agreement level we've achieved?,Implicit-Explicit,compositional-nonvisual,3,kong|kong_70
What's the most folks would agree on?,Colloquial-Standard,compositional-nonvisual,1,kong|kong_70
What is the highest possible percentage of agreement?,Subjective-Objective,compositional-nonvisual,5,kong|kong_70
How much do you think we're on the same page?,Implicit-Explicit,compositional-nonvisual,1,kong|kong_70
"I wonder how long the bar is that represents the people who agree, it seems quite significant.",Subjective-Objective,lookup-visual,2,kong|kong_70
Can you tell me the length of the bar for those who agree?,Implicit-Explicit,lookup-visual,4,kong|kong_70
Can we determine the length of the bar that represents the people who agree?,Subjective-Objective,lookup-visual,3,kong|kong_70
Do you see a bar that seems to be more agreed upon than the others?,Implicit-Explicit,compositional-visual,2,kong|kong_70
"Which bar is the biggest, showing the most people agree?",Non-technical-Technical,compositional-visual,2,kong|kong_70
"Can you identify the longest bar, which represents the highest percentage of agreement?",Subjective-Objective,compositional-visual,4,kong|kong_70
Could you tell me the ratio of males in the 20-30 age category?,Colloquial-Standard,lookup-nonvisual,4,kong|kong_71
Can you provide the ratio of males that fall within the 20-30 year age bracket?,Non-technical-Technical,lookup-nonvisual,4,kong|kong_71
Can we determine which age group has the highest percentage of females?,Subjective-Objective,compositional-nonvisual,4,kong|kong_71
Who are the most girls in terms of age?,Non-technical-Technical,compositional-nonvisual,1,kong|kong_71
"I'm really curious to know which age group has the most women, don't you think it's the younger ones?",Subjective-Objective,compositional-nonvisual,1,kong|kong_71
"It seems like one particular age group might have more women than the others, but which one is it?",Subjective-Objective,compositional-nonvisual,3,kong|kong_71
In which demographic age range is the female population most concentrated?,Non-technical-Technical,compositional-nonvisual,4,kong|kong_71
Can you tell me the height of the blue bar in the 20-30 column?,Colloquial-Standard,lookup-visual,3,kong|kong_71
In which data column does the red bar achieve its peak height?,Non-technical-Technical,compositional-visual,4,kong|kong_71
Can we identify the age and gender group that exhibits the highest proportion of this attribute?,Non-technical-Technical,compositional-nonvisual,3,kong|kong_73
"According to the data, which age and gender group has the highest percentage of this characteristic?",Subjective-Objective,compositional-nonvisual,5,kong|kong_73
Which gender and age cohort demonstrates the maximum percentile prevalence of this particular characteristic?,Non-technical-Technical,compositional-nonvisual,5,kong|kong_73
"Which group of people, based on age and gender, shows the most of this feature?",Non-technical-Technical,compositional-nonvisual,2,kong|kong_73
"I'm curious, which age and gender group do you believe has the most of this characteristic?",Subjective-Objective,compositional-nonvisual,2,kong|kong_73
"Which demographic, in terms of age and gender, manifests the highest prevalence of this characteristic?",Non-technical-Technical,compositional-nonvisual,4,kong|kong_73
"Who has the most of this trait, boys or girls, and how old are they?",Non-technical-Technical,compositional-nonvisual,1,kong|kong_73
Do you know which gender and age group is most represented for this characteristic?,Implicit-Explicit,compositional-nonvisual,3,kong|kong_73
"Based on the data, which age and gender group is likely to have the highest percentage of this characteristic?",Subjective-Objective,compositional-nonvisual,4,kong|kong_73
Would you be able to identify the age and gender group with the highest prevalence of this characteristic?,Colloquial-Standard,compositional-nonvisual,4,kong|kong_73
"It's quite intriguing to find out which country donates the most, isn't it?",Subjective-Objective,lookup-nonvisual,3,kong|kong_74
It would be informative to know which country contributes the most in terms of donations.,Subjective-Objective,lookup-nonvisual,4,kong|kong_74
Which nation gives out the most in donations?,Non-technical-Technical,lookup-nonvisual,2,kong|kong_74
Which place gives the most charity?,Non-technical-Technical,lookup-nonvisual,1,kong|kong_74
What's the difference between the country that donates the most and the one that donates the least?,Colloquial-Standard,compositional-nonvisual,2,kong|kong_74
Can you tell me the difference between the country that gives the most and the one that gives the least?,Non-technical-Technical,compositional-nonvisual,2,kong|kong_74
Could you delineate the differential between the nation with the maximal charitable endowments and the one with the minimal?,Non-technical-Technical,compositional-nonvisual,5,kong|kong_74
Isn't it quite surprising to see the huge gap between the country that donates the most and the one that donates the least?,Subjective-Objective,compositional-nonvisual,2,kong|kong_74
Can you explain the difference between the country that donates the most and the one that donates the least?,Implicit-Explicit,compositional-nonvisual,3,kong|kong_74
Can you tell me the difference between the country with the highest donations and the one with the lowest?,Colloquial-Standard,compositional-nonvisual,3,kong|kong_74
How does the country that gives the most compare to the one that gives the least?,Implicit-Explicit,compositional-nonvisual,2,kong|kong_74
What's the gap between the country that gives the most and the one that gives the least?,Colloquial-Standard,compositional-nonvisual,1,kong|kong_74
Could you provide information on the difference between the country with the highest donations and the country with the lowest donations?,Subjective-Objective,compositional-nonvisual,4,kong|kong_74
What's the difference in donations between the country that donates the most and the one that donates the least?,Implicit-Explicit,compositional-nonvisual,4,kong|kong_74
Can you believe the shocking disparity between the country that gives the most and the one that gives the least? It's just unbelievable!,Subjective-Objective,compositional-nonvisual,1,kong|kong_74
"Which country donates the most, considering their total income?",Non-technical-Technical,lookup-nonvisual,2,kong|kong_75
Which nation exhibits the highest quotient of altruistic monetary contributions in relation to their Gross Domestic Product?,Non-technical-Technical,lookup-nonvisual,5,kong|kong_75
Which country's the big shot in giving the most charity compared to their total economy?,Colloquial-Standard,lookup-nonvisual,2,kong|kong_75
Which country gives the most charity compared to how much money they make?,Non-technical-Technical,lookup-nonvisual,1,kong|kong_75
"Can you tell me which country gives the most donations compared to their income, and who that is?",Non-technical-Technical,compositional-nonvisual,2,kong|kong_75
"Could you inform me of the maximum value for ""Generous donations by GDP"" and the country it pertains to?",Colloquial-Standard,compositional-nonvisual,4,kong|kong_75
"Please provide the maximum value of ""Generous donations by GDP"" and the corresponding country.",Subjective-Objective,compositional-nonvisual,5,kong|kong_75
Can you guess which country tops the list when it comes to generosity in terms of GDP?,Implicit-Explicit,compositional-nonvisual,1,kong|kong_75
"I wonder which country is the most generous in terms of donations relative to their GDP. It's quite interesting to think about, isn't it?",Subjective-Objective,compositional-nonvisual,2,kong|kong_75
"What is the highest ratio of philanthropic contributions to Gross Domestic Product, and to which country does this ratio pertain?",Non-technical-Technical,compositional-nonvisual,4,kong|kong_75
"So, what's the biggest amount of ""Generous donations by GDP"" and which country's got it?",Colloquial-Standard,compositional-nonvisual,1,kong|kong_75
"I need to know the country with the highest ""Generous donations by GDP"" and the exact value.",Implicit-Explicit,compositional-nonvisual,5,kong|kong_75
Which country do you think has the longest bar on the x-axis?,Subjective-Objective,lookup-visual,1,kong|kong_75
Can you identify the country with the bar that extends the furthest on the x-axis and name it?,Implicit-Explicit,compositional-visual,3,kong|kong_75
Which country's bar stretches the most along the horizontal line and what is the name of that country?,Non-technical-Technical,compositional-visual,3,kong|kong_75
What is the cumulative quantum of fiscal inflows received by country X?,Non-technical-Technical,lookup-nonvisual,5,kong|kong_76
Which country has received the most funds?,Colloquial-Standard,compositional-nonvisual,3,kong|kong_76
"In your opinion, which country has been fortunate enough to receive the most funds?",Subjective-Objective,compositional-nonvisual,2,kong|kong_76
Can you tell me the country that has received the most funds?,Implicit-Explicit,compositional-nonvisual,3,kong|kong_76
Which country has the highest aggregate of funds received?,Non-technical-Technical,compositional-nonvisual,4,kong|kong_76
What's the biggest percent number in that data thingy?,Colloquial-Standard,lookup-nonvisual,1,kong|kong_77
What's the highest percent in the data?,Colloquial-Standard,lookup-nonvisual,2,kong|kong_77
Can you tell me what the highest percentage value in the dataset might be?,Subjective-Objective,lookup-nonvisual,3,kong|kong_77
What is the maximum percentage value in our data collection?,Non-technical-Technical,lookup-nonvisual,4,kong|kong_77
"I'm wondering, what could be the highest percentage value in the dataset?",Subjective-Objective,lookup-nonvisual,2,kong|kong_77
Could you identify the maximum percentage value in the dataset?,Colloquial-Standard,lookup-nonvisual,4,kong|kong_77
What is the apex percentile value within the data corpus?,Non-technical-Technical,lookup-nonvisual,5,kong|kong_77
Can you figure out which value tops the rest in our data?,Implicit-Explicit,lookup-nonvisual,1,kong|kong_77
Which bar do you think is the longest in the chart?,Subjective-Objective,lookup-visual,1,kong|kong_77
Which line in the graph is the longest?,Non-technical-Technical,lookup-visual,2,kong|kong_77
Can you tell me the difference in population between the age group with the most and the least people in 2000?,Colloquial-Standard,compositional-nonvisual,3,vega-lite-example-gallery|bar_aggregate
Please provide the numerical difference in population between the age group with the highest population and the age group with the lowest population in the year 2000.,Subjective-Objective,compositional-nonvisual,5,vega-lite-example-gallery|bar_aggregate
Could you provide the population difference between the age group with the highest population and the one with the lowest in the year 2000?,Subjective-Objective,compositional-nonvisual,4,vega-lite-example-gallery|bar_aggregate
"I'm wondering, what's the difference in numbers between the most populated age group and the least populated one in 2000? It seems like it could be quite significant.",Subjective-Objective,compositional-nonvisual,2,vega-lite-example-gallery|bar_aggregate
Could you clarify the difference in population size between the age group with the highest and lowest population in 2000?,Non-technical-Technical,compositional-nonvisual,3,vega-lite-example-gallery|bar_aggregate
Please provide the numerical difference in population between the age group with the highest population and the age group with the lowest population in the year 2000.,Implicit-Explicit,compositional-nonvisual,5,vega-lite-example-gallery|bar_aggregate
Can you explain the difference in the number of people between the age group with the most and the least people in 2000?,Non-technical-Technical,compositional-nonvisual,2,vega-lite-example-gallery|bar_aggregate
"I'm really curious, how big is the gap between the age group with the most people and the one with the least in 2000? It must be huge, right?",Subjective-Objective,compositional-nonvisual,1,vega-lite-example-gallery|bar_aggregate
"Could you elucidate the discrepancy in length between the longest and shortest bars, symbolizing the age groups with the highest and lowest populations respectively in the year 2000?",Colloquial-Standard,compositional-visual,5,vega-lite-example-gallery|bar_aggregate
"I feel like there were quite a few women in the 30-34 age bracket in the year 2000, don't you think?",Subjective-Objective,lookup-nonvisual,2,vega-lite-example-gallery|bar_grouped
It seems to me that the number of women aged 30-34 in the year 2000 might have been significant.,Subjective-Objective,lookup-nonvisual,3,vega-lite-example-gallery|bar_grouped
"I'm really curious to know, how many men and women were there in the age group of 30-34 in the year 2000? I bet it's a lot!",Subjective-Objective,compositional-nonvisual,1,vega-lite-example-gallery|bar_grouped
Could you provide the aggregate number of males and females within the age bracket of 30-34 in the year 2000?,Colloquial-Standard,compositional-nonvisual,5,vega-lite-example-gallery|bar_grouped
"Can you tell me how many men and women, who were between 30 and 34 years old, were there in 2000?",Non-technical-Technical,compositional-nonvisual,2,vega-lite-example-gallery|bar_grouped
What is the aggregate demographic of male and female individuals within the age cohort of 30-34 in the census year 2000?,Non-technical-Technical,compositional-nonvisual,5,vega-lite-example-gallery|bar_grouped
Could you provide the data on the total population of both males and females in the age group of 30-34 in the year 2000?,Subjective-Objective,compositional-nonvisual,4,vega-lite-example-gallery|bar_grouped
Do you know the combined count of men and women aged between 30 and 34 in the year 2000?,Implicit-Explicit,compositional-nonvisual,3,vega-lite-example-gallery|bar_grouped
Could you tell me the total number of males and females in the age group of 30-34 in the year 2000?,Colloquial-Standard,compositional-nonvisual,4,vega-lite-example-gallery|bar_grouped
How many guys and gals aged between 30 and 34 were there in the year 2000?,Non-technical-Technical,compositional-nonvisual,1,vega-lite-example-gallery|bar_grouped
Can you guess the count of both genders in their early thirties when we hit the year 2000?,Implicit-Explicit,compositional-nonvisual,2,vega-lite-example-gallery|bar_grouped
What is the combined count of male and female individuals within the 30-34 age bracket in the year 2000?,Non-technical-Technical,compositional-nonvisual,4,vega-lite-example-gallery|bar_grouped
Please provide the exact population count of males and females in the age group of 30-34 in the year 2000.,Implicit-Explicit,compositional-nonvisual,5,vega-lite-example-gallery|bar_grouped
How many dudes and chicks were there between 30 and 34 in 2000?,Colloquial-Standard,compositional-nonvisual,1,vega-lite-example-gallery|bar_grouped
How much did Google shares cost on a certain day?,Non-technical-Technical,lookup-nonvisual,1,vega-lite-example-gallery|line
Can you tell me the difference between the highest and lowest price of Google's stock over time?,Colloquial-Standard,compositional-nonvisual,3,vega-lite-example-gallery|line
Have you ever wondered about the peaks and valleys of Google's stock?,Implicit-Explicit,compositional-nonvisual,1,vega-lite-example-gallery|line
Can you guess the range of Google's stock prices over the years?,Implicit-Explicit,compositional-nonvisual,2,vega-lite-example-gallery|line
Would you be able to delineate the divergence between the apex and nadir of Google's stock prices over the course of its history?,Colloquial-Standard,compositional-nonvisual,5,vega-lite-example-gallery|line
What's the difference between the top and bottom price of Google's stock over time?,Colloquial-Standard,compositional-nonvisual,2,vega-lite-example-gallery|line
Could you inform me of the total yield of the Manchuria variety of barley?,Colloquial-Standard,lookup-nonvisual,4,vega-lite-example-gallery|stacked_bar_h
"I'm wondering, what's the yield of the Manchuria variety of barley like?",Subjective-Objective,lookup-nonvisual,2,vega-lite-example-gallery|stacked_bar_h
Could you provide the yield data for the Manchuria variety of barley?,Subjective-Objective,lookup-nonvisual,4,vega-lite-example-gallery|stacked_bar_h
How much barley do we get from the Manchuria type?,Non-technical-Technical,lookup-nonvisual,1,vega-lite-example-gallery|stacked_bar_h
What is the cumulative output of the Manchuria cultivar of Hordeum vulgare?,Non-technical-Technical,lookup-nonvisual,5,vega-lite-example-gallery|stacked_bar_h
How much barley do we get from Manchuria and Glabron combined?,Colloquial-Standard,compositional-nonvisual,1,vega-lite-example-gallery|stacked_bar_h
"I think it would be interesting to find out the combined yield of the Manchuria and Glabron barley varieties, don't you?",Subjective-Objective,compositional-nonvisual,2,vega-lite-example-gallery|stacked_bar_h
Determine the combined yield of the Manchuria and Glabron barley varieties.,Subjective-Objective,compositional-nonvisual,5,vega-lite-example-gallery|stacked_bar_h
It would be beneficial to determine the combined yield of the Manchuria and Glabron barley varieties.,Subjective-Objective,compositional-nonvisual,4,vega-lite-example-gallery|stacked_bar_h
What is the cumulative yield of the Manchuria and Glabron cultivars of Hordeum vulgare?,Non-technical-Technical,compositional-nonvisual,5,vega-lite-example-gallery|stacked_bar_h
What is the aggregate yield of the Manchuria and Glabron barley varieties?,Non-technical-Technical,compositional-nonvisual,4,vega-lite-example-gallery|stacked_bar_h
You know those Manchuria and Glabron barley varieties? What do you think their combined yield might be?,Implicit-Explicit,compositional-nonvisual,1,vega-lite-example-gallery|stacked_bar_h
Could we possibly find out the combined yield of the Manchuria and Glabron barley varieties?,Subjective-Objective,compositional-nonvisual,3,vega-lite-example-gallery|stacked_bar_h
What's the total amount of barley we get from Manchuria and Glabron?,Colloquial-Standard,compositional-nonvisual,2,vega-lite-example-gallery|stacked_bar_h
What do you think is the total yield of the Manchuria and Glabron barley varieties?,Implicit-Explicit,compositional-nonvisual,3,vega-lite-example-gallery|stacked_bar_h
Can you tell me the total yield of the Manchuria and Glabron barley varieties?,Colloquial-Standard,compositional-nonvisual,3,vega-lite-example-gallery|stacked_bar_h
"I'm really curious, don't you want to know what the total yield is when you combine the Manchuria and Glabron barley varieties?",Subjective-Objective,compositional-nonvisual,1,vega-lite-example-gallery|stacked_bar_h
Can you figure out the total yield if you add up the Manchuria and Glabron barley varieties?,Implicit-Explicit,compositional-nonvisual,2,vega-lite-example-gallery|stacked_bar_h
What's the combined yield of Manchuria and Glabron barley?,Non-technical-Technical,compositional-nonvisual,3,vega-lite-example-gallery|stacked_bar_h
Could you elucidate on the aggregate yield of the Manchuria and Glabron varieties of barley?,Colloquial-Standard,compositional-nonvisual,5,vega-lite-example-gallery|stacked_bar_h
How much barley do the Manchuria and Glabron types give us all together?,Non-technical-Technical,compositional-nonvisual,1,vega-lite-example-gallery|stacked_bar_h
Could you inform me of the combined yield of the Manchuria and Glabron barley varieties?,Colloquial-Standard,compositional-nonvisual,4,vega-lite-example-gallery|stacked_bar_h
Please provide the exact sum of the yields for the Manchuria and Glabron varieties of barley.,Implicit-Explicit,compositional-nonvisual,5,vega-lite-example-gallery|stacked_bar_h
What's the total amount of barley we get from both Manchuria and Glabron?,Non-technical-Technical,compositional-nonvisual,2,vega-lite-example-gallery|stacked_bar_h
Can you tell me the total yield of the Manchuria and Glabron barley varieties?,Implicit-Explicit,compositional-nonvisual,4,vega-lite-example-gallery|stacked_bar_h
What is the length of the bar that represents the Manchuria strain of barley?,Non-technical-Technical,lookup-visual,4,vega-lite-example-gallery|stacked_bar_h
How long's the bar for that Manchuria barley?,Colloquial-Standard,lookup-visual,2,vega-lite-example-gallery|stacked_bar_h
I think the bar representing the Manchuria variety of barley might be long.,Subjective-Objective,lookup-visual,3,vega-lite-example-gallery|stacked_bar_h
Can you tell me the length of the bar for the Manchuria barley?,Colloquial-Standard,lookup-visual,3,vega-lite-example-gallery|stacked_bar_h
What's the length of the bar that corresponds to the Manchuria barley?,Non-technical-Technical,lookup-visual,3,vega-lite-example-gallery|stacked_bar_h
Can you tell me the exact length of the bar representing the Manchuria barley?,Implicit-Explicit,lookup-visual,4,vega-lite-example-gallery|stacked_bar_h
Can you tell me the length of the line that shows the Manchuria kind of barley?,Non-technical-Technical,lookup-visual,2,vega-lite-example-gallery|stacked_bar_h
"It seems to me that the bar representing the Manchuria variety of barley is quite long, wouldn't you agree?",Subjective-Objective,lookup-visual,2,vega-lite-example-gallery|stacked_bar_h
Any idea about the length of the Manchuria barley's bar?,Implicit-Explicit,lookup-visual,2,vega-lite-example-gallery|stacked_bar_h
"I'm really curious about the length of the bar that represents the Manchuria variety of barley, don't you think it's quite long?",Subjective-Objective,lookup-visual,1,vega-lite-example-gallery|stacked_bar_h
What is the exact length of the bar representing the Manchuria variety of barley?,Implicit-Explicit,lookup-visual,5,vega-lite-example-gallery|stacked_bar_h
What is the magnitude of the bar indicative of the Manchuria cultivar of barley?,Non-technical-Technical,lookup-visual,5,vega-lite-example-gallery|stacked_bar_h
The length of the bar represents the Manchuria variety of barley.,Subjective-Objective,lookup-visual,5,vega-lite-example-gallery|stacked_bar_h
The bar representing the Manchuria variety of barley appears to be long.,Subjective-Objective,lookup-visual,4,vega-lite-example-gallery|stacked_bar_h
What do you think is the length of the bar for the Manchuria barley?,Implicit-Explicit,lookup-visual,3,vega-lite-example-gallery|stacked_bar_h
How long is the line for the Manchuria type of barley?,Non-technical-Technical,lookup-visual,1,vega-lite-example-gallery|stacked_bar_h
Can you guess the length of the bar for the Manchuria barley?,Implicit-Explicit,lookup-visual,1,vega-lite-example-gallery|stacked_bar_h
Would you be so kind as to provide the length of the bar that represents the Manchuria variety of barley?,Colloquial-Standard,lookup-visual,5,vega-lite-example-gallery|stacked_bar_h
Could you inform me of the length of the bar representing the Manchuria barley?,Colloquial-Standard,lookup-visual,4,vega-lite-example-gallery|stacked_bar_h
What is the aggregate length of the bars denoting the Manchuria and Glabron barley varieties?,Non-technical-Technical,compositional-visual,4,vega-lite-example-gallery|stacked_bar_h
Could you inform me of the cumulative length of the bars representing the Manchuria and Glabron barley varieties?,Colloquial-Standard,compositional-visual,4,vega-lite-example-gallery|stacked_bar_h
Can you figure out how long the Manchuria and Glabron barley bars are together?,Implicit-Explicit,compositional-visual,1,vega-lite-example-gallery|stacked_bar_h
How many days we got rain?,Colloquial-Standard,lookup-nonvisual,1,vega-lite-example-gallery|stacked_bar_weather
Can you tell me the exact number of days it has rained?,Implicit-Explicit,lookup-nonvisual,4,vega-lite-example-gallery|stacked_bar_weather
What's the most common type of weather we get?,Non-technical-Technical,compositional-nonvisual,2,vega-lite-example-gallery|stacked_bar_weather
Which meteorological condition is most prevalent?,Colloquial-Standard,compositional-nonvisual,5,vega-lite-example-gallery|stacked_bar_weather
What kinda weather we got the most days of?,Colloquial-Standard,compositional-nonvisual,1,vega-lite-example-gallery|stacked_bar_weather
Don't you feel like we have more of one type of weather than others?,Subjective-Objective,compositional-nonvisual,2,vega-lite-example-gallery|stacked_bar_weather
Can you guess what kind of weather we have the most?,Implicit-Explicit,compositional-nonvisual,2,vega-lite-example-gallery|stacked_bar_weather
What is the most frequently occurring weather type?,Subjective-Objective,compositional-nonvisual,5,vega-lite-example-gallery|stacked_bar_weather
Any idea about the kind of weather we see most often?,Implicit-Explicit,compositional-nonvisual,1,vega-lite-example-gallery|stacked_bar_weather
Which meteorological condition has the maximum number of recorded instances?,Non-technical-Technical,compositional-nonvisual,5,vega-lite-example-gallery|stacked_bar_weather
Could you provide the mortality statistics for the year 2000?,Colloquial-Standard,lookup-nonvisual,4,wikitables-200|10_0
Which years had the most and least folks dying?,Colloquial-Standard,compositional-nonvisual,1,wikitables-200|10_0
Could you delineate the years with the apex and nadir of mortality incidences?,Non-technical-Technical,compositional-nonvisual,5,wikitables-200|10_0
Could you inform me about the years with the most and least deaths?,Colloquial-Standard,compositional-nonvisual,3,wikitables-200|10_0
Do you know which years had the most tragic and least tragic number of deaths?,Subjective-Objective,compositional-nonvisual,2,wikitables-200|10_0
Can you provide the years with the maximum and minimum number of deaths?,Subjective-Objective,compositional-nonvisual,4,wikitables-200|10_0
Can you tell me which years had the most and least people dying?,Non-technical-Technical,compositional-nonvisual,2,wikitables-200|10_0
Can you tell me when most people died and when the least did?,Non-technical-Technical,compositional-nonvisual,1,wikitables-200|10_0
What is the length of the bar representing the year 2000 on the x-axis?,Colloquial-Standard,lookup-visual,4,wikitables-200|10_0
Please provide the exact cost of the most expensive service in the fiscal year 2012/13.,Implicit-Explicit,lookup-nonvisual,5,wikitables-200|25_0
What was the price of our highest priced service in 2012/13?,Implicit-Explicit,lookup-nonvisual,4,wikitables-200|25_0
How much did the most expensive service cost in 2012/13?,Non-technical-Technical,lookup-nonvisual,1,wikitables-200|25_0
What was the highest costing service in 2012/13?,Colloquial-Standard,lookup-nonvisual,4,wikitables-200|25_0
What was the aggregate expenditure for the service with the maximum fiscal liability in 2012/13?,Non-technical-Technical,lookup-nonvisual,5,wikitables-200|25_0
Can you tell me the price of the priciest service in 2012/13?,Non-technical-Technical,lookup-nonvisual,2,wikitables-200|25_0
I'm really curious to know which service ended up costing the most in 2012/13. I bet it was something unexpected.,Subjective-Objective,compositional-nonvisual,1,wikitables-200|25_0
Which service cost the most in 2012/13?,Non-technical-Technical,compositional-nonvisual,1,wikitables-200|25_0
Which service accounted for the highest aggregate expenditure in the fiscal year 2012/13?,Non-technical-Technical,compositional-nonvisual,4,wikitables-200|25_0
Which bar's the biggest on the chart?,Colloquial-Standard,compositional-visual,1,wikitables-200|25_0
Do you know which group is leading in terms of supporters?,Implicit-Explicit,lookup-nonvisual,2,wikitables-200|28_0
Can you tell me which party seems to have the most voters?,Implicit-Explicit,lookup-nonvisual,3,wikitables-200|28_0
Which political entity has the greatest aggregate of registered voters?,Non-technical-Technical,lookup-nonvisual,4,wikitables-200|28_0
Can you identify the party with the most total voters?,Implicit-Explicit,lookup-nonvisual,4,wikitables-200|28_0
Could you inform me which party has the highest voter count?,Colloquial-Standard,lookup-nonvisual,4,wikitables-200|28_0
What's the numerical difference in voters between the party with the most and the party with the least?,Implicit-Explicit,compositional-nonvisual,4,wikitables-200|28_0
Can you quantify the disparity in voter turnout between the party with the highest and lowest total votes?,Non-technical-Technical,compositional-nonvisual,4,wikitables-200|28_0
Could you clarify the difference in the number of votes between the party that received the most votes and the one that received the least?,Non-technical-Technical,compositional-nonvisual,3,wikitables-200|28_0
How big is the gap between the party with the most followers and the one with the least?,Implicit-Explicit,compositional-nonvisual,2,wikitables-200|28_0
Can you tell me how many more people voted for the most popular party compared to the least popular one?,Non-technical-Technical,compositional-nonvisual,1,wikitables-200|28_0
How many more folks voted for the top party than the bottom one?,Colloquial-Standard,compositional-nonvisual,1,wikitables-200|28_0
How many more people voted for the party with the most votes compared to the one with the least?,Colloquial-Standard,compositional-nonvisual,2,wikitables-200|28_0
